RAZAO_SOCIAL;REGISTRO_ANCINE;CNPJ;MUNICIPIO;UF;CLASSIFICACAO_NIVEL_PRODUTORA
CONDE DE IRAJÁ PRODUÇÕES LTDA ME;17324;07.763.281/0001-83;RIO DE JANEIRO;RJ;1
CONDOMÍNIOS PELO MUNDO LTDA;50878;44.967.219/0001-30;RIBEIRÃO PRETO;SP;1
CONDUTA FILMES LTDA;51847;47.280.347/0001-07;SÃO JOSÉ DO RIO PRETO;SP;1
CONECTA COMUNICAÇÃO E ESTRATÉGIA LTDA;581;00.393.072/0001-46;BRASÍLIA;DF;1
CONECTA CULTURAL CONECTANDO PESSOAS E PROPÓSITOS LTDA;60666;54.329.318/0001-40;CURITIBA;PR;1
CONECTA ENTRETENIMENTO LTDA;52735;27.601.522/0001-03;NITERÓI;RJ;1
CONECTAR FILMES - SERVICOS DE PRODUCAO DE AUDIO CINE VIDEO LTDA;13917;09.359.402/0001-51;CAMPINAS;SP;1
CONECTAR MIDIA LTDA;58883;50.871.551/0001-07;NATAL;RN;1
CONEXAO ARTE E MIDIA PRODUCOES;60238;10.188.350/0001-87;CURITIBA;PR;1
CONEXAO FILMES & LIVROS LTDA;61002;18.619.772/0001-71;RIO DE JANEIRO;RJ;1
CONEXAO NORTE PRODUCOES LTDA;52878;03.746.177/0001-20;PORTO VELHO;RO;1
CONEXAO SOCIAL PRODUCOES LTDA;39881;13.790.247/0001-09;RIO DE JANEIRO;RJ;1
CONEXÃO CULTURAL SERVIÇOS LTDA;22060;01.619.645/0001-70;RIO DE JANEIRO;RJ;1
CONFEITARIA DE CINEMA COMUNICAÇÕES LTDA;969;58.496.571/0001-49;SÃO PAULO;SP;2
CONFORTE PRODUÇÕES ARTÍSTICAS E ENSINO;60066;48.040.191/0001-41;FLORIANÓPOLIS;SC;1
CONFRARIA DA PAIXÃO PRODUTORA CINEMATOGRÁFICA E TEATRAL;20421;13.638.488/0001-29;RIO DE JANEIRO;RJ;1
CONFRARIA PRODUCOES ARTISTICAS LIMITADA;6350;05.875.848/0001-88;SÃO PAULO;SP;1
CONNECT FILMES - PRODUCAO DE FILMES E PUBLICIDADE EIRELI;49670;30.007.119/0001-57;BRASÍLIA;DF;1
CONNECTA TECNOLOGIA E MARKETING LTDA;60168;41.846.400/0001-08;GOIÂNIA;GO;1
CONNECTION FILMES E PRODUCOES ARTISTICAS LTDA;26331;18.413.486/0001-55;RIO DE JANEIRO;RJ;1
CONNECTORS HUB SOCIAL E CONTENT LTDA;361;04.032.049/0001-87;SÃO PAULO;SP;1
CONRADO GRASSI ADMINISTRACAO, AGENCIAMENTO, PRODUCAO E INTERMEDIACAO LTDA;64532;20.906.276/0001-40;RIACHÃO;MA;1
CONSEQUENCIA FILMES LTDA;40201;05.279.636/0001-38;PORTO ALEGRE;RS;1
CONSPIRACAO DISTRIBUIDORA LTDA;12958;08.741.983/0001-29;RIO DE JANEIRO;RJ;1
CONSPIRAÇÃO ENTRETENIMENTO SÃO PAULO LTDA.;22478;10.429.612/0001-58;SÃO PAULO;SP;1
CONSPIRAÇÃO FILMES ENTRETENIMENTO 3º MILÊNIO LTDA.;14233;09.180.984/0001-04;RIO DE JANEIRO;RJ;5
CONSPIRAÇÃO FILMES S/A;10;02.020.661/0001-04;RIO DE JANEIRO;RJ;5
CONSTELAR - ARTE DIVERSAO E CULTURA LTDA;51152;13.584.611/0001-76;RIO DE JANEIRO;RJ;1
CONSTELAÇÃO FILMES LTDA;3200;05.758.725/0001-67;CURITIBA;PR;1
CONSUELO FILMES LTDA;57198;40.488.419/0001-59;GOIÂNIA;GO;1
CONTA OUTRA PRODUÇÕES LTDA;54097;19.344.454/0001-08;SÃO PAULO;SP;1
CONTADORES DE HISTORIAS PRODUCOES LTDA;56277;33.173.392/0001-40;SÃO PAULO;SP;1
CONTAINER FILMES LTDA;18096;11.907.529/0001-00;PORTO ALEGRE;RS;1
CONTE PRODUCAO E APRESENTACAO LTDA;52519;11.474.553/0001-00;SÃO PAULO;SP;1
CONTEMPORANEA FILMES LTDA;28312;21.280.149/0001-41;BRASÍLIA;DF;1
CONTENIDOS PRODUCOES E EVENTOS LTDA;58459;08.785.237/0001-37;SÃO PAULO;SP;1
CONTENT BLUE PRODUTORA DE CONTEUDO LIMITADA;51592;35.371.874/0001-30;SÃO PAULO;SP;1
CONTENT HOUSE PRODUCOES CINEMATOGRAFICAS LTDA;38563;11.322.867/0001-80;SÃO PAULO;SP;1
CONTENT PRODUCOES ARTISTICAS LTDA;50502;18.673.776/0001-38;SÃO PAULO;SP;1
CONTENT STUD.IO PRODUTORA DE FILMES LTDA EPP;50041;41.250.148/0001-61;SÃO PAULO;SP;1
CONTEUDO AGRO PRODUCOES LTDA;34722;25.009.725/0001-71;CAMPINAS;SP;1
CONTEUDO F COMUNICACAO LTDA;487;01.699.444/0001-20;SÃO PAULO;SP;2
CONTEUDORIA AUDIOVISUAL LTDA.;62588;56.192.832/0001-01;RIO DE JANEIRO;RJ;1
CONTEUDOS COM CONTEUDO CRIACAO E PRODUCAO PARA MULTIMIDIAS LTDA - EPP;24990;07.703.864/0001-19;SÃO PAULO;SP;1
CONTEXTO FILMES LTDA;49230;39.257.036/0001-90;FLORIANÓPOLIS;SC;1
CONTEXTO PRODUÇÕES ARTÍSTICAS E CULTURAIS LTDA.;56311;22.472.540/0001-00;PALMAS;TO;1
CONTEÚDO FILMES PRODUÇÕES AUDIOVISUAIS;35296;22.675.008/0001-90;RIO DE JANEIRO;RJ;1
CONTEÚDO MUSICAL LTDA;22706;10.536.007/0001-86;SÃO PAULO;SP;1
CONTEÚDO SERVIÇOS DE PRODUÇÃO PARA CINEMA, TV E INTERNET LTDA;44412;29.973.882/0001-53;RECIFE;PE;1
CONTEÚDO URBANO PRODUTORA LTDA - EPP;22168;16.098.654/0001-30;SÃO PAULO;SP;1
CONTEÚDOS DIVERSOS PRODUÇÕES LTDA.;15271;09.461.800/0001-84;SÃO PAULO;SP;2
CONTI CONTEUDO INTELIGENTE LTDA;38989;28.749.690/0001-03;SALVADOR;BA;1
CONTINENTE CONTEÚDO ITINERANTE LTDA.;33118;24.603.843/0001-40;PORTO ALEGRE;RS;1
CONTO FILMES LTDA;59863;12.917.348/0001-27;FLORIANÓPOLIS;SC;1
CONTORNO AUDIO E VIDEO LTDA;30796;00.141.206/0001-31;BELO HORIZONTE;MG;1
CONTOS URBANOS FILMES LTDA;54335;40.766.747/0001-70;SÃO PAULO;SP;1
CONTRA ATAQUE FILMES LTDA;53844;44.386.272/0001-47;SÃO LUÍS;MA;1
CONTRA REGRAS PRODUÇÃO E COMUNICAÇÃO LTDA;39525;12.795.929/0001-33;BELO HORIZONTE;MG;1
CONTRAPONTO MULTIMEIOS LTDA;20667;11.248.548/0001-71;FLORIANÓPOLIS;SC;3
CONTRAREGRA PRODUCOES CULTURAIS LTDA;61534;13.124.389/0001-29;SALVADOR;BA;1
CONVERGENCIA PRODUCAO AUDIOVISUAL LTDA;49828;07.811.330/0001-06;RIO DE JANEIRO;RJ;1
CONVERGÊNCIA CONTEÚDO E PRODUÇÃO LTDA;926;04.647.273/0001-83;CURITIBA;PR;1
COOL TUNES PRODUCAO AUDIOVISUAL LTDA;27174;15.795.840/0001-65;FLORIANÓPOLIS;SC;1
COOPERFILM CINE, VIDEO & EVENTOS LTDA - ME;40048;18.427.564/0001-70;JOINVILLE;SC;1
COPA FILMES E PRODUÇÕES ARTISTICAS LTDA.;16573;01.386.569/0001-08;RIO DE JANEIRO;RJ;2
COPA STUDIO PRODUTORA AUDIOVISUAL LTDA;14907;09.551.826/0001-13;RIO DE JANEIRO;RJ;5
COPETTI PRODUÇÕES CINEMATOGRÁFICAS LTDA;25450;11.623.194/0001-06;CAMPO GRANDE;MS;1
COPRESENCA - EXPERIENCIAS AUDIOVISUAIS LTDA;64281;50.558.989/0001-21;SÃO PAULO;SP;1
COQUINHO FILMES LTDA;56008;49.866.119/0001-30;SÃO PAULO;SP;1
CORA - PRODUÇÕES ARTÍSTICAS E CINEMATOGRÁFICAS LTDA;6027;07.759.172/0001-92;GOIÂNIA;GO;1
CORA POS PRODUCAO DE VIDEOS EIRELI;48699;22.843.029/0001-78;SÃO PAULO;SP;1
CORACAO DE FOGO AUDIOVISUAL LTDA;62955;48.364.589/0001-33;CAMPINAS;SP;1
CORAGEM FILMES EIRELI;28094;12.904.380/0001-78;SÃO PAULO;SP;1
CORAZON PRODUCOES AUDIOVISUAIS LTDA;33421;24.874.777/0001-43;SÃO PAULO;SP;1
CORAÇÃO DA SELVA TRANSMÍDIA S.A.;1141;05.508.188/0001-05;SÃO PAULO;SP;4
CORCOVADO FILMES EIRELI ME;22426;16.758.770/0001-38;RIO DE JANEIRO;RJ;1
CORDEIRO AUDIOVISUAL E FOTOGRAFIA LTDA;51122;40.707.545/0001-57;ARCOVERDE;PE;1
CORDEIRO CRIAÇÕES EXCLUSIVAS LTDA - ME;49428;01.894.063/0001-00;SÃO PAULO;SP;1
CORDILHEIRA MARKETING DIGITAL LTDA;22513;10.848.496/0001-01;URUBICI;SC;1
CORDÉLIA PRODUÇÕES LTDA;14570;08.281.920/0001-37;CURITIBA;PR;1
CORE 4U LTDA;64019;41.805.450/0001-39;CURITIBA;PR;1
CORES PRODUCOES ARTISTICAS LTDA;51318;34.129.812/0001-53;RIO DE JANEIRO;RJ;1
CORES QUE ACOLHEM PRODUCOES CULTURAIS, PROJETOS E CONSULTORIA EIRELI;51116;34.211.341/0001-28;VITÓRIA;ES;1
CORINGA TEXTO E VIDEO LTDA;54315;02.373.206/0001-92;RIO DE JANEIRO;RJ;1
CORINGAFX ARTE DIGITAL LTDA;64223;17.010.795/0001-11;JOINVILLE;SC;1
CORISCO PRODUCAO DE FILMES LTDA;21624;15.195.711/0001-36;SÃO PAULO;SP;1
CORIXO PRODUCOES LTDA;58159;54.600.337/0001-69;CAMPO GRANDE;MS;1
CORJA FILMES LTDA;41982;27.836.323/0001-76;SANTO ANDRÉ;SP;1
CORPO ABERTO FILMES LTDA;59691;52.371.394/0001-98;FORTALEZA;CE;1
CORPO D AGUA FILMES LTDA;63898;53.273.600/0001-90;PALMARES DO SUL;RS;1
CORPO DE MARE FILMES LTDA;62436;43.879.472/0001-79;SANTANA DE PARNAÍBA;SP;1
CORPO ESTRANHO FILMES LTDA;43425;27.575.790/0001-90;PORTO ALEGRE;RS;1
CORPOS D`VERSOS ARTE, CULTURA E PICS LTDA;56459;52.039.945/0001-10;LENÇÓIS;BA;1
CORREIA CULTURAL PRODUÇÕES ARTÍSTICAS LTDA. ME;31026;18.678.721/0001-10;SÃO PAULO;SP;1
CORRERIA AGENCIA CRIATIVA LTDA;64188;32.443.349/0001-94;SALVADOR;BA;1
CORRERIA FILMES PRODUÇÕES ARTÍSTICAS E EVENTOS LTDA;49451;31.428.173/0001-39;RIO DE JANEIRO;RJ;1
CORRIOLA PRODUÇÃO DE SERVIÇOS AUDIOVISUAIS LTDA. ME;29321;21.702.596/0001-41;BRASÍLIA;DF;1
CORSÁRIO FILMES LTDA;5424;07.752.214/0001-63;CURITIBA;PR;1
CORTA FILMES PRODUCAO AUDIOVISUAL LTDA;54413;19.093.321/0001-06;RIO DE JANEIRO;RJ;1
CORTE SECO FILMES LTDA;12897;04.761.874/0001-12;FORTALEZA;CE;1
CORTEX MIDIA LTDA;61304;19.555.251/0001-60;MOGI GUAÇU;SP;1
CORTIÇO PRODUÇÕES LTDA;63289;61.463.216/0001-88;SÃO PAULO;SP;1
CORUBA AUDIOVISUAL E COMUNICACAO LTDA;12563;08.198.818/0001-72;RITÁPOLIS;MG;1
CORUJA CONSULTORIA EMPRESARIAL & PROJETOS CULTURAIS LTDA;56281;35.670.956/0001-85;SANTOS;SP;1
CORUJA FILMES LTDA;33117;23.655.958/0001-16;FLORIANÓPOLIS;SC;1
CORUJAS PRODUÇÃO DE FILMES LTDA-EPP;25580;16.806.723/0001-12;LINHARES;ES;1
CORUPA PRODUCOES ARTISTICAS E CULTURAIS LTDA;51226;26.912.773/0001-38;SÃO PAULO;SP;1
COSME PRODUCOES LTDA;40965;18.891.842/0001-46;SÃO PAULO;SP;1
COSMIC DOG STUDIOS LTDA.;57204;53.437.330/0001-05;SÃO PAULO;SP;3
COSMO CINE PRODUÇÕES EXPRESS LTDA;51510;35.478.090/0001-05;RIO DE JANEIRO;RJ;1
COSMO CINE PRODUÇÕES LTDA. - ME;33346;24.515.989/0001-34;RIO DE JANEIRO;RJ;1
COSMO CINE STUDIO LTDA;51624;46.364.412/0001-01;RIO DE JANEIRO;RJ;1
COSMONAUTA FILMES LTDA;20378;12.520.857/0001-11;PORTO ALEGRE;RS;1
COSMORAMA PRODUÇÕES LTDA;54317;51.210.325/0001-30;VITÓRIA DA CONQUISTA;BA;1
COSMOS HUB;61513;36.775.420/0001-97;PELOTAS;RS;1
COSMOVISAO MULTIPROJETOS E COMERCIO LTDA;61766;48.879.071/0001-32;SALVADOR;BA;1
COSTA ALANIS VÍDEO PRODUÇÕES EIRELI - ME;3251;04.848.890/0001-47;FLORIANÓPOLIS;SC;1
COSTA BARROS FILMES E PRODUÇÕES LTDA ME;31565;08.794.303/0001-35;FORTALEZA;CE;1
COSTA LESTE FILMES LTDA;46205;31.895.970/0001-26;NAVEGANTES;SC;1
COSTA LIVRE PRODUCOES LTDA;49390;31.017.926/0001-13;PALMEIRA DOS ÍNDIOS;AL;1
COSTA MARTINS FILMES LTDA;62005;33.959.157/0001-06;RIO DE JANEIRO;RJ;1
COSTAKENT RECORDS LTDA;57426;28.662.774/0001-05;SÃO PAULO;SP;1
COSTURA FILMES EIRELI;31976;18.935.572/0001-28;RECIFE;PE;1
COTIARA PRODUTORA LTDA;49070;36.654.450/0001-45;SÃO PAULO;SP;1
COTIDIANO FILMES LTDA;64125;57.718.183/0001-00;GRAVATÁ;PE;1
COURO DE RATO EDIÇÃO E PRODUÇÃO LTDA;32180;22.865.259/0001-38;RIO DE JANEIRO;RJ;4
COVIL FILMES LTDA;45800;29.272.692/0001-09;FLORIANÓPOLIS;SC;1
COWBOY TROPICAL PRODUÇÕES LTDA;54794;49.631.886/0001-60;RIO DE JANEIRO;RJ;1
COXX PRODUÇÕES ARTÍSTICAS LTDA;60298;31.146.258/0001-24;VILA VELHA;ES;1
COZINHA PRODUÇÕES LTDA;40923;22.704.222/0001-28;SÃO PAULO;SP;1
CPM FILMES LTDA;48445;40.548.132/0001-77;PORTO ALEGRE;RS;1
CPS SOLUÇÕES E SERVIÇOS LTDA;48511;17.195.883/0001-35;BARUERI;SP;1
CPTV FILMS E EVENTOS LTDA;12032;08.486.621/0001-39;RIO DE JANEIRO;RJ;1
CQ PRODUTORA LTDA;52778;24.817.953/0001-05;FLORIANÓPOLIS;SC;1
CR ENTRETENIMENTO LTDA;248;66.657.727/0001-54;SÃO PAULO;SP;3
CRAFT - CONTEÚDO FOTOGRAFICO DIGITAL LTDA.;60567;33.978.760/0001-27;SÃO PAULO;SP;1
CRAN FILMES LTDA;29985;17.259.670/0001-20;PORTO VELHO;RO;1
CRASSULA OVATA FILMES LTDA;58251;52.411.548/0001-28;SÃO BERNARDO DO CAMPO;SP;1
CRAZY COW FILMS CINEMA LTDA;62745;36.949.416/0001-06;SÃO PAULO;SP;1
CREARTES PRODUÇÕES ARTÍSTICAS LTDA.;49424;14.620.506/0001-08;SÃO PAULO;SP;1
CREATIF EVENTOS LTDA;43382;11.332.857/0001-25;TIRADENTES;MG;1
CREATIVE EDUCATIONAL STUDIO FILM&LAB LTDA;38416;11.589.364/0001-75;SÃO PAULO;SP;1
CREATIVE UP COMPANY, MARKETING E PUBLICIDADE, PRODUÇÃO E AGENCIAMENTO ARTÍSTICOS LTDA;53217;72.035.793/0001-95;NITERÓI;RJ;1
CREATIVXS LTDA;57419;53.777.558/0001-44;SÃO GONÇALO DO AMARANTE;CE;1
CRIA DA TERRA PRODUÇÕES LTDA.;61099;41.755.336/0001-41;SÃO PAULO;SP;1
CRIA E REALIZA SOLUÇÕES EM EVENTOS LTDA;56958;24.818.295/0001-76;RIO DE JANEIRO;RJ;1
CRIA PRODUCOES ARTISTICAS LTDA;49485;30.870.118/0001-31;BRASÍLIA;DF;1
CRIABITS PRODUTORA AUDIO VISUAL LTDA;60074;33.029.426/0001-27;CURITIBA;PR;1
CRIACINE FILMES LTDA;57385;49.839.130/0001-01;CAMAÇARI;BA;1
CRIACOES PUBLICIDADES LTDA;63997;02.396.390/0001-96;TERESINA;PI;1
CRIADOURO CRIATIVO SOLUCOES ARTISTICAS LTDA;39981;14.414.180/0001-62;BRASÍLIA;DF;1
CRIANDO VALOR CONSULTORIA EMPRESARIAL LTDA;50231;41.097.821/0001-75;SANTOS;SP;1
CRIART PRODUÇÕES DE SONS E IMAGENS LTDA;13079;09.046.421/0001-28;FORMIGA;MG;1
CRIARTE PRODUCAO, E CULTURA LTDA - EPP;13743;09.297.586/0001-72;SÃO PAULO;SP;1
CRIATIVA MARKETING E COMUNICACAO LTDA;47132;08.725.872/0001-29;SÃO LUÍS;MA;1
CRIATIVA STUDIO LTDA;59812;57.297.610/0001-16;BELÉM;PA;1
CRIATIVIDADE X ENTRETENIMENTO EDUCACAO E SAUDE LTDA;49775;37.752.395/0001-99;SÃO PAULO;SP;1
CRIATIVOS PRODUTORA LTDA;59037;42.619.426/0001-78;CATANDUVA;SP;1
CRIATURA AUDIOVISUAL PRODUCOES CINEMATOGRAFICAS LTDA;63612;23.775.587/0001-06;SÃO PAULO;SP;1
CRIATURA ESTUDIO LTDA.;30188;22.466.785/0001-25;BELO HORIZONTE;MG;1
CRIATURA MULTIMIDIA;54526;00.712.675/0001-63;RIO DE JANEIRO;RJ;1
CRIATURAS ALARANJADAS PRODUCOES TEATRAIS LTDA;32139;18.366.398/0001-40;BRASÍLIA;DF;1
CRIAÇÃO ASSESSORIA COMUNICAÇÃO E COMERCIO LTDA;12328;66.060.153/0001-32;SÃO PAULO;SP;1
CRIOLA FILMES E PRODUÇÕES ARTÍSTICAS LTDA.-ME;31734;04.301.833/0001-43;SÃO PAULO;SP;1
CRIOULA CAMERA PRODUTORA DE FILMES LTDA;23697;13.559.040/0001-10;SÃO PAULO;SP;1
CRIOULA CARIOCA PROJETOS CULTURAIS E FONOGRÁFICOS LTDA - ME;5273;28.376.416/0001-28;RIO DE JANEIRO;RJ;1
CRISE COLETIVA PRODUÇÕES LTDA;60141;26.714.189/0001-78;VITÓRIA DA CONQUISTA;BA;1
CRISGE - PRODUCOES AUDIOVISUAIS LTDA - ME;29665;22.071.805/0001-69;GOIÂNIA;GO;2
CRISMAQ COMERCIO E REPRESENTACOES LTDA;55286;05.045.245/0001-59;PARACAMBI;RJ;1
CRISTAL COMUNICACAO E ENTRETENIMENTO LTDA;62025;24.751.600/0001-50;SÃO PAULO;SP;1
CRISTAL ESTUDIOS PRODUCOES LTDA;21327;14.625.254/0001-00;CAMPINAS;SP;1
CRISTALINA FILMES;63718;53.541.343/0001-20;SÃO PAULO;SP;1
CRISTHIANE DE CASSIA PINTO QUARESMA;58826;27.104.051/0001-10;SÃO LUÍS;MA;1
CRISTIAN DIMITRIUS PRODUÇÕES LTDA;29166;10.507.802/0001-46;ITAPEVI;SP;3
CRISTIAN LUCAS RAMOS DAL SOLIO;48163;33.894.944/0001-09;PASSO FUNDO;RS;1
CRISTIANE DOTA LTDA;64524;19.740.600/0001-14;MANAUS;AM;1
CRISTIANE PINTO DE OLIVEIRA;17937;07.704.008/0001-88;PORTO ALEGRE;RS;1
CRISTIANE SANTOS DE LEMOS;37664;28.175.014/0001-65;CURITIBA;PR;1
CRISTIANO DE ANDRADE KOROLESKI PUBLICIDADE;49242;31.248.276/0001-17;FOZ DO IGUAÇU;PR;1
CRISTIANO DONIZETI PEDRO COMERCIO E SERVICOS LTDA;45170;23.194.678/0001-58;SÃO PAULO;SP;1
CRISTIANO STUANI - SERVIÇOS DE APOIO A EMPRESAS;59402;34.624.487/0001-03;CURITIBA;PR;1
CRISTINA LYRA FIALHO;55566;34.324.777/0001-23;RIO DE JANEIRO;RJ;1
CRISTINE BUBNIAK SILVÉRIO - ME;56398;10.364.188/0001-00;CURITIBA;PR;1
CRISTOFARO PRODUCOES LTDA.;49438;24.429.890/0001-10;SÃO PAULO;SP;1
CRISTOS PRODUCOES LTDA;62374;24.025.609/0001-83;GOIÂNIA;GO;1
CRO DIGITAL COMUNICACAO LTDA;51053;37.339.230/0001-90;BELO HORIZONTE;MG;1
CROMART PRODUTORA DE ARTE LTDA;51223;39.742.732/0001-92;RIO DE JANEIRO;RJ;1
CROMOCINE FILMES LTDA;61722;14.597.254/0001-43;RIO DE JANEIRO;RJ;1
CROPPING PRODUÇÕES CINEMATOGRAFICAS LTDA;55802;47.341.234/0001-66;NATAL;RN;1
CROSS CONTENT COMUNICAÇÃO INTEGRADA LTDA.;20548;04.597.617/0001-97;SÃO PAULO;SP;1
CRP PRODUCOES LTDA;50814;40.811.423/0001-06;SÃO LUÍS;MA;1
CRS ARTES CENICAS LTDA;63096;22.392.447/0001-96;RIO DE JANEIRO;RJ;1
CRSM PRODUÇÕES ARTÍSTICAS LTDA.;3304;04.287.585/0001-23;RIO DE JANEIRO;RJ;1
CRUG FILMES LTDA.;13056;00.860.124/0001-47;SÃO PAULO;SP;1
CRUZIMAGEM PRODUCOES LIMITADA;42948;28.192.775/0001-25;BELÉM;PA;1
CRÔNICAS DO NORTE PRODUÇÕES ARTÍSTICAS E AUDIOVISUAIS LTDA;55634;42.576.806/0001-72;ABAETETUBA;PA;1
CS CREATIVE STUDIO LTDA;62453;10.967.732/0001-09;ARAPIRACA;AL;1
CS PRODUÇÕES E FILMES LTDA.;23724;17.363.840/0001-11;BARUERI;SP;1
CSD FILMES LTDA;49160;26.446.267/0001-09;GOIÂNIA;GO;1
CSF DISTRIBUIDORA & STREAMING LTDA;50343;39.493.419/0001-68;SÃO PAULO;SP;1
CTA FILMES LTDA;64786;21.658.930/0001-07;CURITIBA;PR;1
CTJ3 PRODUÇÕES LTDA ME;51312;45.963.557/0001-66;RIO DE JANEIRO;RJ;1
CUATRO DAMAS FILMES LTDA.;16194;10.645.237/0001-83;SÃO PAULO;SP;1
CUBO ANIMADO STUDIO SERVICOS DE PRODUCAO CINEMATOGRAFICA LTDA;50900;42.797.367/0001-28;SÃO PAULO;SP;1
CUBO FILMES PRODUÇÕES E EVENTOS LTDA - ME;16102;01.541.247/0001-88;PORTO ALEGRE;RS;4
CUBO SERVICOS COMBINADOS LTDA;64116;61.818.797/0001-23;MANAUS;AM;1
CUCA LIBRE LTDA;40777;31.070.230/0001-50;CATAGUASES;MG;1
CUCO FILMES LTDA;38491;27.581.562/0001-22;SÃO PAULO;SP;1
CUKA FILMES LTDA;27124;20.239.442/0001-00;BLUMENAU;SC;1
CULATRA PRODUÇÕES LTDA;60516;39.729.632/0001-26;BELÉM;PA;1
CULT CULTURA MARKETING LTDA;49130;11.365.593/0001-06;SÃO PAULO;SP;1
CULTIVE PRODUÇÕES AUDIOVISUAIS LTDA;59194;50.040.738/0001-50;VILA VELHA;ES;1
CULTURA BRASIL PRODUCOES LTDA;54309;30.835.530/0001-10;CURITIBA;PR;1
CULTURA DAS GERAIS LTDA;52660;22.352.010/0001-29;SÃO SEBASTIÃO DA BELA VISTA;MG;1
CULTURA MAIOR COMUNICACAO E CULTURA LTDA. - ME;22903;97.533.170/0001-73;SÃO PAULO;SP;2
CULTURALIA PRODUCOES E ASSESSORIA LTDA;63425;34.474.804/0001-44;SÃO PAULO;SP;1
CULTURALISTAS PRODUCOES, PROJETOS ARTISTICOS E EDUCACIONAIS LTDA;39659;30.006.817/0001-38;SÃO PAULO;SP;1
CULTURANDO PRODUÇÕES LTDA;18351;12.946.236/0001-02;RIO DE JANEIRO;RJ;1
CULTURAS HÍBRIDAS PRODUÇÕES ARTÍSTICAS LTDA.;54485;08.953.058/0001-61;RIO DE JANEIRO;RJ;1
CULTURE SOCIOAMBIENTAL;61992;28.827.156/0001-60;MARABÁ;PA;1
CUMARU FILMES LTDA;50751;45.298.088/0001-08;BELO HORIZONTE;MG;1
CUMBARU PRODUCOES ARTISTICA LTDA;11779;07.168.260/0001-10;CUIABÁ;MT;1
CUMBUCA CRIATIVA PRODUÇOES LTDA;54911;31.391.562/0001-37;PALMAS;TO;1
CUMBUCA FILMES LTDA;16142;10.769.688/0001-22;PORTO ALEGRE;RS;1
CUNHAPORA FILMES LTDA;32494;24.345.970/0001-97;PALMAS;TO;1
CUPUACU PRODUCOES LTDA;57620;44.852.839/0001-23;SÃO PAULO;SP;1
CUPUCORP LTDA;51553;46.508.224/0001-00;MACAPÁ;AP;1
CURA PRODUÇÕES LTDA;49903;41.405.067/0001-93;SÃO PAULO;SP;1
CURADORIAS PRODUÇÕES LTDA;64113;42.204.468/0001-48;BIGUAÇU;SC;1
CURI PRODUÇÕES LTDA;54446;20.722.733/0001-47;SÃO PAULO;SP;1
CURIMA FILMES E PRODUÇÕES LTDA;55650;34.078.328/0001-42;RIO DE JANEIRO;RJ;1
CURIMATA PRODUCOES LTDA;53502;48.382.730/0001-20;GOIÂNIA;GO;1
CURINGA PRODUÇÕES ARTÍSTICAS LTDA;33561;03.701.512/0001-73;RIO DE JANEIRO;RJ;1
CURINGA PRODUÇÕES LTDA ME;35554;19.535.818/0001-37;RIO DE JANEIRO;RJ;1
CURIOSA PRODUÇÕES CULTURAIS LTDA;36540;22.290.883/0001-54;RIO DE JANEIRO;RJ;1
CURRY E MASSALA PRODUCOES LTDA;54138;46.412.016/0001-02;RIO DE JANEIRO;RJ;1
CURTISS FILMES LTDA - ME;23794;17.327.513/0001-04;RIO DE JANEIRO;RJ;1
CURUMIM ORIGEM AMAZONIA LTDA;59609;31.785.574/0001-46;ALTAMIRA;PA;1
CURUMIM PRODUÇÕES E COMUNICAÇÕES LTDA;36192;19.535.367/0001-38;RECIFE;PE;1
CURYO PRODUCOES E SERVICOS UNIPESSOAL;56457;40.614.255/0001-69;SÃO PAULO;SP;1
CUT N TOUCH FILMES LTDA;37684;27.531.764/0001-60;SÃO CAETANO DO SUL;SP;1
CV&F PRODUÇÕES LTDA;7024;04.515.348/0001-72;SÃO PAULO;SP;1
CW MARKETING PROMOCOES E EVENTOS LTDA;60639;14.278.271/0001-18;RIO DE JANEIRO;RJ;1
CWBLACK PRODUCOES LTDA;44647;13.424.518/0001-02;CURITIBA;PR;1
CX1212 PRODUCOES LTDA;24440;18.022.611/0001-04;SÃO PAULO;SP;1
CYGNUS MEDIA LTDA;21901;12.479.256/0001-02;SÃO PAULO;SP;1
CÁFILA CINEMA SONORO LTDA;43687;29.838.104/0001-51;CURITIBA;PR;1
CÂMERA 3 PRODUTORA DE CONTEÚDO DIGITAL E AUDIOVISUAL LTDA;51237;05.352.185/0001-17;RIO DE JANEIRO;RJ;1
CÂNDIDO E MORAES LTDA.;1400;00.797.355/0001-53;NITERÓI;RJ;2
CÃO BRAVO PRODUÇÕES LTDA;44543;18.705.122/0001-49;SÃO PAULO;SP;1
CÃO DO MAR FILMES LTDA;59780;25.286.851/0001-73;BRASÍLIA;DF;1
CÉU VERMELHO FOGO FILMES LTDA;43150;26.324.984/0001-50;MACEIÓ;AL;1
CÊNICAS & MUSICAIS EVENTOS E PRODUÇÕES LTDA;56233;13.425.521/0001-32;SÃO PAULO;SP;1
CÍTRICA FILMES PRODUÇÕES E LOCAÇÕES PARA AUDIOVISUAL LTDA;35396;17.151.664/0001-54;GUARULHOS;SP;1
D & C MOOVEMENT CREATIVE SERVICOS DE FILMAGEM E FOTOGRAFIA LTDA;57800;43.775.789/0001-65;NITERÓI;RJ;1
D A A ERNST;54808;17.879.934/0001-48;CURITIBA;PR;1
