PAIS_ORIGEM;TITULO_ORIGINAL;CPB
BRASIL;DANCE PARADISE - 6° TEMPORADA;B1900365300000
BRASIL;DANCE WITH ME;B2000113100000
BRASIL;DANCE, DANCE, DANCE;B0700747300000
BRASIL;DANCIN' DAYS;B1402119100000
BRASIL;DANCING BRASIL;B1700148200000
BRASIL;DANCING BRASIL 4;B1800600100000
BRASIL;DANCING BRASIL TEMPORADA 2;B1700359800000
BRASIL;DANCING DAYS;B1101447100000
BRASIL;DANCING ELDORADO;B0901006100000
BRASIL;DANCING WITH THE ELVES;B2200085700000
BRASIL;DANCINHA DO CORPO;B1700457100000
BRASIL;DANCINHA DO LAMENTO;B2000502600000
BRASIL;DANDA ENSINAMENTOS DA LINHAGEM MÃE DO OURO;B2600080500000
BRASIL;DANDALUNDA;B0500408500000
BRASIL;DANDARA;B1800227000000
BRASIL;DANDARA;B2400329400000
BRASIL;DANDARA;B2500040000000
BRASIL;DANDO A VOLTA NAS ESTRELAS;B2300555600000
BRASIL;DANDO AS LETRAS;B1500597700000
BRASIL;DANDO ASAS À IMAGINAÇÃO;B2000306300000
BRASIL;DANDO NOME AOS MEUS MONSTROS;B2600012300000
BRASIL;DANDO UMA GERAL;B1302060700000
BRASIL;DANGER;B1101470900000
BRASIL;DANGO BALANGO;B1302042300000
BRASIL;DANI & DEBORA GURGEL QUARTETO - LUZ;B1500082700000
BRASIL;DANI & DEBORA GURGEL QUARTETO - UM;B1500082600000
BRASIL;DANI BLACK-FREQUÊNCIA RARA AO VIVO;B2000348800000
BRASIL;DANI GURGEL & NOVOS COMPOSITORES 2014;B1500082400000
BRASIL;DANI GURGEL - VIADUTOS;B1302055600000
BRASIL;DANI RUSSO E MC POCAHONTAS FEAT NAIARA AZEVEDO - OH QUEM VOLTOU;B1900170700000
BRASIL;DANI-SE - 1ª TEMPORADA;B2100074500000
BRASIL;DANI-SE - 2ª TEMPORADA;B2100406000000
BRASIL;DANIEL;B1700298800000
BRASIL;DANIEL & SAMUEL - A HISTÓRIA CONTINUA - AO VIVO EM GOIÂNIA;B1500017100000
BRASIL;DANIEL - FICO ASSIM SEM VOCÊ (EXTRAÍDO MÚSICA BOA);B1500164800000
BRASIL;DANIEL - RAÍZES;B1001170700000
BRASIL;DANIEL - TRINTA ANOS NA ESTRADA;B1900049300000
BRASIL;DANIEL 20 ANOS DE CARREIRA - AO VIVO;B0500279300000
BRASIL;DANIEL BOAVENTURA - HELLO, DETROIT;B1001177300000
BRASIL;DANIEL E CONVIDADOS - SHOW HOMENAGEM A NOSSA SENHORA APARECIDA;B2000102700000
BRASIL;DANIEL IN CONCERT - EM BROTAS;B1500627000000
BRASIL;DANIEL NA COVA DOS LEÕES;B1600479400000
BRASIL;DANIEL NOGUEIRA - PÉ NA ESTRADA;B2100259500000
BRASIL;DANIEL SANTIAGO - SONG FOR TOMORROW (FEAT. KURT ROSENWINKEL);B2100337500000
BRASIL;DANIEL SANTIAGO - SONG FOR TOMORROW - DOC;B2100422100000
BRASIL;DANIEL SENISE - NEM TUDO TEM QUE SER SOBRE ALGUMA COISA.;B2100460500000
BRASIL;DANIEL TE AMO CADA VEZ MAIS - AO VIVO;B0500391900000
BRASIL;DANIELA ARAÚJO – CRIADOR DO MUNDO AO VIVO;B1600423900000
BRASIL;DANIELA COLLA - FALANDO SÉRIO;B2400450400000
BRASIL;DANIELA COLLA - FOGÃO DE LENHA;B2400450300000
BRASIL;DANIELA COLLA - O QUANTO DOEU;B2300065100000
BRASIL;DANIELA MERCURY - O AXÉ, A VOZ E O VIOLÃO;B1600440500000
BRASIL;DANIELA MERCURY - O AXÉ, A VOZ E O VIOLÃO - MAKING OF;B1600430700000
BRASIL;DANIELA MERCURY ¿ CANIBÁLIA RITMOS DO BRASIL MAKING OF;B1301884600000
BRASIL;DANIELE PEREZ - O FILME;B2200179400000
BRASIL;DANILO;B1500156400000
BRASIL;DANILO CAYMMI E AMIGOS;B1301869400000
BRASIL;DANILO CAYMMI E AMIGOS;B2600089700000
BRASIL;DANILO CUTRIM - AO LADO TEU;B2100491600000
BRASIL;DANILO CUTRIM - ESSE AMOR;B2300222600000
BRASIL;DANILO CUTRIM - MEU JARDIM;B2300140400000
BRASIL;DANILO CUTRIM - SOMOS UM;B2200108000000
BRASIL;DANILO DYBA - AMO TE AMAR;B1302040100000
BRASIL;DANILO MORALLES - O CANTO;B1800416700000
BRASIL;DANILO MORALLES - SUJEITO DE SORTE;B1800320700000
BRASIL;DANILO RUDAH - DAQUI PRA FRENTE;B1600668000000
BRASIL;DANILO RUDAH - DISFARCE;B1600667700000
BRASIL;DANILO RUDAH - INVERSO;B1600667800000
BRASIL;DANILO RUDAH - VEM DANÇAR;B1600668100000
BRASIL;DANNI CARLOS AO VIVO;B0500294100000
BRASIL;DANNI CARLOS: BOCA;B0500391500000
BRASIL;DANNY DONA MARIA;B1800126700000
BRASIL;DANNY PINK E OS URSINHOS QUADRADOS;B1301780200000
BRASIL;DANY SANDERS E O TESOURO DE FREDOM RAMOSÉN;B2200000900000
BRASIL;DANÇ-ÉH-SÁ - DANÇA DOS HERDEIROS DO SACRIFICIO - O FIM DA CANÇÃO;B0800820200000
BRASIL;DANÇA;B2000370000000
BRASIL;DANÇA ANFÍBIA;B2500366600000
BRASIL;DANÇA AOS ORIXÁS, COM NEGRIZU E GABI GUEDES;B2500311900000
BRASIL;DANÇA CLÁSSICA;B0500203600000
BRASIL;DANÇA COMIGO?;B1301768000000
BRASIL;DANÇA CONTEMPORÂNEA;B1001179600000
BRASIL;DANÇA CONTEMPORÂNEA;B1700543600000
BRASIL;DANÇA CONTEMPORÂNEA;B2000226000000
BRASIL;DANÇA CONTEMPORÂNEA - 3ª TEMPORADA;B1500104200000
BRASIL;DANÇA CONTEMPORÂNEA - SEGUNDA TEMPORADA;B1101366200000
BRASIL;DANÇA DAS CABAÇAS - EXU NO BRASIL;B1001257200000
BRASIL;DANÇA DE FELICIANO;B1402285200000
BRASIL;DANÇA DO KRAU;B1700477600000
BRASIL;DANÇA DO PENSAMENTO;B0901004600000
BRASIL;DANÇA DO SIRIRI;B1600017300000
BRASIL;DANÇA DO TEMPO;B0500324200000
BRASIL;DANÇA DOS ANCESTRAIS;B2300045500000
BRASIL;DANÇA INVISÍVEL;B2600039100000
BRASIL;DANÇA REGIONAL ARGENTINA (ESCOLA SARMIENTO);B0500203700000
BRASIL;DANÇANDO;B1402211200000
BRASIL;DANÇANDO ALÉM DAS FROTEIRAS;B2400264800000
BRASIL;DANÇANDO COM A VIDA (REMIX / D3 REWORK);B1800046700000
BRASIL;DANÇANDO COM AS LETRAS;B2500219400000
BRASIL;DANÇANDO COM UAU ANIMAL;B2100261100000
BRASIL;DANÇANDO NA BROADWAY;B1301816300000
BRASIL;DANÇAR;B1900545000000
BRASIL;DANÇAR EU VOU;B2100547800000
BRASIL;DANÇAR PARA SER;B2200416600000
BRASIL;DANÇARINA;B1101349900000
BRASIL;DANÇARINA;B1402841500000
BRASIL;DANÇAS ANCESTRAIS;B2400414000000
BRASIL;DANÇAS BRASILEIRAS - 1° TEMPORADA;B0700689300000
BRASIL;DANÇAS BRASILEIRAS - 2° TEMPORADA;B0700689400000
BRASIL;DANÇAS CARIOCAS;B0600498000000
BRASIL;DANÇAS DO MUNDO;B2000430200000
BRASIL;DANÇAS NEGRAS;B1900072300000
BRASIL;DANÇO SÓ;B2500063500000
BRASIL;DANÚBIO;B1201553100000
BRASIL;DAQUELE INSTANTE EM DIANTE;B1101453900000
BRASIL;DAQUELE JEITÃO;B2400113800000
BRASIL;DAQUELES QUE AINDA LEMBRAM;B1101510900000
BRASIL;DAQUI A 20 ANOS;B2200209600000
BRASIL;DAQUI PRA FRENTE;B1500595500000
BRASIL;DAQUILO QUE EU CHAMO DE AMOR;B0901032300000
BRASIL;DAQUILO QUE NOIS MERECE - MATEUS FAZENO ROCK;B2500322600000
BRASIL;DAR AS MÃOS;B2100219000000
BRASIL;DAR O SANGUE;B1600038100000
BRASIL;DAR UMA DEITCHADA;B2200196900000
BRASIL;DAR UMA NAMORADA;B2200064800000
BRASIL;DARA - A PRIMEIRA VEZ QUE FUI AO CÉU;B1700271300000
BRASIL;DARCY - PENSADOR DO BRASIL;B0700658900000
BRASIL;DARCY RIBEIRO;B1402125300000
BRASIL;DARCY RIBEIRO - O GUERREIRO SONHADOR;B0700773900000
BRASIL;DARCY, UM BRASILEIRO;B2100186600000
BRASIL;DARFINY - VONTADE LOUCA;B1800468400000
BRASIL;DARIA UM FILME;B2500170700000
BRASIL;DARING;B0600599000000
BRASIL;DARINI INICIAÇÃO ESPIRITUAL XAVANTE;B0800949200000
BRASIL;DARITIDZÉ, APRENDIZ DE CURADOR;B0600536900000
BRASIL;DARK ECHOES;B2100119600000
BRASIL;DARKNESS;B1800187800000
BRASIL;DARMA;B2400273100000
BRASIL;DARWIN DEL FABRO- TATUAGEM;B2400136400000
BRASIL;DARZ;B2300425900000
BRASIL;DAS ALMAS;B1301723500000
BRASIL;DAS ANTIGAS;B1301888500000
BRASIL;DAS BORDAS DA CIDADE VEM A MUDANÇA;B2500245500000
BRASIL;DAS CABINET DES DOKTOR K.;B0700743000000
BRASIL;DAS COISAS QUE NÃO TÊM NOME;B2000404200000
BRASIL;DAS GALÁXIAS;B1700006600000
BRASIL;DAS MAIS BELAS TRISTEZAS ÀS MAIS DOCES LEVEZAS;B2100542600000
BRASIL;DAS MENTIRAS QUE VOCÊ ACREDITA;B2000035700000
BRASIL;DAS PASSARELAS AS RUAS - PASSARELA URBANA;B0800895600000
BRASIL;DAS PROFUNDEZAS;B1500614800000
BRASIL;DAS PROJEKT - BODY ELECTRIC;B2500382400000
BRASIL;DAS QUEDAS AO TOPO: A TRAJETÓRIA DE JOÃO NETO;B1900430000000
BRASIL;DAS RUÍNAS A REXISTÊNCIA;B0700714800000
BRASIL;DAS TRIPAS CORAÇÃO;B0500177200000
BRASIL;DAS TRIPAS CORAÇÃO - HUMBERTO GESSINGER;B1800032200000
BRASIL;DAS URHAUS - A CASA PRIMORDIAL;B1500399500000
BRASIL;DAS ÁGUAS;B2500272300000
BRASIL;DAS ÁGUAS;B2600118500000
BRASIL;DAS ÁGUAS QUE PASSAM;B1500809700000
BRASIL;DASILVA DASELVA;B2500231900000
BRASIL;DASILVA REGGAE - POMAR (VIDEOCLIPE OFICIAL);B2100327900000
BRASIL;DASIWA'UBURÉZE - NOSSA CULTURA;B1500201100000
BRASIL;DATA ESPECIAL;B2500342500000
BRASIL;DATA LIMITE;B2000003100000
BRASIL;DATA LIMITE SEGUNDO CHICO XAVIER;B1500472300000
BRASIL;DATA LIMITE SEGUNDO CHICO XAVIER;B2100074200000
BRASIL;DATA VENIA;B1800355800000
BRASIL;DATE;B2500388100000
BRASIL;DATE, LIKES E LADRILHOS;B2200273700000
BRASIL;DAUGHTER OF THE FAITH;B2000205500000
BRASIL;DAVI;B1201705800000
BRASIL;DAVI CONTRA OS PAU MANDADOS DE GOLIAS;B0800927500000
BRASIL;DAVI KOPENAWA, UM XAMÃ YANOMAMI;B2200158000000
BRASIL;DAVI SACER - 15 ANOS;B2000500500000
BRASIL;DAVI, AS ORIGENS DE UM REI;B2200346100000
BRASIL;DAVI, UM REI EM CONSTRUÇÃO;B2200377700000
BRASIL;DAVID CARDOSO NA MIRA DOS ASSASSINOS;B1600352500000
BRASIL;DAVID ESTÁ MORTO;B1800462700000
BRASIL;DAVID MURRAY CONVIDA MACY GRAY;B1500265300000
BRASIL;DAVISSAURO;B2400294400000
BRASIL;DAWSON ISLA 10;B1001303400000
BRASIL;DAY OFF;B0700770700000
BRASIL;DAY OFF;B1302012500000
BRASIL;DAY OFF;B2400288200000
BRASIL;DAY TALKS COM TIO HULI;B2400096600000
BRASIL;DAYANE E ZÉ FIRO;B1001148800000
BRASIL;DAYDREAM;B2600015500000
BRASIL;DAZARANHA - SAIU DA VIDA TORTA;B2200388500000
BRASIL;DAZARANHA-VAGABUNDO CONFESSO;B1001246200000
BRASIL;DDCRASH - N.C.S.U (FEAT. TERRA PRETA E JOSH CULTURE);B1900314400000
BRASIL;DDT 15 ANOS - O QUE SE LEVA DESSA VIDA;B2500164700000
BRASIL;DE  SONHOS E SEGREDOS;B1600694800000
BRASIL;DE 10 A 14 ANOS;B0500177500000
BRASIL;DE A A Z;B0500250000000
BRASIL;DE ALMA LAVADA;B0800852300000
BRASIL;DE BANDEJA;B0600576500000
BRASIL;DE BAR EM BAR;B1800440100000
BRASIL;DE BARIRI PRA RÚSSIA;B2500060800000
BRASIL;DE BATUTAS E BATUCADAS;B2100185600000
BRASIL;DE BEM COM A COMIDA;B2000425400000
BRASIL;DE BEM COM A COMIDA 2A TEMPORADA;B2100081300000
BRASIL;DE BEM COM A COMIDA ESPECIAL;B2000533100000
BRASIL;DE BEM COM A VIDA;B2000362300000
BRASIL;DE BEM COM DEUS/ SEJA MAIS VOCÊ/ VOLTA DE VEZ PRA MIM;B1302006100000
BRASIL;DE BIKE NO AR;B1900593900000
BRASIL;DE BOBEIRA;B1700351600000
BRASIL;DE BOBEIRA;B2200079400000
BRASIL;DE BOCA A BOCA;B2200486600000
BRASIL;DE BOCA EM BOCA;B1700273100000
BRASIL;DE BOCA EM BOCA 2 UMA GUERRA SEM FIM;B2300016200000
BRASIL;DE BRASIL 500 ( 50 DE TRIO ) TRIO CHAME GENTE/MORAES MOREIRA;B0400056600000
BRASIL;DE BRAÇOS ABERTOS;B0901012300000
BRASIL;DE BRIM;B1600440400000
BRASIL;DE CABRAL A GEORGE FLOYD - ONDE ARDE O FOGO SAGRADO DA LIBERDADE;B2100552100000
BRASIL;DE CARA LIMPA - 2011;B1301885900000
BRASIL;DE CARONA COM OS ÓVNIS;B1800435600000
BRASIL;DE CARONA PELO AR;B2000559800000
BRASIL;DE CARONA PELO AR - 2ª TEMPORADA;B2200077300000
BRASIL;DE CASA PARA O MUNDO;B0600514600000
BRASIL;DE CASO COM A SOLIDÃO;B2400461300000
BRASIL;DE CATRAIA;B1201597700000
BRASIL;DE CODÓ A CEILÂNDIA;B2500494100000
BRASIL;DE CORAÇÃO;B2400101700000
BRASIL;DE CORAÇÃO;B2500221400000
BRASIL;DE CORAÇÃO ABERTO;B0901063100000
BRASIL;DE CORDOVIL À SEPETIBA VIA MANGUARIBA;B1800455200000
BRASIL;DE CORES, MÚSICAS E BAILADOS;B1302025900000
BRASIL;DE CORES, MÚSICAS E BAILADOS – VERSÃO DE 26 MINUTOS;B1700068800000
BRASIL;DE CORPO E ALMA;B2500059500000
BRASIL;DE CORPO INTEIRO ENTREVISTAS;B0900984500000
BRASIL;DE CORPO PRESENTE;B0500178000000
BRASIL;DE COSTA PARA O MAR;B0500414200000
BRASIL;DE COSTAS PRA NUTRI;B2200447500000
BRASIL;DE CRIANÇA PARA CRIANÇA;B1700182800000
BRASIL;DE CRIANÇA PARA CRIANÇA - CRIANDO JUNTOS - 1ª TEMPORADA;B1900610100000
BRASIL;DE CRIANÇA PARA CRIANÇA - CRIANDO JUNTOS - 2ª TEMPORADA;B1900610200000
BRASIL;DE CRIANÇA PARA CRIANÇA - CRIANDO JUNTOS - 3ª TEMPORADA;B1900610300000
BRASIL;DE CRIANÇA PARA CRIANÇA - CRIANDO JUNTOS - 4ª TEMPORADA;B2400495900000
BRASIL;DE CRIANÇA PARA CRIANÇA - OBJETIVOS DE DESENVOLVIMENTO SUSTENTÁVEL;B1900609800000
BRASIL;DE CRIANÇA PARA CRIANÇA - SENTIMENTOS E EMOÇÕES;B1900610000000
BRASIL;DE CRIANÇA PARA CRIANÇA - VIRTUDES;B1900609900000
BRASIL;DE DENTRO DA SUA PAISAGEM;B1301853600000
BRASIL;DE DENTRO DAS PAREDES TÃO PEQUENAS;B1800150100000
BRASIL;DE DENTRO PARA FORA DE FORA PARA DENTRO.DOC;B1101446800000
BRASIL;DE DORA, POR SARA;B2300239100000
BRASIL;DE ESPERANÇA E ESPERA;B0800940100000
BRASIL;DE FACTO;B2000268700000
BRASIL;DE FINAL, MOVIDOS A MONTANHA;B1302056300000
BRASIL;DE FINO GOSTO;B1402633300000
BRASIL;DE FRENTE PARA O MAR;B1301797000000
BRASIL;DE FRENTE PRO ESCURO;B2300025800000
BRASIL;DE FRENTE PRO MAR;B2300212000000
BRASIL;DE GLAUBER PARA JIRGES;B0500436000000
BRASIL;DE GRAVATA E UNHA VERMELHA;B1402209700000
BRASIL;DE HOJE EM DIANTE;B1600362500000
BRASIL;DE JANEIRO A JANEIRO;B1001251200000
BRASIL;DE JANEIRO A JANEIRO;B1402237900000
BRASIL;DE JANEIRO A JANEIRO (AO VIVO);B1301964200000
BRASIL;DE LAGO, SOL E MAR – SABORES E PAISAGENS DE MARICÁ;B2400015100000
BRASIL;DE LESTE A OESTE;B2600032700000
BRASIL;DE LEVIN;B1800485900000
BRASIL;DE LONGE TODA SERRA É AZUL;B2300282000000
BRASIL;DE LONGE, NINGUÉM VÊ O PRESIDENTE;B1900110200000
BRASIL;DE LÁ PRA CÁ;B1101514500000
BRASIL;DE LÁ PRA CÁ/TRAFEGAR;B2100150900000
BRASIL;DE MAGRELA;B1700120100000
BRASIL;DE MAL;B1001243000000
BRASIL;DE MALA E CUIA;B1600765400000
BRASIL;DE MARIA & VICKA - TOLO;B2000232800000
BRASIL;DE MARIA - AMANHECEU;B1800604800000
BRASIL;DE MARIA - ELA;B1900073700000
BRASIL;DE MARIA - ELA;B1900608500000
BRASIL;DE MARIA - SÓ PENSO EM VOCÊ;B1900596500000
BRASIL;DE MARTELOS E SERROTES;B1302001200000
BRASIL;DE MENINO, DE MENINA;B1500621300000
BRASIL;DE MENOR;B1402172000000
BRASIL;DE MENOR  - O MAKING OF;B1402294300000
BRASIL;DE MENOR - A SÉRIE;B2500002500000
BRASIL;DE MIM PARA VOCÊ;B1900570300000
BRASIL;DE MINAS AO ALENTEJO;B1402181800000
BRASIL;DE MITOS A BICHOS;B1600774500000
BRASIL;DE MORANGO;B0800895500000
BRASIL;DE MUITO LONGE;B1900369600000
BRASIL;DE MÃO EM MÃO - ITINERÂNCIAS DE UMA JOVEM PARTEIRA PELA TRADIÇÃO PANKARARU DE PARTEJAR;B2500140200000
BRASIL;DE MÃOS DADAS;B1001320400000
BRASIL;DE MÃOS DADAS;B2100078600000
BRASIL;DE MÃOS DADAS - O CINEMA E A LITERATURA NO MARANHÃO;B2400089100000
BRASIL;DE NINGUÉM - CACIFE CLANDESTINO;B1700563400000
BRASIL;DE NOITINHA;B1302042400000
BRASIL;DE NOVO;B1700089900000
BRASIL;DE NOVO;B2100130300000
BRASIL;DE NOVO;B2400523500000
BRASIL;DE NOVO;B2400523600000
BRASIL;DE OLARIA A HELSINQUE: A HISTÓRIA DE UM SALTO;B1201609500000
BRASIL;DE OLHO NA NATUREZA;B1301909800000
BRASIL;DE OLHO NA PESCA;B0700681700000
BRASIL;DE OLHO NA VIZINHANÇA;B0901025900000
BRASIL;DE OLHO NAS ORIGENS/CRIACIONISMO;B1402212300000
BRASIL;DE OLHO NELA;B1301760800000
BRASIL;DE OLHO NO AMBIENTE;B0600626100000
BRASIL;DE OLHOS ABERTOS;B2000401200000
BRASIL;DE ONDE EU TE VEJO;B1600192300000
BRASIL;DE ONDE EU VENHO;B1800486600000
BRASIL;DE ONDE EU VIM;B2200256200000
BRASIL;DE ONDE EU VIM;B2300110400000
BRASIL;DE ONDE FALA?;B0500448800000
BRASIL;DE ONDE NASCE O SOL;B2400058300000
BRASIL;DE ONDE SE VÊ;B1900425000000
BRASIL;DE ONDE VEM;B2100486400000
BRASIL;DE ONDE VEM?;B0600540000000
BRASIL;DE ONDE VIEMOS, PARA ONDE VAMOS;B1001195800000
BRASIL;DE ONDE VIM;B2000033300000
BRASIL;DE ONDE VOCE VEM - HELIO FLANDERS;B1500860600000
BRASIL;DE ONDE VÊM OS DRAGÕES?;B2000547500000
BRASIL;DE ONTEM;B2000185800000
BRASIL;DE OUTROS CARNAVAIS;B1201645300000
BRASIL;DE OUVIDOS;B1201551100000
BRASIL;DE OVOS E GUARDA-CHUVAS;B0800850900000
BRASIL;DE PAI PARA FILHO;B2300222400000
BRASIL;DE PAPELÃO;B1500214100000
BRASIL;DE PARTIDA;B0901003400000
BRASIL;DE PASSAGEM;B0300040300000
BRASIL;DE PASSAGEM;B1201649200000
BRASIL;DE PASSAGEM;B1800069000000
BRASIL;DE PEITO ABERTO;B1900179600000
BRASIL;DE PEITO ABERTO;B2300135300000
BRASIL;DE PEITO ABERTO - BOXE E CIDADANIA - A HISTÓRIA DE RAFF GIGLIO;B1600510300000
BRASIL;DE PERNAS PRO AR;B0300045700000
BRASIL;DE PERNAS PRO AR;B1001305900000
BRASIL;DE PERNAS PRO AR 2;B1201676800000
BRASIL;DE PERNAS PRO AR 3;B1900104200000
BRASIL;DE PERTO ELA NÃO É NORMAL;B2000006000000
BRASIL;DE PERTO NINGUÉM É NORMAL - 1ª TEMPORADA;B1600531900000
BRASIL;DE PERTO NINGUÉM É NORMAL - 2ª TEMPORADA;B1700423500000
BRASIL;DE PERTO TODO MUNDO É IGUAL;B2300330300000
BRASIL;DE PISADINHA EM PISADINHA;B2200487100000
BRASIL;DE PONTA CABEÇA;B1001243600000
BRASIL;DE PRIMEIRA;B1500335900000
BRASIL;DE PROFUNDIS;B1500634900000
BRASIL;DE PÉS DESCALÇOS - UM RÉQUIEM À MARILENA ANSALDI;B2300380000000
BRASIL;DE PÉS NA ESTRADA;B1700340500000
BRASIL;DE QUALQUER JEITO;B1600099400000
BRASIL;DE QUANTA TERRA PRECISA O HOMEM;B2400016500000
BRASIL;DE QUE LADO QUE TU SAMBA? O RUFAR DO MESTRE BATATA;B2200010000000
BRASIL;DE QUEBRADA EM QUEBRADA;B1900245400000
BRASIL;DE RAIZES E REZAS ENTRE OUTROS;B0800951700000
BRASIL;DE REPENTE;B1402385400000
BRASIL;DE REPENTE;B1600288300000
BRASIL;DE REPENTE;B2200182800000
BRASIL;DE REPENTE;B2400509800000
BRASIL;DE REPENTE 30+;B2500500400000
BRASIL;DE REPENTE DRAG;B2200202000000
BRASIL;DE REPENTE E.T.;B0900976900000
BRASIL;DE REPENTE GRÁVIDA;B1402719800000
BRASIL;DE REPENTE, MISS!;B2300374700000
BRASIL;DE REPENTE, MULHER DE 30.;B1700241500000
BRASIL;DE REPENTE, TUDO PASSA;B2100407000000
BRASIL;DE RESTO;B0800870700000
BRASIL;DE REVOLUTIONBUS (NICOLAU COPÉRNICO);B0500203800000
BRASIL;DE SALTO ALTO ALTO COM A ESTÓRIA - CAPÍTULO 2;B0901128900000
BRASIL;DE SALTO ALTO COM A ESTÓRIA - CAPÍTOLO 1;B1001317500000
BRASIL;DE SAMPA A SANTOS;B2300502900000
BRASIL;DE SE ESPERAR;B1600339100000
BRASIL;DE SE IMAGINAR;B2500483300000
BRASIL;DE SEMELHANÇAS E COINCIDÊNCIAS;B2300396600000
BRASIL;DE SHOW A SHOW COM YAMANDU COSTA;B1800393400000
BRASIL;DE SONHOS E SEGREDOS – 2ª TEMPORADA;B1800112200000
BRASIL;DE SPECTRIS SONORUM;B1302001900000
BRASIL;DE SUA QUERIDA, LISA;B1800475400000
BRASIL;DE TANTO OLHAR O CÉU GASTEI MEUS OLHOS;B1700360000000
BRASIL;DE TENTAR VOLTAR;B1800143400000
BRASIL;DE TERÇA PARA QUARTA;B1600446600000
BRASIL;DE TETO E CHÃO NÃO SE ABRE MÃO;B2500011800000
BRASIL;DE TODA COR;B2100553400000
BRASIL;DE TODA COR - RENATO LUCIANO (EM TRIO);B2100531800000
BRASIL;DE TODAS AS COISAS;B2500475400000
BRASIL;DE TUDO PRA TODOS;B1700316100000
BRASIL;DE TUDO QUE EU GOSTO;B0700743500000
BRASIL;DE TUDO UM POUCO SABIA COSTURAR;B2400009600000
BRASIL;DE UM NOVO FERNANDO PARA O BRASIL;B1500814800000
BRASIL;DE UM TUDO;B2400480300000
BRASIL;DE UNS TEMPOS PRA CÁ;B0600507300000
BRASIL;DE VELHA BASTA EU;B1001273800000
BRASIL;DE VENTO EM POPA;B0600546900000
BRASIL;DE VENTO EM POPA;B1402208100000
BRASIL;DE VERDADE - BANDA TOMADA;B1301906200000
BRASIL;DE VEZ EM QUANDO EU ARDO;B2100371200000
BRASIL;DE VEZ EM QUANDO, QUANDO EM MORRO, EU CHORO;B1800457900000
BRASIL;DE VIRADA;B1201584200000
BRASIL;DE VIRADA: BASTIDORES E DESAFIOS DO FUTEBOL;B2500354100000
BRASIL;DE VOCÊ;B0800897700000
BRASIL;DE VOCÊ;B2000476500000
BRASIL;DE VOCÊ FIZ MEU SAMBA;B2300376600000
BRASIL;DE VOLTA;B1301872100000
BRASIL;DE VOLTA;B1402106800000
BRASIL;DE VOLTA;B1800409400000
BRASIL;DE VOLTA - CT E JEF RODRIGUEZ;B2200446500000
BRASIL;DE VOLTA AO CLICHÊ;B1700491000000
BRASIL;DE VOLTA AO COMEÇO / MIRIANÊS ZABOT CANTA GONZAGUINHA - PEGOU UM SONHO E PARTIU;B1600296600000
BRASIL;DE VOLTA AO DIVÃ;B1700568600000
BRASIL;DE VOLTA AO JOGO;B2400342400000
BRASIL;DE VOLTA AO MARACANÃ;B1800422000000
BRASIL;DE VOLTA AO PARAÍSO;B2400284000000
BRASIL;DE VOLTA AO PARQUE;B1402272300000
BRASIL;DE VOLTA AO PASSADO;B1900364300000
BRASIL;DE VOLTA AO QUARTO 666;B1001200100000
BRASIL;DE VOLTA AO REINO;B1700431300000
BRASIL;DE VOLTA AO RIO BAKER;B2400094800000
BRASIL;DE VOLTA PARA CASA;B1101480000000
BRASIL;DE VOLTA PARA O PASSADO;B1700369200000
BRASIL;DE VOLTA PRA PISTA;B1301988300000
BRASIL;DE VOLTA À BAHIA;B2500531300000
BRASIL;DE VOLTA À BIKINI;B0901000100000
BRASIL;DE VOLTA À LIBERDADE;B2200320300000
BRASIL;DE VOLTA À TERRA BOA;B0800876700000
BRASIL;DE VOLTA ÀS AULAS;B2200399600000
BRASIL;DE VOLTA ÀS ESCRITURAS;B2400380700000
BRASIL;DE(LÍRIO);B1700571700000
BRASIL;DEAD FISH - 20 ANOS;B1201609200000
BRASIL;DEAD FISH - 20 ANOS DE ZERO E UM;B2500502900000
BRASIL;DEAD FISH - SOMBRAS DA CAVERNA;B1900477500000
BRASIL;DEAD FISH AO VIVO - INFERNO CLUB;B1600790600000
BRASIL;DEAD KILLER;B1900545400000
BRASIL;DEAN E MONROE;B1700359300000
BRASIL;DEATH CHEATING TUNA COWBOYS;B1301825400000
BRASIL;DEATH PROTOCOL;B2100035800000
BRASIL;DEB AND THE MENTALS - AO VIVO NO PONTO.CE;B2200064300000
BRASIL;DEBAIXO D'ÁGUA;B1101464700000
BRASIL;DEBAIXO D'ÁGUA: MERGULHE FUNDO;B2300145600000
BRASIL;DEBAIXO DAS CEREJEIRAS;B1500428100000
BRASIL;DEBAIXO DAS LONAS TUDO É MAIS BONITO!;B2500022200000
BRASIL;DEBAIXO DAS OLIVEIRAS;B1301983100000
BRASIL;DEBAIXO DO COBERTOR;B2200274400000
BRASIL;DEBAIXO DO CÉU;B1402164000000
BRASIL;DEBAIXO DO GUARDA-CHUVA PRA SER RESISTÊNCIA;B2100177800000
BRASIL;DEBATE MTV;B0700643400000
BRASIL;DEBORA OLIVER - A QUALQUER MOMENTO;B2500254600000
BRASIL;DEBORAH SECCO APRESENTA;B1600010700000
BRASIL;DEBRET EM VIAGEM QUADRINHESCA E HISTÓRICA AO BRASIL;B0901093100000
BRASIL;DEBUTANTES - E OS MOMENTOS ANTES, TIW?!;B2500525000000
BRASIL;DECAMERÃO - A COMÉDIA DO SEXO;B0901086400000
BRASIL;DECAY;B1700155200000
