TITULO_ORIGINAL;CPB;NUMERO_SALIC
O NOME DA MORTE;B1700513700000;119034
O NOME DA MORTE;B1700513700000;120094
O NOME DELA É GAL;B1700217800000;150510
O OLHO E A FACA;B1800029600000;080572
O ORNITÓLOGO;B1600773600000;119154
O OUTRO LADO DA MOEDA;B2400520600000;200118
O OUTRO LADO DA RUA;B0400054400000;023955
O OUTRO LADO DO PARAÍSO;B1500837400000;080634
O OUTRO MUNDO DE SOFIA;B2300123600000;210054
O PACIENTE, O CASO TANCREDO NEVES;B1800324100000;170284
O PAI DA RITA;B2200080600000;130130
O PALESTRANTE;B2000041300000;160225
O PALHAÇO;B1101456100000;090137
O PASSADO;B0700692800000;050211
O PASSAGEIRO-SEGREDOS DE ADULTO;B0700632300000;011947
O PAÍS DA PORNOCHANCHADA;B2300043000000;120464
O PAÍS DO DESEJO;B1101445400000;050341
O PONTO FIRME;B2200130100000;170644
O PORÃO DA RUA DO GRITO;B2200380100000;180064
O PRAZER É MEU;B2400316000000;220339
O PRESIDENTE IMPROVÁVEL - SÉRIE;B2400404700000;210128
O PRÍNCIPE;B0500308800000;983506
O QUADRADO DE JOANA;B0700701100000;050362
O QUE NOS OLHA;B1700054100000;120527
O QUE SE MOVE;B1201636000000;100005
O QUINZE;B0500433800000;984105
O RASTRO;B1700103500000;110430
O RASTRO;B1700103500000;150051
O REI DA FEIRA;B2500287500000;220027
O REI DA INTERNET;B2600070200000;160796
O REI DA MUNGANGA;B0900997200000;050364
O REI DE UMA NOTA SÓ E A BORBOLETA AZUL;B1402250100000;030347
O RETORNO;B0800885900000;050075
O RIM DE RILDO;B2100148700000;1862020
O RIO DO DESEJO;B2000251400000;140074
O RIO POR ELES - O RIO DE JANEIRO QUE OS BRASILEIROS NUNCA VIRAM NA TELA;B1500272800000;120214
O ROCHEDO E A ESTRELA;B1101515000000;011875
O ROUBO DA TAÇA;B1600408200000;100310
O SAMBA MANDOU ME CHAMAR;B1600100000000;120095
O SAMBA QUE MORA EM MIM;B1001318100000;070168
O SAMBA É PRIMO DO JAZZ;B2000397200000;170422
O SAMURAI BRASILEIRO - A HISTÓRIA DE CHIAKI ISHII;B1402845900000;140127
O SARAU;B1201553600000;080431
O SEGREDO DOS DIAMANTES;B1402245600000;080513
O SEGUNDO HOMEM;B2100333300000;150234
O SENHOR DO LABIRINTO;B1402693700000;050237
O SENTIDO DA VIDA;B2000320300000;140347
O SEQUESTRO DO VOO 375;B2300524600000;210061
O SEXO DOS ANJOS;B1201596000000;089025
O SHAOLIN DO SERTÃO;B1600567900000;140233
O SHOW DA LUNA!;B1402183500000;100459
O SHOW DA LUNA! NONA TEMPORADA;B2600123800000;231320
O SHOW DA LUNA! QUINTA TEMPORADA;B1800565900000;180310
O SHOW DA LUNA! SEGUNDA TEMPORADA;B1500492300000;140019
O SHOW DA LUNA! SEXTA TEMPORADA;B1900593100000;180850
O SHOW DA LUNA! TERCEIRA TEMPORADA;B1600565200000;150682
O SHOW DA RECICLAGEM;B1500296400000;139530
O SIGNO DA CIDADE;B0700802200000;014525
O SILÊNCIO DA CHUVA;B2100070100000;170134
O SILÊNCIO DA NOITE É QUE TEM SIDO TESTEMUNHA DAS MINHAS AMARGURAS;B1700159700000;120192
O SILÊNCIO DO CÉU;B1600500300000;140564
O SKATE MUDOU MINHA VIDA;B2400254900000;220312
O SOCORRO NÃO VIRÁ;B2300527900000;190031
O SOL DO MEIO DIA;B1001282200000;040194
O SOM AO REDOR;B1201698500000;080406
O SONHO ACORDOU;B1402068500000;070404
O TABLADO E MARIA CLARA MACHADO;B0700727000000;100066
O TEMPO E O LUGAR;B0800850500000;060032
O TEMPO E O VENTO;B1301930900000;100067
O TEMPO QUE RESTA;B2100454200000;160625
O TOQUE DO OBOÉ;B0800834800000;950637
O TRAIDOR;B2200089800000;181041
O UNIVERSO GRACILIANO;B1402086100000;080253
O VENDEDOR DE PASSADOS;B1402689400000;090131
O VENDEDOR DE SONHOS;B1600710700000;140024
O VERÃO DA LATA;B1402503800000;110323
O ÚLTIMO AZUL;B2500299400000;180665
O ÚLTIMO CINE DRIVE-IN;B1402197800000;110495
O ÚLTIMO KUARUP BRANCO;B0800963600000;030026
O ÚLTIMO TERÇO;B2500316100000;210095
O ÚLTIMO VIRGEM;B1500897000000;110465
O ÚLTIMO VOO DO FLAMINGO;B1001320600000;089026
OCEÂNICO;B2600043300000;140420
ODEIO O DIA DOS NAMORADOS;B1301781700000;080302
ODILON, RÉU DE SI MESMO;B2000402300000;170637
ODRADEK;B2400230600000;160731
ODS DA ONU: UMA CONVERSA PARA ONTEM;B2400325500000;200134
OESTE OUTRA VEZ;B2400128400000;160684
OLGA;B0400097900000;984179
OLHAR DE NISE;B1600059500000;110204
OLHAR ESTRANGEIRO;B0600592800000;024294
OLHE PARA MIM;B2500325500000;180338
OLHE PRA MIM DE NOVO;B1101505000000;080483
OLHO NU;B1302060500000;080465
OLHOS AZUIS - FILME (OLHOS AZUIS);B0901121700000;050412
OLHOS DA LEI;B2300346500000;210056
OLHOS DA LEI - SEGUNDA TEMPORADA;B2500200600000;220627
OLIMPÍADAS DOSE DUPLA;B1600315200000;150052
ONDA DE ESPERANÇA;B2300276100000;210076
ONDE A CORUJA DORME;B0700640600000;100069
ONDE A MOEDA CAI EM PÉ - A HISTÓRIA DO SÃO PAULO FUTEBOL CLUBE;B1800509700000;150041
ONDE ANDA VOCÊ;B0300040400000;000361
ONDE ANDARÁ DULCE VEIGA?;B0700801600000;030065
ONDE ANDARÁ DULCE VEIGA?;B0700801600000;059008
ONDE ESTIVER, ESTAREI;B2500300900000;210079
ONDE ESTÁ A FELICIDADE?;B1101461100000;080178
ONDE O BENEDITO ENCONTRA O CEDROS;B2000078100000;140076
ONE TAKE SHOW;B2500235600000;230867
ONÇA PINTADA, MAIS PERTO DO QUE SE PODE IMAGINAR;B1500018100000;110190
OPERAÇÃO FRONTEIRA - AMÉRICA DO SUL;B1900564800000;180917
OPERAÇÃO FRONTEIRA BRASIL - 1ª TEMPORADA;B2200324900000;190425
OPERAÇÃO FRONTEIRA BRASIL - 2º TEMPORADA;B2300127600000;200109
OPERAÇÃO FRONTEIRA BRASIL - 3º TEMPORADA;B2300435100000;210044
OPERAÇÃO FRONTEIRA BRASIL - 4º TEMPORADA;B2400417400000;220461
OPERAÇÃO FRONTEIRA BRASIL - 5º TEMPORADA;B2500371800000;240168
OPERAÇÃO GUERRA VERDE;B2600109400000;241165
OPERAÇÃO TRANSPLANTE;B2500057700000;230679
OPERAÇÕES ESPECIAIS (EX BOLETIM DE OCORRÊNCIA B.O);B1500701300000;120018
OPÇÃO LAJE;B1600702400000;130435
ORAÇÃO DO AMOR SELVAGEM;B1500868700000;130244
ORESTES;B1500448600000;100349
ORFEU;B0800822000000;961227
ORIGEM & DESTINO;B2400127600000;210178
ORIUNDI;B0300011200000;951038
ORQUESTRA DOS MENINOS;B0800838700000;030183
OS 3;B1101491200000;090340
OS AFRO-SAMBAS - O BRASIL DE BADEN E VINICIUS;B2400320300000;200136
OS AMARGOS;B1301812400000;110317
OS AMIGOS;B1402192700000;100228
OS ANTI-PRÓS;B1402734500000;060245
OS AUSENTES;B2100176100000;180554
OS AVENTUREIROS - A ORIGEM;B2300230600000;200040
OS CAMINHOS DA DEMOCRACIA - NA VISÃO DE BETINHO;B1101359200000;984699
OS CAMINHOS DO MEU PAI;B2100242000000;180454
OS CARABÃO - TEMPORADA 1;B1800033500000;150619
OS CARAS DE PAU;B1402271000000;120559
OS CARVOEIROS;B0800819200000;984170
OS DESAFINADOS;B0800839700000;059013
OS DOZE TRABALHOS;B0600581800000;030336
OS ENFORCADOS;B2400372400000;170315
OS ENIGMAS DOS DESAPARECIDOS;B1600591900000;130278
OS ESPETACULARES;B2000163800000;130275
OS EVANGÉLICOS;B2400100100000;220623
OS EXTERMINADORES DO ALÉM CONTRA A LOIRA DO BANHEIRO;B1800546900000;170475
OS FAMOSOS E OS DUENDES DA MORTE;B1001143200000;070327
OS FAROFEIROS;B1700611000000;160242
OS FAROFEIROS;B1700611000000;160618
OS FAROFEIROS 2;B2400012600000;200081
OS GRETCHENS - 1ª TEMPORADA;B1800164100000;170602
OS HASSUMS;B2400183500000;220318
OS HERDEIROS DE VARGAS;B2300146200000;180048
OS HEROIS DO BRASIL;B1402301700000;130556
OS HOMENS SÃO DE MARTE...E É PRÁ LÁ QUE EU VOU!;B1402137200000;120259
OS INIMIGOS DA DOR;B1402391300000;129102
OS INQUILINOS;B0901090500000;050360
OS IRMÃOS FREITAS;B1900500500000;160396
OS IRMÃOS SEGRETO;B2500517700000;220065
OS MAIAS (ALGUNS) EPISÓDIOS DA VIDA ROMÂNTICA;B1402275800000;139099
OS NORMAIS - O FILME;B0300021600000;030187
OS PAPAGAIOS AMARELOS;B0600506100000;012012
OS PARÇAS;B1700503500000;160794
OS PARÇAS 2;B1900487100000;180287
OS PENETRAS;B1201681100000;100572
OS PENETRAS 2 - QUEM DÁ MAIS?;B1600784700000;140410
OS PENETRAS 2 - QUEM DÁ MAIS?;B1600784700000;149243
OS POBRES DIABOS;B1302033700000;060114
OS PORRALOKINHAS;B0700807900000;024088
OS PORRALOKINHAS;B0700807900000;059012
OS RESIDENTES;B1101460700000;070180
OS RESISTENTES;B1500867200000;140160
OS RONI - 1ª TEMPORADA;B1900157700000;180281
OS RONI - 2ª TEMPORADA;B1900390200000;180436
OS SALAFRÁRIOS;B1900589200000;160073
OS SALTIMBANCOS TRAPALHÕES - RUMO A HOLLYWOOD;B1600738500000;150305
OS SAPOS;B2400112300000;180272
OS SENHORES DA GUERRA;B1600280100000;100115
OS SENHORES DA GUERRA PARTE I PASSO DAS CARRETAS;B2600068500000;070312
OS SONÂMBULOS;B1900235800000;140067
OS SUBURBANOS - O FILME;B1900479000000;170298
OS SZAFIRS - 1ª TEMPORADA;B2000535600000;180367
OS SZAFIRS - 2ª TEMPORADA;B2100179800000;180368
OS TRANSGRESSORES;B1600785500000;150433
OS ULTIMOS CANGACEIROS;B1302041500000;080303
OS UNDER UNDERGROUNDS - EPISÓDIO PILOTO;B1500584900000;120197
OS UNDER UNDERGROUNDS - TEMPORADA 1;B1500896100000;130271
OSCAR NIEMEYER - A VIDA É UM SOPRO;B0700660400000;012020
OSCAR NIEMEYER - O ARQUITETO DO SÉCULO;B0800873700000;993463
OSMAR, A PRIMEIRA FATIA DO PÃO DE FORMA - 1ª TEMPORADA;B1302013100000;110228
OSMAR, A PRIMEIRA FATIA DO PÃO DE FORMA - 2ª TEMPORADA;B1500218400000;130374
OSMAR, A PRIMEIRA FATIA DO PÃO DE FORMA - 3ª TEMPORADA;B2500421100000;220865
OSMAR, A PRIMEIRA FATIA DO PÃO DE FORMA - O FILME;B1700590400000;110023
OSWALDO MASSAINI - UMA PAIXÃO PELO CINEMA;B2200087900000;09023
OTHELO, O GRANDE;B2300442100000;160374
OTTO: DE TRÁS P/ DIANTE;B2200458200000;190346
OTÁVIO E AS LETRAS;B0800833500000;040142
OURO, SUOR E LÁGRIMAS;B1402408400000;090403
OUTRA HISTÓRIA DO MUNDO;B1700431000000;119156
OUTRO SERTÃO;B1700084600000;070279
OUTROS TEMPOS - JOVENS;B1700548500000;150710
OUTROS TEMPOS - VELHOS;B1600462200000;150081
OVERMAN;B2400521700000;170263
OVERMAN;B2400521700000;180114
OXIGÊNIO;B1402156400000;130465
OZUALDO CANDEIAS E O CINEMA;B1402118500000;080433
PACHAMAMA;B0901059800000;070197
PACIFIED;B2000532000000;160147
PACTO DE SANGUE;B1800353500000;150451
PAGANDO CARO - O DIÁRIO DE UMA CRISE ANUNCIADA;B2200185400000;070130
PAGLIACCI;B1800127700000;170395
PAI É PAI;B2400255200000;220340
PAIXÃO PERDIDA;B0600508700000;962437
PAIXÃO, SUOR E GRAXA - OS PIONEIROS DO AUTOMOBILISMO BRASILEIRO;B1500837300000;140318
PALACE II - 3 QUARTOS COM VISTA PARA O MAR;B1800550200000;160213
PALAVRA (EN)CANTADA;B0800917000000;060017
PALAVRA ALADA;B2100452000000;180932
PALMEIRAS, O CAMPEÃO DO SÉCULO;B1600602000000;130001
PANAIR DO BRASIL;B0800891400000;024043
PANTANAL, A BOA INOCÊNCIA DE NOSSAS ORIGENS;B1800036200000;150534
PANTANAL, PLANÍCIE DAS ÁGUAS;B2400143700000;220179
PANTEÃO OLÍMPICO;B2400224000000;220366
PAPAGAIOS;B2500404900000;230106
PAPAYA BULL - 1ª TEMPORADA;B1700433100000;150292
PAPAYA BULL - SEGUNDA TEMPORADA;B2200452100000;170744
PAPAYA BULL - TERCEIRA TEMPORADA;B2200463100000;180490
PAPO CRUZADO;B2400242300000;230312
PAPO MUSICAL;B2100077600000;190232
PAPÉIS DE ADÉLIA;B1600201700000;138955
PARA ALÉM DA CURVA DA ESTRADA;B1700533700000;140162
PARA OS QUE FICAM;B2300311700000;210055
PARALELO 10;B1201554600000;070030
PARATODOS;B1600358100000;130109
PARAÍSO PERDIDO;B1800202100000;150722
PARAÍSOS ARTIFICIAIS;B1101509000000;070046
PARE OLHE ESCUTE;B1402144300000;130203
PARINTINS - JUNGLE MAGIC;B0600603500000;040096
PARQUE PATATI PATATÁ - 2ª TEMPORADA;B1600649400000;160294
PARQUES NATURAIS DO BRASIL;B2400341300000;220552
PARTIU, CAMPING!;B2500326000000;220741
PARTO PARA A LIBERDADE - UMA BREVE HISTÓRIA DE PEDRO ALEIXO;B1600341600000;100100
PARÁ MUSICAL;B2300427100000;220304
PASSAGRANA;B2400272700000;200111
PASSAPORTE FEMININO;B2300040400000;190388
PASSARINHO LÁ DE NOVA IORQUE;B1402089400000;030159
PASSIONAIS;B1402078000000;130116
PASÁRGADA;B2400359500000;230437
PATRULHA MARIA DA PENHA;B2500527300000;210067
PATRULHA NICK;B0300011900000;030078
PATRULHA NICK - 1º SEMESTRE DE 2005;B0600543400000;050082
PATRULHA NICK 2004;B0400134800000;040012
PATRULHA NICK 2004 - 2º SEMESTRE;B0500228000000;040245
PATRULHA NICK 2005 - 2º SEMESTRE;B1402211000000;050422
PATRULHA NICK 2006 - 1º SEMESTRE;B1402211100000;060151
PAU BRASIL - UMA VILA PERDIDA NO TEMPO;B1001167100000;070359
PAULINA;B1600294100000;145005
PAULO GRACINDO - O BEM AMADO;B0800827400000;060078
PAULO MOURA - ALMA BRASILEIRA;B1301740400000;080448
PAYSANDÚ 100 ANOS DE PAYXÃO;B1500592000000;130476
PECADORA;B2600141800000;231147
PECADOS REVELADOS;B2300448400000;210036
PECUÁRIA EM FOCO - EDUCAÇÃO;B2300532800000;150152
PEDIDOS INCRÍVEIS;B1700357200000;150045
PEDRO SOB A CAMA;B1800320400000;099106
PEDÁGIO;B2300343300000;190245
PEIXONAUTA: AGENTE SECRETO DA O.S.T.R.A.;B1201656300000;050285
PEIXONAUTA: O FILME;B1700011500000;090384
PELA JANELA;B1700088100000;120299
PELÉ A ORIGEM;B1900624500000;140388
PELÉ ETERNO - LONGA VERSÃO;B1800606400000;080386
PENAS;B1500585200000;100231
PENDULAR;B1700104200000;130381
PEQUENAS CRIATURAS;B2500523500000;180472
PEQUENAS HISTÓRIAS;B0700810200000;050277
PEQUENO ALMANAQUE DE PRENDAS E MIUDEZAS;B1402239100000;130338
PEQUENO DICIONÁRIO AMOROSO 2;B1500339400000;120280
PEQUENO SEGREDO;B1600530200000;080630
PEQUENOS GRANDES TALENTOS;B1900167100000;170764
PEQUENOS MESTRES;B2400082200000;230854
PERDIDA;B2300255800000;210034
PERDÃO MISTER FIEL;B1600695300000;070157
PERFEITOS DESCONHECIDOS;B2500180300000;220773
PERFEKTA, UMA AVENTURA DA ESCOLA DE GÊNIOS;B2400311300000;170458
PERICIA LAB;B2200376500000;200059
PERICIA LAB - TEMPORADA 02;B2400061000000;210145
PERIGOSA OBSESSÃO;B0600460000000;040090
PERIPATÉTICO;B1301805700000;110279
PERISCÓPIO;B1402122500000;100428
PERLIMPS;B2200508100000;150591
PERRENGUE;B1700378900000;150531
PERSIGNAÇÃO;B1700466600000;160633
PERSON;B0600538400000;011914
PERSPECTIVAS;B2200208300000;190303
PERÍCIA LAB - TEMPORADA 03;B2500361700000;240323
PHOTOCHART - NASCIDO PARA VENCER;B2500061100000;160708
PIADEIROS;B1500689300000;100334
PIATAM, PESQUISAS NA AMAZÔNIA;B0700765000000;060391
PICARETAS NÃO VÃO PRO CÉU;B2600078100000;230076
PIEDADE;B1900347800000;140103
PIEDADE, PIEDADE!;B1600437000000;150592
PIPAS;B2400261700000;210016
PIRACAIA;B1500707100000;120084
PIRANGA, O HERÓI TACITURNO;B2200178200000;170720
PITANGA;B1700107400000;140047
PIXINGUINHA, UM HOMEM CARINHOSO;B1900508000000;070210
PIXOTE IN MEMORIAM;B0800820100000;040295
PLANETA MENOS UM LIXO;B2500127400000;190158
PLANETA PALAVRA;B1900413700000;130299
PLANETORAMA;B1600775400000;130304
PLANO DE NEGÓCIOS;B1600137900000;110392
PLATAMAMA;B1800353300000;140115
PLUFT, O FANTASMINHA;B2100282200000;120415
PLUFT, O FANTASMINHA;B2100282200000;150220
PLÍNIO MARCOS NAS QUEBRADAS DO MUNDARÉU;B1402297300000;080447
PODE CRER!;B0700680800000;030168
POESIA E PROSA COM MARIA BETHÂNIA;B1600411100000;150573
POLARÓIDES URBANAS;B0700650300000;040250
POLARÓIDES URBANAS;B0700650300000;099001
PONTAL DO PARANAPANEMA, O;B0600568300000;030003
PONTE AÉREA;B1500138300000;100497
PONTO FINAL;B1101460100000;040280
PONTO ORG;B1201566400000;050264
PONTO ZERO;B1600264400000;090366
POP!;B1900505000000;180176
POR QUE A GENTE É ASSIM?;B1101412100000;080657
POR QUE VOCÊ NÃO CHORA?;B2100057900000;170350
POR QUE VOCÊ PARTIU?;B1301772600000;120090
POR TRÁS DO CÉU;B1600730100000;140189
POR TRÁS DO DESAFIO;B2500335800000;220345
POR TRÁS DO VÉU;B1301936500000;050245
POR UM PUNHADO DE DÓLARES - OS NOVOS EMIGRADOS;B1402301300000;050123
PORNO PARA PRINCIPIANTES;B1900435600000;150483
PORTA DOS FUNDOS - CONTRATO VITALÍCIO;B1600368700000;150132
PORTINARI DO BRASIL;B1201690700000;100229
PORTO ALEGRE MEU CANTO NO MUNDO;B0901091100000;040352
PORTO ALEGRE: 250 ANOS;B2400099100000;210379
PORTO CARIBE;B2500475000000;190208
PORTUÑOL;B2000115500000;160004
POVO BOM DE PROSA;B2500516200000;210367
POVO DA FLORESTA;B2300024000000;160099
PQD;B0700787100000;030339
PRA FICAR NA HISTÓRIA;B1700527500000;150725
PRA LÁ DO MUNDO;B1301803700000;080010
PRAIA DO FUTURO;B1402146300000;080339
PRAZER EM CONHECER;B2000461900000;180828
PRAÇA PARIS;B1700405200000;150137
PRAÇA SAENS PEÑA;B0901002100000;060271
PREAMAR;B1201580400000;100480
PRECISAMOS FALAR;B2600014600000;200080
PRECISAMOS FALAR;B2600014600000;210153
PRECISAMOS FALAR - SÉRIE;B2500523000000;210202
PREDESTINADO: ARIGÓ E O ESPÍRITO DO DR. FRITZ;B2000111800000;140208
PRIMAVERA;B1700247000000;973909
PRIMEIRO BAILARINO;B1600745100000;150304
PRIMO BASÍLIO;B0700714700000;060143
PRIMO BASÍLIO;B0700714700000;060280
PRINCESA ADORMECIDA;B2300375400000;170069
PRK30 - O RADIO PELO AVESSO;B2400330000000;150401
PRO DIA NASCER FELIZ;B0600555300000;030009
PROCISSÃO DAS ALMAS;B1302059100000;040157
PROCURA-SE;B1101399100000;060232
PROCURA-SE;B2200429300000;170342
PROCURA-SE;B2200429300000;170745
PROGRAMA ALTERNATIVO;B0901096600000;000115
PROGRAMA CASÉ;B1001257100000;060360
PROMESSAS DO FUTEBOL;B1402090700000;100529
PRONTO, FALEI. E A HISTÓRIA DE COMO ISSO ACONTECEU;B2200361900000;180284
PROVA DE CORAGEM;B1500399400000;080104
PROVA DE CORAGEM;B1500399400000;139102
PROVA DE CORAGEM;B1500399400000;140548
PROVA DE NOIVA;B1900244900000;160881
PUNHAL;B1500903400000;100447
PUREZA;B1900572600000;100353
PÉROLA;B2300338800000;170652
PÍLULA DE FARINHA: O ESCÂNDALO QUE GEROU VIDAS;B2500332900000;230372
PÓLVORA NEGRA;B2100390800000;090037
QUALQUER GATO VIRA-LATA;B1101431800000;040031
QUALQUER GATO VIRA-LATA 2;B1500309900000;120329
QUANDO EU ERA VIVO;B1302031600000;110487
QUANDO MEU DIA CHEGAR;B2600026200000;220235
QUANDO O BRASIL ERA MODERNO;B2400273800000;140456
QUANDO TUDO JOGA CONTRA;B2600077700000;220626
QUANTO DURA O AMOR?;B0901071800000;050358
QUANTO TEMPO O TEMPO TEM;B1500562100000;100345
QUANTO VALE OU É POR QUILO ?;B0500238500000;011974
QUANTOS DIAS. QUANTAS NOITES;B2300212300000;220233
QUASE DA FAMÍLIA;B2500080300000;210326
QUASE DESERTO;B2500441800000;190267
QUASE DOIS IRMÃOS;B0400102900000;013640
QUASE MEMÓRIA;B1500585400000;080500
QUASE NADA;B0500247700000;993647
QUASE SAMBA;B1301916500000;070419
QUASE UM TANGO...;B1301916600000;050294
QUATRO AMIGAS NUMA FRIA;B2100322700000;140173
QUATRO MENINAS;B2500306700000;230114
QUE BELA PIZZA!;B2300283400000;210201
QUE HORAS ELA VOLTA?;B1500585100000;100247
QUE TALENTO! SEGUNDA TEMPORADA;B1500296100000;140041
QUE É QUE EU VOU FAZER DA MINHA VIDA;B1402153900000;110016
QUEBRANDO O TABU;B1800332500000;170499
QUEBRANDO O TABU - 2ª TEMPORADA;B1900303300000;180940
QUEDA LIVRE (JUMP);B1001180300000;090121
QUEM AGORA CAMINHA EM ALGUM LUGAR DO MUNDO;B1101522500000;050370
QUEM MATOU PIXOTE ?;B0500444400000;951156
QUEM SALVA QUEM?;B2200304100000;200066
QUEM SE IMPORTA;B1201571700000;070309
QUEM SE IMPORTA;B1201571700000;100144
QUEM SE IMPORTA - A SÉRIE;B1700128800000;150126
QUEM VAI FICAR COM MÁRIO;B2000502900000;150521
QUEM É PRIMAVERA DAS NEVES;B1700178100000;150686
QUEM É VOCÊ?;B2000322000000;150649
QUERIDA MAMÃE;B1700332400000;150301
QUERIDO EMBAIXADOR;B1700409900000;100169
QUERIDO ESTRANHO;B0300003400000;972593
QUERIDO MUNDO;B2500496400000;170199
QUERO TER UM MILHÃO DE AMIGOS.;B1402163900000;140031
QUERÊNCIA;B1900507200000;140484
QUERÔ;B0600593100000;024295
QUERÔ;B0600593100000;060189
QUESTÃO DE FAMÍLIA;B1402147900000;130372
QUINZE - A FESTA DOS SONHOS;B1500275600000;130175
QUINZE DIAS;B2600104100000;230816
RAIVA;B1800187200000;145043
RALLY DOS SERTÕES 2005 - DIÁRIO DE BORDO II;B0600548900000;050210
RALÉ;B1600017500000;110383
RAONI;B1800002400000;130143
RAONI - UMA AMIZADE IMPROVAVEL;B2300460400000;210038
RAQUEL 1:1;B2200215900000;130345
RASGA CORAÇÃO;B1800549200000;150666
RAUL, O INÍCIO, O FIM E O MEIO;B1201567700000;060397
RAZÕES AFRICANAS;B2400180000000;160150
RAZÕES AFRICANAS;B2400180000000;210110
RAZÕES PARA NÃO SER MÃE;B1900582500000;180898
RAÇA;B1301784200000;090483
REAL - O PLANO POR TRÁS DA HISTÓRIA;B1700194400000;130442
REAL BELEZA;B1402719200000;080155
REAÇÃO EM CADEIA;B2100290600000;150024
RECEITAS EM SÉRIE;B1700347400000;160129
RECIFE/ SEVILHA - JOÃO CABRAL DE MELO NETO;B0500239900000;993526
RECÔNCAVO - A BAHIA DE DENTRO;B1402080000000;12042
REDEMOINHO;B1600243000000;100567
REDENTOR;B0400126400000;993326
REFAVELA 40;B1900076300000;170454
REFERENDO;B1301797400000;080073
REFORMA PLANETÁRIA;B2500442800000;220057
REGINALDO ROSSI, MEU GRANDE AMOR;B1700491400000;160798
REGRA 34;B2300001100000;180058
REGRAS DO MMA;B1600633600000;140175
REGRAS DO MMA - 2º TEMPORADA;B1800122700000;170142
REI ZULU - A MAJESTADE BÁRBARA;B2500300300000;220336
REIDY, A CONSTRUÇÃO DA UTOPIA;B1001296100000;030238
REINVENTANDO CLÔ;B2600084200000;240318
REIS DA RUA TERCEIRA TEMPORADA;B1402826500000;140020
RELATOS DO FRONT;B1900253800000;170183
RELIGARE QUEER - DIVERSIDADE E FÉ;B2400104100000;220349
REMISSÃO;B0600578000000;030201
REPÚBLICA DO STAND UP 2015;B1500339000000;140373
RESERVA MAMIRAUÁ;B0600609500000;060391
RESGATE 193;B1101359600000;090480
RESGATE ANIMAL;B1301974900000;110005
RESISTIR É PRECISO;B1402158000000;100578
RESPEITA MEU SONHO;B2400100500000;220262
RETRATO DE UM CERTO ORIENTE;B2300382200000;130013
RETROVISOR;B1402091900000;130059
REVOLTA DOS MALÊS;B1900092400000;120309
REVOLTA DOS MALÊS;B2300295700000;180396
REZA A LENDA;B1500899800000;080149
RIBANCEIRA;B1500659000000;110030
RINDO À TOA;B1800556200000;170208
RIO BREAKS;B1302031200000;070251
RIO CIGANO;B1301943500000;080445
RIO DA DÚVIDA;B2300131900000;120532
RIO DE CLARICE;B2600083800000;240818
RIO DE SANGUE;B2600026500000;220296
RIO DO MEDO;B1800077300000;150659
RIO HEAT;B2000374000000;140098
RIO HEROES;B1800047000000;150127
RIO HEROES – SEGUNDA TEMPORADA;B1900190200000;180251
RIO, EU TE AMO;B1402269500000;120547
RIOCORRENTE;B1302034400000;110254
RIOS VOADORES;B2200157800000;200031
RIR PRA NÃO CHORAR;B2000477300000;200108
RITAS;B2500152900000;180676
RITOS DE PASSAGEM;B1201628900000;090021
ROBERTO FARIAS:  MEMÓRIAS DE UM CINEASTA;B2300337300000;200128
ROBERTO MARINHO - O SENHOR DO SEU TEMPO;B1101445100000;090029
RODEIO ROCK;B2300261100000;170512
ROGAI POR NÓS;B2000365500000;150458
ROGAI POR NÓS 2 - OS SANTOS NO BRASIL;B2400213100000;160717
ROGÉRIA - SENHOR ASTOLFO BARROZO PINTO;B1800517000000;180716
ROMANCE DE FORMAÇÃO;B1201571600000;090294
ROMANCE DE GUEL ARRAES;B0800932800000;060053
ROMANCE DO VAQUEIRO VOADOR;B0700749900000;050229
ROMANCE POLICIAL;B1402131500000;090061
ROMPENDO O SILÊNCIO;B1800430900000;160357
RONDON - O GRANDE CHEFE;B1402237600000;040040
RONDON E OS ÍNDIOS BRASILEIROS;B1500434900000;012044
ROSA MORENA;B1101438000000;080231
ROTAS CERVEJEIRAS;B2400382000000;220452
ROTAS DO ÓDIO - 1ª TEMPORADA;B1700555000000;160041
ROTAS DO ÓDIO - 2ª TEMPORADA;B1700556000000;160635
ROTAS DO ÓDIO - 3ª TEMPORADA;B1900263500000;170636
ROTAS DO ÓDIO – 4ª TEMPORADA;B2000045000000;180066
RUA AUGUSTA;B1800046800000;160861
RUA SEIS SEM NUMERO;B0200001200000;000374
RUAS DA GLÓRIA;B2400397700000;170665
RUMO;B1900061900000;140356
RUMO AO TOPO;B2400313800000;180877
S.O.S. MULHERES AO MAR;B1402106900000;120277
S.O.S. MULHERES AO MAR 2;B1500778300000;140280
SABOTAGE: O MAESTRO DO CANÃO;B1500166700000;130452
SAFO;B2300320300000;160393
SAGRADO SEGREDO;B1101495900000;030226
SAI DE BAIXO, O FILME;B1900031700000;170698
SAIDEIRA;B2300573000000;170043
SAL DE PRATA;B0500334900000;024017
SAL DE PRATA;B0500334900000;039002
SALA DOS PROFESSORES;B2300194200000;230181
SALA ESCURA;B2300536800000;190341
SALVE GERAL;B0901072300000;070133
SAMBA NO QUINTAL;B2600028800000;241108
SAMBA RIACHÃO;B0500293500000;030360
SAMBA-CANÇÃO;B0800903600000;973900
