REGISTRO_ANCINE;DATA_REGISTRO;RAZAO_SOCIAL;CNPJ;DATA_CONSTITUICAO;UF;MUNICIPIO;CODIGO_MUNICIPIO_IBGE;CLASSIFICACAO_AGENTE_ECONOMICO;NATUREZA_JURIDICA;BRASILEIRO_INDEPENDENTE
63525;21/10/2025;GFMS B15 ARTE, EDUCACAO, SAUDE & ENTRETENIMENTO LTDA;44.851.526/0001-50;13/01/2022;SP;SAO PAULO;3550308;Brasileiro independente;Sociedade Empresária Limitada;SIM
25835;13/12/2013;GH FILMES LTDA;19.272.623/0001-41;12/11/2013;PR;TOLEDO;4127700;Brasileiro independente;Sociedade Empresária Limitada;SIM
55156;25/09/2023;GHP PRODUCOES LTDA;31.655.309/0001-43;01/10/2018;PR;CURITIBA;4106902;Brasileiro independente;Sociedade Empresária Limitada;SIM
56905;14/12/2023;GIACOMO PRODUÇÕES ARTÍSTICAS LTDA;18.619.061/0001-05;05/08/2013;RJ;RIO DE JANEIRO;3304557;Brasileiro independente;Sociedade Simples Limitada;SIM
53857;26/06/2023;GIACOMO RODRIGO FIDALGO ***********;36.544.875/0001-00;04/03/2020;PR;CURITIBA;4106902;Brasileiro independente;Empresário (Individual);SIM
47880;09/03/2021;GIANLUCA SALES DE MEDEIROS ***********;35.526.687/0001-88;15/11/2019;AL;MACEIO;2704302;Brasileiro independente;Empresário (Individual);SIM
63127;08/09/2025;GIBELATO & PINOTTI SERVIÇOS AUDIOVISUAIS LTDA;56.943.531/0001-72;21/08/2024;PR;LONDRINA;4113700;Brasileiro independente;Sociedade Empresária Limitada;SIM
39181;22/03/2018;GIBRALTAR FILMES LTDA;29.185.414/0001-14;01/12/2017;MG;BELO HORIZONTE;3106200;Brasileiro independente;Sociedade Empresária Limitada;SIM
55734;19/10/2023;GIBRAN MAFRA FELIX ***********;46.226.670/0001-21;02/05/2022;ES;LINHARES;3203205;Brasileiro independente;Empresário (Individual);SIM
52327;09/11/2022;GIEDRE CAROLINE DE BONFIM;40.142.971/0001-90;17/12/2020;SP;SAO PAULO;3550308;Brasileiro independente;Empresário (Individual);SIM
51933;25/08/2022;GIFT TALENTOS, INOVACAO E TRANSFORMACAO LTDA - ME;23.813.548/0001-56;08/12/2015;AC;RIO BRANCO;1200401;Brasileiro independente;Sociedade Empresária Limitada;SIM
21017;05/03/2012;GIGA BYTE PRODUTOS E SERVIÇOS DE INFORMÁTICA LTDA;02.884.089/0001-21;05/11/1988;MT;SINOP;5107909;Brasileiro de capital nacional nos termos do art. 1º, inciso III da IN 91;Sociedade Empresária Limitada;NÃO
43510;17/07/2019;GIGALINK DE NOVA FRIBURGO SOLUÇÕES EM REDE MULTIMÍDIA LTDA;06.236.865/0001-38;08/01/2004;RJ;NOVA FRIBURGO;3303401;Brasileiro de capital nacional nos termos do art. 1º, inciso III da IN 91;Sociedade Empresária Limitada;NÃO
59765;08/10/2024;GILBERTO BUENO TREINAMENTOS E GESTAO CORPORATIVA LTDA;26.628.723/0001-23;29/11/2016;SC;BLUMENAU;4202404;Brasileiro independente;Sociedade Empresária Limitada;SIM
52410;23/11/2022;GILBERTO HENRIQUE CAMILO ***********;18.600.484/0001-75;01/08/2013;MG;BOA ESPERANCA;3107109;Brasileiro de capital nacional nos termos do art. 1º, inciso III da IN 91;Empresário (Individual);NÃO
28898;03/02/2015;GILBERTO JORGE GUIMARAES JUNIOR ***********;17.436.595/0001-25;18/01/2013;SP;TAUBATE;3554102;Brasileiro independente;Empresário (Individual);SIM
54787;07/09/2023;GILBERTO LUIZ JUNIOR ***********;44.768.860/0001-45;06/01/2022;SP;ITU;3523909;Brasileiro de capital nacional nos termos do art. 1º, inciso III da IN 91;Empresário (Individual);NÃO
55278;28/09/2023;GILDIVAN MARTINS DE FIGUEIREDO ***********;21.951.073/0001-39;27/02/2015;PB;SOUSA;2516201;Brasileiro independente;Empresário (Individual);SIM
56308;10/11/2023;GILDO ANTONIO VICENTE DA SILVA ***********;37.828.904/0001-10;23/07/2020;SC;JARAGUA DO SUL;4208906;Brasileiro independente;Empresário (Individual);SIM
4284;23/06/2005;GILMAR GASPAR SIMÃO;03.997.316/0001-98;11/08/2000;RS;RIO GRANDE;4315602;Brasileiro independente;Empresário (Individual);SIM
51195;13/05/2022;GILSON MORAES LORENA FILHO ***********;31.395.936/0001-92;31/08/2018;RS;CANOAS;4304606;Brasileiro de capital nacional nos termos do art. 1º, inciso III da IN 91;Empresário (Individual);NÃO
45266;06/03/2020;GILVAN BARRETO ARTE E CULTURA LTDA;29.261.569/0001-92;13/12/2017;RJ;RIO DE JANEIRO;3304557;Brasileiro independente;Sociedade Empresária Limitada;SIM
63253;19/09/2025;GINGA CINZA LTDA;58.441.300/0001-96;12/12/2024;DF;BRASILIA;5300108;Brasileiro independente;Sociedade Empresária Limitada;SIM
14880;22/01/2009;GINGA COMUNICAÇÃO LTDA;06.196.111/0001-00;31/03/2004;SP;SAO PAULO;3550308;Brasileiro de capital nacional nos termos do art. 1º, inciso III da IN 91;Sociedade Empresária Limitada;NÃO
58003;19/04/2024;GINGA FILMES LTDA;46.375.807/0001-00;12/05/2022;SP;CAMPINAS;3509502;Brasileiro independente;Sociedade Empresária Limitada;SIM
57393;07/02/2024;GINGA PICTURES BR LTDA;51.162.706/0001-90;23/06/2023;SP;SAO PAULO;3550308;Brasileiro independente;Sociedade Empresária Limitada;SIM
62487;04/07/2025;GINGA STUDIOS LTDA;56.148.394/0001-84;30/07/2024;SP;SAO PAULO;3550308;Brasileiro independente;Sociedade Empresária Limitada;SIM
15210;23/03/2009;GINJA FILMES & PRODUÇÕES LTDA.;10.144.873/0001-21;07/07/2008;RJ;RIO DE JANEIRO;3304557;Brasileiro independente;Sociedade Simples Limitada;SIM
14105;29/07/2008;GIOCONDA PRODUÇÕES ARTÍSTICAS E EDIÇÕES CULTURAIS LTDA;08.304.465/0001-48;11/09/2006;SP;PRESIDENTE PRUDENTE;3541406;Brasileiro independente;Sociedade Empresária Limitada;SIM
22219;21/08/2012;GIONVA PRODUÇÃO E EVENTOS - EIRELI;05.100.097/0001-28;30/08/2004;RJ;RIO DE JANEIRO;3304557;Brasileiro independente;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária);SIM
54184;27/07/2023;GIORDANA MOREIRA MEDEIROS PRODUÇÕES CULTURAIS;34.372.153/0001-81;30/07/2019;RJ;NOVA IGUACU;3303500;Brasileiro independente;Empresário (Individual);SIM
49332;20/08/2021;GIORDANE COSTA SOUZA;33.951.124/0001-01;17/06/2019;AC;RIO BRANCO;1200401;Brasileiro independente;Empresário (Individual);SIM
61404;24/03/2025;GIOVANA AFFONSO PRODUCOES ARTISTICAS LTDA;31.885.053/0001-60;29/10/2018;SP;CAMPINAS;3509502;Brasileiro independente;Sociedade Empresária Limitada;SIM
63267;22/09/2025;GIOVANA SHIZUE AMANO;24.192.708/0001-50;17/02/2016;SP;SAO PAULO;3550308;Brasileiro independente;Empresário (Individual);SIM
49748;13/10/2021;GIOVANE DA ROCHA ***********;33.948.417/0001-30;17/06/2019;RN;NATAL;2408102;Brasileiro de capital nacional nos termos do art. 1º, inciso III da IN 91;Empresário (Individual);NÃO
22943;14/12/2012;GIOVANI G PAGANI LTDA;15.541.665/0001-80;16/05/2012;SC;CRICIUMA;4204608;Brasileiro independente;Sociedade Empresária Limitada;SIM
47456;17/12/2020;GIOVANI RODRIGUES CONSONI;37.622.778/0001-42;06/07/2020;PR;MARINGA;4115200;Brasileiro independente;Empresário (Individual);SIM
48196;16/04/2021;GIOVANNA BRAGA INFANTE ***********;29.407.217/0001-00;10/01/2018;RJ;RIO DE JANEIRO;3304557;Brasileiro independente;Empresário (Individual);SIM
53606;07/06/2023;GIPSY LAB DESIGN E COMUNICACAO LTDA;36.363.318/0001-84;13/02/2020;SP;SAO PAULO;3550308;Brasileiro independente;Sociedade Empresária Limitada;SIM
54210;28/07/2023;GIRA CONTEUDO LTDA;36.609.787/0001-30;09/03/2020;PE;RECIFE;2611606;Brasileiro independente;Sociedade Empresária Limitada;SIM
4525;28/07/2005;GIRAFA FILMES LTDA;07.490.019/0001-02;06/07/2005;SP;SAO PAULO;3550308;Brasileiro independente;Sociedade Empresária Limitada;SIM
56726;05/12/2023;GIRAMUNDO PRODUCOES LTDA;51.071.773/0001-08;16/06/2023;RJ;RIO DE JANEIRO;3304557;Brasileiro independente;Sociedade Empresária Limitada;SIM
56087;30/10/2023;GIRAMUNDO PRODUÇÕES LTDA;51.561.406/0001-84;26/07/2023;GO;GOIANIA;5208707;Brasileiro independente;Sociedade Empresária Limitada;SIM
5525;07/03/2006;GIRAMUNDO TEATRO DE BONECOS;19.295.450/0001-87;08/10/1976;MG;BELO HORIZONTE;3106200;Brasileiro independente;Associação Privada;SIM
60626;06/01/2025;GIRASSOL AZUL FILMES LTDA;14.833.614/0001-69;05/01/2012;DF;BRASILIA;5300108;Brasileiro de capital nacional nos termos do art. 1º, inciso III da IN 91;Sociedade Empresária Limitada;NÃO
46909;07/10/2020;GIRASSOL AZUL PRODUÇÕES ARTÍSTICAS LTDA;69.284.156/0001-48;10/02/1993;RJ;RIO DE JANEIRO;3304557;Brasileiro independente;Sociedade Empresária Limitada;SIM
50139;15/12/2021;GIRINO LTDA;14.941.687/0001-74;26/01/2012;MG;BELO HORIZONTE;3106200;Brasileiro independente;Sociedade Empresária Limitada;SIM
63162;11/09/2025;GIRLY INDEPENDENT PUBLISHING LTDA;52.538.282/0001-89;16/10/2023;RS;PORTO ALEGRE;4314902;Brasileiro independente;Sociedade Empresária Limitada;SIM
16441;18/01/2010;GIRO PRODUÇÕES AUDIOVISUAIS LTDA.;11.069.453/0001-90;11/08/2009;RJ;RESENDE;3304201;Brasileiro independente;Sociedade Empresária Limitada;SIM
32042;12/02/2016;GIRO PRODUÇÕES CULTURAIS LTDA;21.988.610/0001-15;04/03/2015;BA;SALVADOR;2927408;Brasileiro independente;Sociedade Empresária Limitada;SIM
50978;12/04/2022;GIROLANDO FILMES LTDA;45.720.587/0001-41;21/03/2022;MG;GUANHAES;3128006;Brasileiro independente;Sociedade Empresária Limitada;SIM
53115;03/04/2023;GIROS HOLDING LTDA.;39.701.760/0001-61;06/11/2020;SP;SAO PAULO;3550308;Brasileiro independente;Sociedade Empresária Limitada;SIM
53;26/02/2003;GIROS PROJETOS AUDIOVISUAIS LTDA;04.661.796/0001-84;31/08/2001;RJ;RIO DE JANEIRO;3304557;Brasileiro independente;Sociedade Empresária Limitada;SIM
15632;22/06/2009;GIROSCÓPIO FILMES LTDA - ME;09.384.469/0001-46;16/01/2008;SP;SAO PAULO;3550308;Brasileiro independente;Sociedade Empresária Limitada;SIM
54561;25/08/2023;GISELE ALVES PINHEIRO ***********;34.420.986/0001-70;04/08/2019;RJ;RIO DE JANEIRO;3304557;Brasileiro independente;Empresário (Individual);SIM
49621;24/09/2021;GISELLE DE CARVALHO NASCIMENTO MONTEIRO DE CASTRO ***********;18.799.029/0001-40;02/09/2013;RJ;RIO DE JANEIRO;3304557;Brasileiro independente;Empresário (Individual);SIM
48643;14/06/2021;GISLAINE CRISTINA NOGUEIRA ANTONIO ***********;22.962.699/0001-03;30/07/2015;SP;HORTOLANDIA;3519071;Brasileiro independente;Empresário (Individual);SIM
48518;31/05/2021;GISLAINE DE SOUZA MENEGAZZO;28.547.967/0001-07;31/08/2017;SC;ARAQUARI;4201307;Brasileiro de capital nacional nos termos do art. 1º, inciso III da IN 91;Empresário (Individual);NÃO
55169;25/09/2023;GIULIA D. SIQUEIRA CINEMA E AUDIOVISUAL LTDA;36.513.357/0001-10;01/03/2020;RJ;RIO DE JANEIRO;3304557;Brasileiro independente;Sociedade Empresária Limitada;SIM
53485;24/05/2023;GIULIA MEDEIROS LTDA;23.263.801/0001-45;14/09/2015;MT;CUIABA;5103403;Brasileiro independente;Sociedade Empresária Limitada;SIM
