NUMERO_SALIC;TITULO_PROJETO;DATA_PUB_APROVACAO_PROJETO;DATA_PRIMEIRA_LIBERACAO;SITUACAO_ATUAL;MECANISMO;CAPTADO_ART1;CAPTADO_ART1A;CAPTADO_ART3;CAPTADO_ART3A;CAPTADO_ART18;CAPTADO_ART25;CAPTADO_ART39;CAPTADO_FUNCINES;CAPTADO_EDITAL_ANCINE;CAPTADO_PAR;CAPTADO_PAQ;CAPTADO_OUTROS_EDITAIS;CAPTADO_LEI_ESTADUAL;CAPTADO_LEI_MUNICIPAL;CAPTADO_OUTRAS_FONTES;CAPTADO_CONTRAPARTIDA;CAPTADO_CONVERSAO;TOTAL_CAPTADO;PROPONENTE;CNPJ_PROPONENTE;MUNICIPIO_PROPONENTE;UF_PROPONENTE
05-0061;NO OLHO DA RUA;03/05/2005;20/02/2008;P61    - PC FINAL - Aprovada;Fomento Indireto;R$ 500.000,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 500.000,00;ROGÉRIO CORREA DA SILVA PRODUÇÕES ME;55.331.961/0001-70;SAO PAULO;SP
05-0063;UM DIA, UM CIRCO;06/06/2005;23/08/2005;P61    - PC FINAL - Aprovada;Fomento Indireto;R$ 163.210,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 163.210,00;MORENA FILMES EIRELI - ME;42.473.256/0001-66;RIO DE JANEIRO;RJ
05-0064;JUÍZO;01/07/2005;08/02/2006;P78    - Tomada de Contas Especial Arquivada;Fomento Indireto;R$ 0,00;R$ 509.217,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 1.000.000,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 1.509.217,00;DILER & ASSOCIADOS LTDA;00.291.470/0001-51;RIO DE JANEIRO;RJ
05-0065;SOBRAL;05/10/2005;17/08/2012;P61    - PC FINAL - Aprovada;Fomento Indireto;R$ 0,00;R$ 582.000,00;R$ 115.926,45;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 697.926,45;CANAL LARANJA PRODUÇÕES LTDA ME;05.728.475/0001-12;RIO DE JANEIRO;RJ
05-0066;Xingu - A Terra Ameaçada (ex - Xingu - A Terra Mágica 2005);13/07/2005;31/07/2006;P67    - PC FINAL - Reprovada - Concluída;Fomento Indireto;R$ 0,00;R$ 943.000,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 1.050.000,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 1.993.000,00;WN PRODUÇÕES ARTISTICAS E CINEMATOGRAFICAS LTDA;03.878.675/0001-26;GOIANIA;GO
05-0070;O DIÁRIO DE NANÁ;20/07/2005;21/02/2006;P61    - PC FINAL - Aprovada;Fomento Indireto;R$ 100.000,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 742.756,26;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 842.756,26;RADAR CINEMA E TELEVISÃO LTDA;02.947.857/0001-49;COTIA;SP
05-0075;O RETORNO      (EX - O DRAMA DAS SECAS);27/06/2005;21/12/2005;P66    - PC FINAL - Aprovada com ressalvas - concluída;Fomento Indireto;R$ 379.926,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 300.000,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 679.926,00;AKRON LTDA.;56.252.505/0001-06;SAO PAULO;SP
05-0078;O ÚLTIMO CHÁ;29/07/2005;22/12/2005;P77    - Tomada de Contas Especial Instaurada;Fomento Indireto;R$ 50.000,00;R$ 154.500,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 204.500,00;ELB CONSULTORIA & PRODUÇÕES CULTURAIS LTDA;02.177.744/0001-01;SAO CAETANO DO SUL;SP
05-0079;VAMOS COMER PERNAMBUCO II;13/06/2005;01/02/2006;P78    - Tomada de Contas Especial Arquivada;Fomento Indireto;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 200.000,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 200.000,00;OFICINA DE IMAGENS LTDA;00.198.672/0001-53;RECIFE;PE
05-0082;PATRULHA NICK 2005 - 1º SEMESTRE;22/06/2005;08/11/2005;P66    - PC FINAL - Aprovada com ressalvas - concluída;Fomento Indireto;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 294.196,91;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 294.196,91;SET_5 PRODUTORA LTDA.;03.780.121/0001-91;SAO PAULO;SP
05-0095;MUSICAGEN    (EX  -  MUSICAGEM);03/06/2005;31/05/2006;P61    - PC FINAL - Aprovada;Fomento Indireto;R$ 289.600,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 289.600,00;RAIZ PRODUÇÕES CINEMATOGRÁFICAS LTDA. ME.;44.154.342/0001-31;SAO PAULO;SP
05-0097;O BEM AMADO;22/07/2005;11/12/2008;P05    - PC Final Diligência Triagem - Doc. Recebido;Fomento Indireto;R$ 2.501.100,00;R$ 1.370.000,00;R$ 3.000.000,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 6.871.100,00;UNS E OUTROS PRODUCOES E FILMES LTDA;04.595.226/0001-33;RIO DE JANEIRO;RJ
05-0100;ABOIO;15/08/2005;06/02/2007;P66    - PC FINAL - Aprovada com ressalvas - concluída;Fomento Indireto;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 60.000,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 60.000,00;ANAVILHANA FILMES LTDA - ME;07.525.577/0001-66;BELO HORIZONTE;MG
05-0105;TARUANDÉ (EX-TODO DIA É DIA DE ÍNDIO);30/09/2005;22/12/2005;P67    - PC FINAL - Reprovada - Concluída;Fomento Indireto;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 353.020,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 353.020,00;INDIANA PRODUÇÕES CINEMATOGRÁFICAS LTDA;07.060.648/0001-00;RIO DE JANEIRO;RJ
05-0107;SANEAMENTO BÁSICO - O FILME;21/07/2005;26/07/2006;P81    - AFC - PC FINAL - COMUNICADO  RDC;Fomento Indireto;R$ 502.000,00;R$ 450.000,00;R$ 1.000.000,00;R$ 0,00;R$ 0,00;R$ 800.000,00;R$ 0,00;R$ 0,00;R$ 138.023,19;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 2.890.023,19;CASA DE CINEMA DE PORTO ALEGRE LTDA.;94.625.829/0001-23;PORTO ALEGRE;RS
05-0111;O SONHO DE INACIM - O APRENDIZ DO PADRE ROLIM (Ex O aprendiz do padre Rolim);14/07/2005;08/11/2005;P66    - PC FINAL - Aprovada com ressalvas - concluída;Fomento Indireto;R$ 249.986,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 249.986,00;CYCLOPEA PRODUÇÕES E EVENTOS LTDA;03.576.269/0001-09;JOAO PESSOA;PB
05-0123;POR UM PUNHADO DE DÓLARES, OS NOVOS EMIGRADOS - O FILME;04/07/2005;01/04/2011;P61    - PC FINAL - Aprovada;Fomento Indireto;R$ 250.000,00;R$ 50.000,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 300.000,00;TELENEWS SERVICE LTDA;31.553.936/0001-73;RIO DE JANEIRO;RJ
05-0127;CIDADE DOS HOMENS, O FILME;05/07/2005;23/06/2006;P09    - PC FINAL - REVISÃO DE FLUXO;Fomento Indireto;R$ 1.810.450,00;R$ 160.000,00;R$ 3.000.000,00;R$ 0,00;R$ 0,00;R$ 640.000,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 5.610.450,00;O2 PRODUÇÕES ARTÍSTICAS E CINEMATOGRÁFICAS LTDA.;67.431.718/0001-03;COTIA;SP
05-0130;ALICE (EX - NA MODA);19/07/2005;08/11/2005;P60    - PC FINAL - Análise Diretoria Colegiada;Fomento Indireto;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 6.957.324,90;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 6.957.324,90;GULLANE ENTRETENIMENTO S.A.;01.378.559/0001-12;SAO PAULO;SP
05-0131;O MUNDO EM DUAS VOLTAS - COMERCIALIZAÇÃO;21/07/2005;21/02/2006;P61    - PC FINAL - Aprovada;Fomento Indireto;R$ 463.096,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 463.096,00;GULLANE ENTRETENIMENTO S.A.;01.378.559/0001-12;SAO PAULO;SP
05-0132;OUTRO FUTURO - PARIS;06/06/2005;14/06/2005;P67    - PC FINAL - Reprovada - Concluída;Fomento Indireto;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 100.000,00;R$ 644.805,48;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 744.805,48;LEONI PRODUÇÕES E EDIÇÕES MUSICAIS LTDA;29.417.235/0001-65;RIO DE JANEIRO;RJ
05-0139;O MISTÉRIO DO SAMBA       (EX - VELHA GUARDA DO SAMBA);22/07/2005;14/05/2007;U14    - RPC - PC FINAL - COLETA DE DADOS EM CONF. C/ RACO;Fomento Indireto;R$ 1.500.000,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 100.000,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 1.600.000,00;CONSPIRAÇÃO FILMES S/A;02.020.661/0001-04;RIO DE JANEIRO;RJ
05-0143;A ÚLTIMA ESTAÇÃO;19/07/2005;13/08/2009;P61    - PC FINAL - Aprovada;Fomento Indireto;R$ 0,00;R$ 1.088.000,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 1.088.000,00;ASACINE PRODUCOES LTDA;37.981.206/0001-50;BRASILIA;DF
05-0150;O CORPO DO RIO;04/08/2005;12/04/2006;P66    - PC FINAL - Aprovada com ressalvas - concluída;Fomento Indireto;R$ 105.000,00;R$ 300.000,00;R$ 69.127,20;R$ 0,00;R$ 0,00;R$ 130.000,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 604.127,20;JAGUAR PRODUÇÕES ARTÍSTICAS LTDA;02.127.762/0001-89;RIO DE JANEIRO;RJ
05-0153;A MÚSICA SEGUNDO TOM JOBIM;22/07/2005;05/04/2010;Q00    - AFC - PC FINAL - RECEBIDO NA CPC;Fomento Indireto;R$ 1.350,00;R$ 2.400.000,00;R$ 1.000.000,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 3.401.350,00;REGINA FILMES LTDA;42.164.699/0001-75;RIO DE JANEIRO;RJ
05-0155;A Luz do Tom (ex - Antonio Carlos Jobim - O Homem Iluminado);03/08/2005;23/11/2007;P61    - PC FINAL - Aprovada;Fomento Indireto;R$ 101.350,00;R$ 270.000,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 630.000,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 23.000,00;R$ 0,00;R$ 1.024.350,00;REGINA FILMES LTDA;42.164.699/0001-75;RIO DE JANEIRO;RJ
05-0156;ZIRALDO - O ETERNO MENINO MALUQUINHO;18/07/2005;31/07/2006;P66    - PC FINAL - Aprovada com ressalvas - concluída;Fomento Indireto;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 575.000,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 575.000,00;FBL E ASSOCIADOS, COMUNICAÇÕES LTDA;73.364.879/0001-24;RIO DE JANEIRO;RJ
05-0157;FELIZ NATAL;17/08/2005;04/05/2007;P73    - Projeto com débito em Parcelamento (SPR);Fomento Indireto;R$ 950.000,00;R$ 650.000,00;R$ 220.000,00;R$ 0,00;R$ 0,00;R$ 150.000,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 1.970.000,00;BANANEIRA FILMES LTDA.;02.140.120/0001-10;RIO DE JANEIRO;RJ
05-0158;SENHORES DO VENTO;29/12/2005;28/01/2008;U26    - RPC - PC FINAL - Aprovada com ressalvas CONCLUÍDA;Fomento Indireto;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 423.020,43;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 423.020,43;CF FILMES LTDA;03.257.178/0001-00;RIO DE JANEIRO;RJ
05-0162;MEU PAÍS - O FILME;20/10/2005;03/09/2009;U04    - RPC - PC FINAL - COLETA DE DADOS EM CONFERÊNCIA;Fomento Indireto;R$ 1.182.374,00;R$ 909.532,56;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 50.000,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 2.141.906,56;SOMBUMBO FILMES LTDA - ME;04.687.576/0001-20;SAO PAULO;SP
05-0167;GRUPO NOVO DISTRIBUIÇÃO INTERNACIONAL / CINEMA;29/08/2005;;P77    - Tomada de Contas Especial Instaurada;Fomento Indireto;R$ 75.000,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 75.000,00;GNCTV - PRODUCOES DE CINEMA E TV LTDA;16.592.099/0001-06;RIO DE JANEIRO;RJ
05-0168;COMO ESQUECER;09/11/2005;22/04/2009;U00    - RPC - PC FINAL - RECEBIDO NA CPC;Fomento Indireto;R$ 720.000,00;R$ 250.000,00;R$ 527.480,60;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 1.497.480,60;E.H. FILMES LTDA;00.338.948/0001-51;RIO DE JANEIRO;RJ
05-0169;DEPOIS DAQUELE BAILE - COMERCIALIZAÇÃO;13/12/2005;;P61    - PC FINAL - Aprovada;Fomento Indireto;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 150.000,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 150.000,00;MOVIMENTO CARIOCA PRODUÇÕES ARTISTICAS LTDA;35.790.682/0001-68;RIO DE JANEIRO;RJ
05-0176;ELAS - PROGRAMA DE TV;16/08/2005;21/10/2005;P61    - PC FINAL - Aprovada;Fomento Indireto;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 732.461,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 732.461,00;REX PRODUÇÕES AUDIOVISUAIS LTDA. EPP.;05.019.556/0001-43;SAO PAULO;SP
05-0181;ÚLTIMA PARADA - 174      (EX - INFÂNCIA ROUBADA);19/09/2005;27/08/2007;P09    - PC FINAL - REVISÃO DE FLUXO;Fomento Indireto;R$ 900.000,00;R$ 60.000,00;R$ 2.542.500,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 400.000,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 3.902.500,00;RPJ PRODUTORES ASSOCIADOS LTDA;05.161.846/0001-27;SAO PAULO;SP
05-0190;O ABORTO DOS OUTROS    (EX - ABORTO LEGAL);28/07/2005;29/03/2006;P66    - PC FINAL - Aprovada com ressalvas - concluída;Fomento Indireto;R$ 500.000,00;R$ 0,00;R$ 85.256,26;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 585.256,26;OLHOS DE CÃO PRODUÇÕES CINEMATOGRÁFICAS LTDA;71.733.695/0001-69;SAO PAULO;SP
05-0194;O CONTADOR DE HISTÓRIAS;08/09/2005;22/01/2008;U03    - RPC - PC FINAL - DOC. RECEBIDO AGUARDA ANÁLISE;Fomento Indireto;R$ 2.521.999,00;R$ 950.000,00;R$ 2.098.887,10;R$ 0,00;R$ 0,00;R$ 320.000,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 5.890.886,10;FRANCISCO RAMALHO JUNIOR FILMES LTDA;52.308.558/0001-32;SAO PAULO;SP
05-0196;Maré, Nossa História de Amor ( EX-EU PREFIRO A MARÉ );18/08/2005;26/04/2006;U13    - RPC- PC FINAL - DOC. REC. AGUARDA ANÁLISE - C/RACO;Fomento Indireto;R$ 500.255,00;R$ 1.000.000,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 800.000,00;R$ 0,00;R$ 0,00;R$ 74.564,37;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 217.510,00;R$ 0,00;R$ 0,00;R$ 2.592.329,37;TAIGA FILMES E VIDEO LTDA;73.947.392/0001-74;RIO DE JANEIRO;RJ
05-0198;UNIVERSO ECONÔMICO - O PROGRAMA QUE CUIDA DO SEU BOLSO;;;103    - CEA Projeto indeferido;Fomento Indireto;R$ 0,00;R$ 100.000,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 100.000,00;Universo Econômico Consultoria & Empreendimentos Ltda.;07.125.295/0001-71;Niteroi;RJ
05-0202;REFLEXÕES DE UM LIQUIDIFICADOR;05/08/2005;11/07/2007;P61    - PC FINAL - Aprovada;Fomento Indireto;R$ 0,00;R$ 600.000,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 600.000,00;BRAS FILMES LTDA;02.920.962/0001-94;SAO PAULO;SP
05-0205;À MARGEM DO LIXO;08/08/2005;27/02/2007;U03    - RPC - PC FINAL - DOC. RECEBIDO AGUARDA ANÁLISE;Fomento Indireto;R$ 500.000,00;R$ 93.510,81;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 593.510,81;CASA AZUL PRODUÇÕES ARTISTICAS LTDA;06.159.269/0001-00;SAO PAULO;SP
05-0210;RALLY DOS SERTÕES 2005 - DIÁRIO DE BORDO;09/08/2005;14/09/2005;P61    - PC FINAL - Aprovada;Fomento Indireto;R$ 0,00;R$ 0,00;R$ 195.752,60;R$ 0,00;R$ 0,00;R$ 0,00;R$ 137.747,40;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 333.500,00;RADAR CINEMA E TELEVISÃO LTDA;02.947.857/0001-49;COTIA;SP
05-0211;O PASSADO;19/09/2005;26/06/2006;P09    - PC FINAL - REVISÃO DE FLUXO;Fomento Indireto;R$ 2.892.355,00;R$ 746.915,54;R$ 2.250.000,00;R$ 0,00;R$ 0,00;R$ 800.000,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 6.689.270,54;HECTOR BABENCO FILMES LTDA;46.848.701/0001-86;SAO PAULO;SP
05-0224;CAMINHO DA ESCOLA BRASIL;24/10/2005;;105    - CEA Projeto cancelado;Fomento Indireto;R$ 16.000,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 16.000,00;MAQUINA FILMES LTDA;81.183.527/0001-09;CURITIBA;PR
05-0227;TAINÁ - O DESENHO ANIMADO;13/03/2006;;105    - CEA Projeto cancelado;Fomento Indireto;R$ 250.000,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 250.000,00;SINCROCINE PRODUÇÕES CINEMATOGRÁFICAS LTDA;42.488.478/0001-52;RIO DE JANEIRO;RJ
05-0229;ROMANCE DO VAQUEIRO VOADOR;25/08/2005;07/02/2006;P77    - Tomada de Contas Especial Instaurada;Fomento Indireto;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 600.000,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 600.000,00;FOLKINO PRODUÇÕES AUDIOVISUAIS LTDA. - ME;01.692.311/0001-21;BRASILIA;DF
05-0231;A COR DA CASA;14/11/2005;08/12/2005;P78    - Tomada de Contas Especial Arquivada;Fomento Indireto;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 781.711,78;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 781.711,78;BIONDO CONSULTORIA MULTIMÍDIA LTDA.;40.174.476/0001-63;RIO DE JANEIRO;RJ
05-0236;Todo Mundo Tem Problemas Sexuais (ex - Todo Mundo Tem Problemas);12/12/2005;15/09/2006;P61    - PC FINAL - Aprovada;Fomento Indireto;R$ 459.275,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 459.275,00;4004 - PRODUÇÕES DE ARTE LTDA.;04.779.834/0001-06;RIO DE JANEIRO;RJ
05-0237;O SENHOR DO LABIRINTO;19/09/2005;19/06/2008;P61    - PC FINAL - Aprovada;Fomento Indireto;R$ 200.000,00;R$ 1.209.895,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 1.409.895,00;TIBET FILME LTDA;02.660.748/0001-46;RIO DE JANEIRO;RJ
