Programa de Apoio a Participação de Filmes Brasileiros em Festivais Internacionais - 2010 a 2019;;;;;;;;;;;;;
;;;;;;;;;;;;;
Ano do Apoio;Festival;País do Festival;Mês;Filme ;Mostra;Direção;Produtora Brasileira Majoritária *;UF;Metragem;CPB;"Confecção
cópia";"Envio
da cópia";"Apoio
Financeiro"
2013;Festival Internacional do Novo Cinema Latino-americano (Festival de Havana);Cuba;Dezembro;"""Mundo invisível""";Apresentação Especial;Atom Egoyan/Beto Brant/Gian Vittorio Baldi/Guy Maddin/Jerzy Stuhr/Laís Bodanzky/Leon Cakoff/Manoel de Oliveira/Maria de Medeiros/Renata de Almeida/Theo Angelopoulos/Wim Wenders;Instituto Querô/Mostra Filmes;SP;Longa;B1201709400000;;x;
2013;Festival de Cinema de Cartagena;Colômbia;Março;"""Cores""";Competição oficial de ficção;Francisco Garcia;Kinoosfera Filmes;SP;Longa;B1301794500000;;x;X
2013;Festival Internacional do Novo Cinema Latino-americano (Festival de Havana);Cuba;Dezembro;"""Em busca de Iara""";Latinoamerica em Perspectiva - Memoria;Flavio Frederico;Kinoscópio;SP;Longa;B1301938500000;;x;
2013;BFI - Festival de Cinema de Londres;Inglaterra;Outubro;"""Eles Voltam""";Debate;Marcelo Lordello;Marcelo Lordello/Plano 9 Produções;PE;Longa;B1302036500000;;;X
2013;Festival Internacional de Cinema de San Francisco;Estados Unidos;Abril/Maio;"""Eles Voltam""";Competição Oficial;Marcelo Lordello;Marcelo Lordello/Plano 9 Produções;PE;Longa;B1302036500000;;;X
2013;IndieLisboa - Festival Internacional de Cinema Independente;Portugal;Abril;"""Eles Voltam""";Competição Internacional - Longas-metragens;Marcelo Lordello;Marcelo Lordello/Plano 9 Produções;PE;Longa;B1302036500000;;x;X
2013;New Directors New Films;Estados Unidos;Março;"""Eles Voltam""";North American Premiere;Marcelo Lordello;Marcelo Lordello/Plano 9 Produções;PE;Longa;B1302036500000;;;X
2013;Festival Internacional de Cinema do Uruguai;Uruguai;Março/Abril;"""Teus Olhos Meus""";Competencia Largometrajes nuevos realizadores;Caio Soh;Maria Farinha Filmes;RJ;Longa;B1201546400000;;;X
2013;Festival de Cinema de Roma;Itália;Novembro;"""Entre Nós""";Competição Internacional Principal;Paulo Morelli;O2 Filmes;SP;Longa;B1402086200000;;;X
2013;Festival Internacional do Novo Cinema Latino-americano (Festival de Havana);Cuba;Dezembro;"""Entre Nós""";Latinoamerica em Perspectiva - A Sala Llena;Paulo Morelli;O2 Filmes;SP;Longa;B1402086200000;;x;
2013;Festival Internacional de Documentários e Animação de Leipzig - DOK Leipzig;Alemanha;Outubro/Novembro;"""O Céu Sobre os Ombros""";Country Focus Brazil;Sérgio Borges;Orobó Filmes;MG;Longa;B1101373600000;;;X
2013;Festival Internacional de Cinema de Miami;Estados Unidos;Março;"""Boa Sorte, Meu Amor""";Lexus Ibero-American Opera Prima Competition;Daniel Aragão;Orquestra Cinema Estúdios;PE;Longa;B1301899900000;;;X
2013;Festival Internacional do Novo Cinema Latino-americano (Festival de Havana);Cuba;Dezembro;"""Até que a Sbórnia nos Separe""";Competição de Animação;Ennio Torresan/Otto Guerra;Otto Desenhos Animados;RS;Longa;B1301874500000;;x;X
2013;Festival Internacional do Novo Cinema Latino-americano (Festival de Havana);Cuba;Dezembro;"""Estação Liberdade""";Competição Ópera Prima;Caito Ortiz;Prodigo Films;SP;Longa;B1301763500000;;x;X
2013;Festival Internacional de Cinema de Guadalajara;México;Março;"""Era uma Vez Eu, Verônica""";Competição Oficial Longa-metragens de ficção iberoamericanos;Marcelo Gomes;Rec Produtores Associados;PE;Longa;B1201642000000;;;X
2013;Festival Internacional do Novo Cinema Latino-americano (Festival de Havana);Cuba;Dezembro;"""Tatuagem""";Competição Ópera Prima;Hilton Lacerda;Rec Produtores Associados;PE;Longa;B1301947600000;X;x;X
2013;Festival de Cinema de Locarno;Suíça;Agosto;"""Educação Sentimental""";Competição internacional principal;Julio Bressane;República Pureza Filmes;RJ;Longa;B1301968400000;X;x;X
2013;Festival de Cinema Luso Brasileiro de Santa Maria da Feira;Portugal;Dezembro;"""A Floresta de Jonathas""";Competição Longas-Metragens;Sérgio Andrade;Rio Tarumã Films;AM;Longa;B1301846600000;X;;X
2013;Festival Internacional do Novo Cinema Latino-americano (Festival de Havana);Cuba;Dezembro;"""Tainá - A Origem""";Latinoamerica em Perspectiva - Para todas las edades;Rosane Svartman;Sincrocine;RJ;Longa;B1301712200000;;x;
2013;Festival de Cinema e Cultura da América Latina de Biarritz;França;Setembro/Outubro;"""Em Busca de um Lugar Comum""";Competição de Documentários;Felippe Schultz Mussel;Sobretudo Produção;RJ;Longa;B1201696800000;;;X
2013;Festival Internacional de Cinema de Punta del Este;Uruguai;Março;"""Cara ou Coroa""";Competição Oficial;Ugo Giorgetti;SP Filmes de São Paulo;SP;Longa;B1201586300000;X;x;X
2013;Festival Internacional de Cinema de Moscou;Rússia;Junho;"""A Memória que me Contam""";Mostra Principal;Lucia Murat;Taiga Filmes e Vídeo;RJ;Longa;B1201661300000;X;x;
2013;Festival Internacional de Cinema do Uruguai;Uruguai;Março/Abril;"""A Memória que me Contam""";Competencia Largometrajes internacionales;Lucia Murat;Taiga Filmes e Vídeo;RJ;Longa;B1201661300000;X;x;X
2013;Festival Internacional do Novo Cinema Latino-americano (Festival de Havana);Cuba;Dezembro;"""A Memória que me Contam""";Competição de Longa-metragem de ficção;Lucia Murat;Taiga Filmes e Vídeo;RJ;Longa;B1201661300000;;x;X
2013;Festival Internacional de Cinema de Punta del Este;Uruguai;Março;"""Hoje""";Competição Oficial;Tata Amaral;Tangerina Entretenimento;SP;Longa;B1201582200000;;x;
2013;Donostia - Festival de San Sebastian;Espanha;Setembro;"""De Menor""";Horizontes Latinos;Caru Alves de Souza;Tangerina Entretenimento;SP;Longa;B1402172000000;X;x;X
2013;Festival de Cinema e Cultura da América Latina de Biarritz;França;Setembro/Outubro;"""De Menor""";Competição de Longas-Metragens de Ficção;Caru Alves de Souza;Tangerina Entretenimento;SP;Longa;B1402172000000;;x;X
2013;Festival Internacional do Novo Cinema Latino-americano (Festival de Havana);Cuba;Dezembro;"""De Menor""";Competição Ópera Prima;Caru Alves de Souza;Tangerina Entretenimento;SP;Longa;B1402172000000;;x;X
2013;Festival Internacional de Cinema de Munique;Alemanha;Junho/Julho;"""Éden""";International Independents;Bruno Safadi;TB Produções;RJ;Longa;B1301945900000;;x;X
2013;Festival Internacional de Cinema de Rotterdam;Holanda;Janeiro/Fevereiro;"""Éden""";Spectrum;Bruno Safadi;TB Produções;RJ;Longa;B1301945900000;X;;
2013;Festival Internacional de Cinema do Uruguai;Uruguai;Março/Abril;"""Éden""";Competencia Largometrajes iberoamericanos;Bruno Safadi;TB Produções;RJ;Longa;B1301945900000;X;x;X
2013;Festival Internacional do Novo Cinema Latino-americano (Festival de Havana);Cuba;Dezembro;"""Éden""";Competição de Longa-metragem de ficção;Bruno Safadi;TB Produções;RJ;Longa;B1301945900000;;x;
2013;Festival des 3 Continents;França;Novembro;"""Sopro""";Seleção Oficial - Competição Internacional;Marcos Pimentel;Tempero Filmes;MG;Longa;B1402635200000;X;x;X
2013;Festival Internacional do Novo Cinema Latino-americano (Festival de Havana);Cuba;Dezembro;"""Sopro""";Competição de Documentários;Marcos Pimentel;Tempero Filmes;MG;Longa;B1402635200000;X;x;X
2013;Festival de Cinema de Bogotá;Colômbia;Outubro;"""Simone""";Cine Competencia;Juan Zapata;Zapata Filmes;RS;Longa;B1301776900000;;;X
2013;Festival Internacional de Mar del Plata;Argentina;Novembro;"""Gotas de Fumaça""";Competição Latino-americana de Curtas-Metragens;Ane Siderman;Accorde Filmes;RS;Média;B1402256800000;;;X
2013;Chicago Children - Festival de Cinema Infantil de Chicago;Estados Unidos;Outubro/Novembro;"""A História dos Meninos que Andavam de Noite""";Seleção Oficial;Flávio Barone;Andaluz Entertainment;SP;Média;B1301889700000;;;X
2013;Encontros de Cinema da América Latina de Toulouse;França;Março;"""Os Mortos-Vivos""";Competição de Curtas;Anita Rocha da Silveira;Anita Rocha da Silveira;RJ;Média;B1201634900000;;x;X
2013;Festival de Cinema de Cartagena;Colômbia;Março;"""Os Mortos-Vivos""";Competição oficial de curta-metragem;Anita Rocha da Silveira;Anita Rocha da Silveira;RJ;Média;B1201634900000;;x;X
2013;Curtas Vila do Conde;Portugal;Julho;"""O Ouvido de Vinícius""";Competição Internacional;Sergio de Oliveira;Aroma Filmes;PE;Média; -;;x;X
2013;Festival Internacional de Cinema de Nova York;Estados Unidos;Setembro/Outubro;"""Animador""";Shorts Program;Cainan Baladez;Arte In Vitro Filmes;SP;Média;B1201621300000;X;x;X
2013;Festival Internacional de Filmes de Curta-metragem de Drama;Grécia;Setembro;"""Acalanto""";Competição Internacional Principal;Arturo Saboia;Arturo Saboia;MA;Média;B1600046800000;X;x;
2013;Encontros de Cinema da América Latina de Toulouse;França;Março;"""O Duplo""";Competição de Curtas;Juliana Rojas;Avoa Filmes;SP;Média;B1201652100000;;x;
2013;Festival Internacional de Mar del Plata;Argentina;Novembro;"""Nascemos Hoje, quando o céu estava carregado de ferro e veneno""";Competição Latino-americana de Curtas-Metragens;Juliana Rojas/Marco Dutra;Avoa Filmes;SP;Média;B1301938700000;;;X
2013;Zinebi - Festival Internacional de Documentários e Filmes de Curta-metragem de Bilbao;Espanha;Novembro;"""Gericinó-Do lado de fora""";Seção Oficial - Concurso Internacional;Gabriel Medeiros;Com Domínio Filmes;RJ;Média;B1301846200000;;x;X
2013;Festival Internacional de Filmes de Curta-metragem de Oberhausen;Alemanha;Maio;"""A Onda Traz, o Vento Leva""";International Competition;Gabriel Mascaro;Desvia;PE;Média;B1301827500000;;x;X
2013;Festival de Cinema Iberoamericano de Huelva;Espanha;Novembro;"""Graça""";Competição de curtas-metragens;Anna Clara Peltier;Eterna Filmes;RJ;Média;B1402105100000;;x;X
2013;Festival de Cannes;França;Maio;"""Pouco Mais de Um Mês""";Quinzena dos Realizadores;André Novais Oliveira;Filmes de Plástico;MG;Média;B1402228200000;;;X
2013;Festival de Cannes;França;Maio;"""Pátio""";Semana da Crítica;Aly Muritiba;Grafo Audiovisual;PR;Média;B1301939000000;;;X
2013;Festival Internacional do Novo Cinema Latino-americano (Festival de Havana);Cuba;Dezembro;"""Pátio""";Competição de Documentários;Aly Muritiba;Grafo Audiovisual;PR;Média;B1301939000000;;x;
2013;Festival Internacional do Novo Cinema Latino-americano (Festival de Havana);Cuba;Dezembro;"""Bebete e Daniboy""";Latinoamerica em Perspectiva - A medianoche;Ruy Veridiano;Heavybunker;SP;Média;B1301991000000;;x;
2013;Festival Internacional do Novo Cinema Latino-americano (Festival de Havana);Cuba;Dezembro;"""Boi Fantasma""";Latinoamerica em Perspectiva - Para todas las edades;Rogério Nunes;Karmatique Imagens;SP;Média;B1302059500000;;x;
2013;Festival de Cinema e Cultura da América Latina de Biarritz;França;Setembro/Outubro;"""Fragmentos De Uma Linda Realidade (Televisionada)""";Competição de Documentários;Lucas Bonolo;Lucas Bonolo;SP;Média;B1402147000000;;;X
2013;IndieLisboa - Festival Internacional de Cinema Independente;Portugal;Abril;"""Na Sua Companhia""";Competição Internacional - Curtas-metragens;Marcelo Caetano;Plateau Produções;SP;Média;B1201629600000;;x;X
2013;Festival Internacional de Cinema de Guadalajara;México;Março;"""Arapuca""";Competição Oficial Curta-metragens iberoamericanos;Hélio Villela Nunes;Primo Filmes;SP;Média;B1301873900000;;;X
2013;Festival Internacional de Filmes de Curta-metragem de Oberhausen;Alemanha;Maio;"""Quinha""";International Competition;Caroline Oliveira;Rec Produtores Associados;PE;Média;B1301778100000;;x;X
2013;Festival Internacional do Novo Cinema Latino-americano (Festival de Havana);Cuba;Dezembro;"""Vago Vizinho""";Latinoamerica em Perspectiva - Vanguardia;Simone Cortezão/Ramilson Noronha;Simone Cortezão;MG;Média; -;;x;
2013;Festival Internacional do Novo Cinema Latino-americano (Festival de Havana);Cuba;Dezembro;"""Olhos na América - Bolívia""";Latinoamerica em Perspectiva - Ciudades y otros paisajes;Mário Fernando de Barros;Tape By Tape Produções;PR;Média; -;;x;
2013;Festival de Cinema e Cultura da América Latina de Biarritz;França;Setembro/Outubro;"""Sanã""";Competição de Documentários;Marcos Pimentel;Tempero Filmes;MG;Média;B1301965800000;;;X
2013;Festival de Cinema Luso Brasileiro de Santa Maria da Feira;Portugal;Dezembro;"""Sanã""";Competição Curtas-Metragens;Marcos Pimentel;Tempero Filmes;MG;Média;B1301965800000;;;X
2013;Festival Internacional do Novo Cinema Latino-americano (Festival de Havana);Cuba;Dezembro;"""Sanã""";Latinoamerica em Perspectiva - Ciudades y otros paisajes;Marcos Pimentel;Tempero Filmes;MG;Média;B1301965800000;;x;
2013;New Directors New Films;Estados Unidos;Março;"""A Cidade""";New York Premieres;Liliana Sulzbach;Tempo Porto Alegre;RS;Média;B1201592700000;X;;X
2013;Festival Internacional de Cinema de Guadalajara;México;Março;"""O Fim do Filme""";Competição Oficial Curta-metragens iberoamericanos;André Dib;Universidade de São Paulo;SP;Média;B1201658600000;;;X
2013;Festival Internacional do Novo Cinema Latino-americano (Festival de Havana);Cuba;Dezembro;"""O Fim do Filme""";Competição de Média-metragem e Curta-metragem de ficção;André Dib;Universidade de São Paulo;SP;Média;B1201658600000;;x;X
2013;Festival de Cinema Luso Brasileiro de Santa Maria da Feira;Portugal;Dezembro;"""Os Irmãos Mai""";Competição Curtas-Metragens;Alexandre Yukiyoshi Taira Gomes/Thais Fujinaga;Viatv;SP;Média;B1301885300000;;;X
2014;Festival Internacional do Novo Cinema Latino-americano (Festival de Havana);Cuba;Dezembro;"""O Clube""";Competição Curta-Metragem de ficção;Allan Ribeiro da Silva;3 Moinhos Produções;RJ;Curta;B1402255200000;;X;
2014;Festival Internacional do Novo Cinema Latino-americano (Festival de Havana);Cuba;Dezembro;"""Dia dos Pais""";Latinoamerica em Perspectiva - La Hora del Corto;Roberval Duarte;3 Tabela Filmes;RJ;Curta;B1402288800000;;X;
2014;Festival Internacional de Animação de Annecy;França;Junho;"""Fuga Animada""";Competição oficial;Augusto Bicalho Roque;Augusto Bicalho Roque;SP;Curta;B1402115300000;;;X
2014;Festival Internacional do Novo Cinema Latino-americano (Festival de Havana);Cuba;Dezembro;"""La Llamada""";Competição de Documentários;Gustavo Vinagre;Avoa Filmes;SP;Curta;B1402187800000;;X;
2014;Festival Internacional de Mar del Plata;Argentina;Novembro;"""O Barqueiro""";Competição Latino-americana de Curtas-Metragens;José Menezes/Lucas Justiniano;Blood Cine;SP;Curta;B1402191300000;X;;X
2014;Festival Internacional do Novo Cinema Latino-americano (Festival de Havana);Cuba;Dezembro;"""O Barqueiro""";Competição Curta-Metragem de ficção;José Menezes/Lucas Justiniano;Blood Cine;SP;Curta;B1402191300000;;X;X
2014;FESTin Lisboa - Festival de Cinema Itinerante da Língua Portuguesa;Portugal;Abril;"""Cidade de Deus - 10 anos depois""";Maratona de Documentários;Cavi Borges;Carlos Vinicius Borges;RJ;Curta;B1201671800000;;;X
2014;Festival Internacional do Novo Cinema Latino-americano (Festival de Havana);Cuba;Dezembro;"""Cidade de Deus - 10 anos depois""";Latinoamerica em Perspectiva - Cinemateca Latino-Americana;Cavi Borges;Carlos Vinicius Borges;RJ;Curta;B1201671800000;;X;
2014;Festival de Cinema de Huesca;Espanha;Junho;"""Requília""";Concurso Iberoamericano de curta-metragens;Renata Diniz;Caza Filmes;DF;Curta;B1301826000000;;;X
2014;BFI - Festival de Cinema de Londres;Inglaterra;Outubro;"""A Tenista""";Seleção Oficial;Daniel Barosa;Daniel Barosa;SP;Curta;B1301853900000;X;X;X
2014;Festival Internacional de Mar del Plata;Argentina;Novembro;"""A Tenista""";Competição Latino-americana de Curtas-Metragens;Daniel Barosa;Daniel Barosa;SP;Curta;B1301853900000;;;X
2014;Festival Internacional do Novo Cinema Latino-americano (Festival de Havana);Cuba;Dezembro;"""Oxalá e a Criação do Mundo""";Latinoamerica em Perspectiva - Cuestión de fe;Denis Leroy;Denis Leroy;MG;Curta; -;;X;
2014;IndieLisboa - Festival Internacional de Cinema Independente;Portugal;Abril;"""Até o Céu Leva Mais ou Menos 15 Minutos""";Competição Internacional - Curtas-metragens;Camila Battistetti;Dona Bela Amores e Filmes;SP;Curta;B1302013400000;;;X
2014;Festival Internacional de Cinema do Uruguai;Uruguai;Abril;"""Fragma""";Competencia Cortometrages internacionales;Eduardo Moraes Silva;Eduardo Moraes Silva;ES;Curta;B1301957100000;;;X
2014;Festival Internacional do Novo Cinema Latino-americano (Festival de Havana);Cuba;Dezembro;"""Caetana""";Latinoamerica em Perspectiva - Cuestión de fe;Marcus Nascimento/Rafael Castro;Emvideo;MG;Curta;B1500082800000;;X;
2014;Festival Internacional de Filmes de Curta-metragem de Oberhausen;Alemanha;Maio;"""Tremor""";International Competition;Ricardo Alves Junior;Entre Filmes;MG;Curta;B1402280200000;;X;X
2014;Festival de Filmes de Curta-metragem de Clermont-Ferrand;França;Janeiro;"""Meu Amigo Nietzsche""";International Competion;Fáuston da Silva;Fauston Pereira da Silva;DF;Curta;B1402094500000;;;X
2014;Festival de Cinema Iberoamericano de Huelva;Espanha;Novembro;"""Edifício Tatuapé Mahal""";Competição de curtas-metragens;Fernanda Salloum/Carolina Markowicz;Fulano Filmes;SP;Curta;B1402178800000;;;X
2014;Festival de Cinema Luso Brasileiro de Santa Maria da Feira;Portugal;Dezembro;"""Edifício Tatuapé Mahal""";Competição Curtas-Metragens;Fernanda Salloum/Carolina Markowicz;Fulano Filmes;SP;Curta;B1402178800000;;;X
2014;Festival Internacional de Cinema de Toronto - TIFF;Canadá;Setembro;"""Edifício Tatuapé Mahal""";Short Cuts International;Fernanda Salloum/Carolina Markowicz;Fulano Filmes;SP;Curta;B1402178800000;X;X;X
2014;Festival Internacional do Novo Cinema Latino-americano (Festival de Havana);Cuba;Dezembro;"""Edifício Tatuapé Mahal""";Competição de Animação;Fernanda Salloum/Carolina Markowicz;Fulano Filmes;SP;Curta;B1402178800000;;X;
2014;Festival Internacional do Novo Cinema Latino-americano (Festival de Havana);Cuba;Dezembro;"""O Coração do Príncipe""";Latinoamerica em Perspectiva - Los colores de la diversidad;Caio Ryuichi Yossimi;Fundação Armando Alvares Penteado;SP;Curta; -;;X;
2014;Festival Internacional do Novo Cinema Latino-americano (Festival de Havana);Cuba;Dezembro;"""Se essa Lua fosse minha""";Competição de Documentários;Larissa Lewandowski;Fundação Padre Urbano Thiesen;RS;Curta; -;;X;
2014;Festival de Cinema e Cultura da América Latina de Biarritz;França;Setembro;"""Brasil""";Competição de curtas-metragens;Aly Muritiba;Grafo Audiovisual;PR;Curta;B1402253100000;;;X
2014;Festival Internacional de Cinema de Guadalajara;México;Março;"""Brasil""";Competição Oficial Curta-metragens iberoamericanos;Aly Muritiba;Grafo Audiovisual;PR;Curta;B1402253100000;;;X
2014;Festival Internacional do Novo Cinema Latino-americano (Festival de Havana);Cuba;Dezembro;"""Rua de mão única""";Latinoamerica em Perspectiva - Vanguardia;Tiago Mata Machado/Cinthia Marcelle;Katásia Filmes/88 Filmes;MG;Curta; -;;X;
2014;Festival de Cinema Iberoamericano de Huelva;Espanha;Novembro;"""Dentro""";Competição de curtas-metragens;Bruno Autran;Labuta Filmes;SP;Curta;B1402300700000;;X;X
2014;Encontros de Cinema da América Latina de Toulouse;França;Março;"""O Caminhão do Meu Pai""";Competição Internacional Principal;Mauricio Osaki;Lupi Films;SP;Curta; -;;X;X
