TITULO_OBRA;TIPO_OBRA;PERIODO_PRODUCAO;EMPRESA_BRASILEIRA;UF;EMPRESA_ESTRANGEIRA;PAIS;NR_TECNICOS_ARTISTAS_ESTRANGEIROS;LOCAL_FILMAGEM_UF
Documento 72 Horas;Documentário;22 a 30 de junho de 2016;Urutau Filmes Ltda;SP;NHK - NIPPOM HOSO KYOKAI;Japão;06;
Chasing Monsters;Documentário;29 de agosto a 09 de setembro de 2016;Amazon Film Productions;AM;Untamed Productions Inc;Canadá;03;
Good by Deutschland, Jana Ina;Documentário;18 a 22 de junho de 2016;AURA Filme Produções Ltda;RJ;Infonetwork GmbH;Alemanha;03;
Cães, uma impressionante famúilia animal;Documentário;02 a 13 de junho de 2016;Marca D'água Produções Ltda;SP;Offspring Films Ltd;Reino Unido;07;
Our Planet;Documentário;04 de agosto a 10 de setembro de 2016;Tacacá Filmes;RJ;Silverback Films;Reino Unido;02;
Our Planet;Documentário;04 de agosto a 10 de setembro de 2016;Tacacá Filmes;RJ;Silverback Films;Reino Unido;01;
Behind the Scene Rio 2016 - 5;Institucional;30 de junho a 19 de julho de 2016;WaSabi JB Comunicação;RJ;Panasonic Visuals;Japão;03;
The Wonderfull Journey of Gigi & Ahoroni;Documentário;28  de junho a 12 de julho de 2016;Amazon Film Productions;AM;Tedy Productions;Israel;09;
Team;Obra Publicitária;26 de junho a 05 de julho de 2016;Sweet Produções Ltda;SP;Markenfilm GMBH &CO. KG;Alemanha;04;
Ter Tudo;Obra Publicitária;23 a 28 de junho de 2016;ALICEFILMES Ltda;SP;-;-;01;
A um mês dos Jogos Olímpicos;Documentário;29 de junho a 20 de setembro de 2016;Xes Projetos Visuais LTDA (Native Brasil);SP;NTV - New York Bureau;Estados Unidos;03;
A um mês dos Jogos Olímpicos;Documentário;29 de junho a 20 de setembro de 2016;Xes Projetos Visuais LTDA (Native Brasil);SP;NTV - New York Bureau;Estados Unidos;02;
I'm Bolt;Documentário;05 a 21 de agosto de 2016;Zambezi Produções Artísticas Ltda;RJ;Fulwell 73 Limited;Reino Unido;05;
Food Tube;Documentário;05 a 11 de julho de 2016;Davies & Luzzi Ltda;SP;Gina Randle - Fresh One Productions;Reino Unido;02;
Buquê;Obra Publicitária;05 a 10 de julho de 2016;ALICEFILMES Ltda;SP;-;-;01;
Real Sekai Kun;Documentário;01 a 25 de agosto de 2016;TOWN Network filmagens LTDA.;SP;MBS - Maunuchi Broadcasting System Inc;Japão;10;
A River Below;Documentário;09 a 12 de julho de 2016;Maruti Blue Produções e Eventos;RJ;Sandarba S.A.S;Colômbia;04;
Hidden Cities: Rio de Janeiro;Documentário;05 a 10 de julho de 2016;Dona Ana Films & Multimedia;SP;Visualise Creative Limited;Reino Unido;05;
Inside the News;Documentário;06 a 20 de agosto de 2016;Brazil Media Base;SP;Doc Eye;Dinamarca;03;
Portrait of mailman e Julia Ples;Documentário;10 a 14 de julho de 2016;Sol Entertainment Ltda;RJ;ZDF - Zweite Deutsches Fernseh;Alemanha;02;
SHY;Obra Publicitária;10 a 30 de julho de 2016;Cinnergia Produções;SC;Oxigenio Producciones;México;06;
Innovation a Bord;Documentário;16 a 31 de julho de 2016 - 15 a 30 de setembro de 2016;Igor de Miranda Olszowski ME;RJ;FL Concepts;França;02;
Morgan Stanley Global B Roll;Institucional;08 a 11 de agosto de 2016;Dez e Vinte Produções Cinematográficas Ltda ME;SP;Ventana Productions;Estados Unidos;01;
Wally;Ficção;18 de julho a 12 de setembro de 2016;Gullane Entretenimento S/A;SP;22H22;França;02;
Behind the Scene Rio 2016 - 6;Institucional;27 de julho a 16 de agosto de 2016;WaSabi JB Comunicação;RJ;Panasonic Visuals;Japão;09;
Behind the Scene Rio 2016 - 6;Institucional;27 de julho a 16 de agosto de 2016;WaSabi JB Comunicação;RJ;Panasonic Visuals;Japão;03;
Rap in Rio;Documentário;14 a 19 de julho de 2016;Terra Vermelha Filmes LTDA;RJ;Somethin Else;Reino Unido;01;
Rio 2016;Entretenimento corporativo;31 de julhoi a 21 de agosto de 2016;Parasol Broadcast - RB Araujo produção cinematográfica;RJ;The Moment content company ltd;Reino Unido;05;
60 minutes - Olympic Champions;Documentário;04 a 22 de agosto de 2016;Neon Rio LTDA;RJ;Nine NetWork Australia;Austrália;07;
Preparativos Olimpiadas ;Documentário;23 de julho a 21 de agosto de 2016;AURA Filme Produções Ltda;RJ;7T1 Media GmbH;Alemanha;06;
Joy Ambassadors in Rio;Documentário;13 a 17 de agosto de 2016;Brazil Media Base;SP;Infinity Squared;Austrália;03;
Somalia Olympia;Documentário;03 a 17 de agosto de 2016;BPS Produções Serviços EIRELI;RJ;Figura Media, LLC.;Estados Unidos;02;
Cisco Systems;Institucional;03 a 13 de agosto de 2016;Utopia Films Produção Artística Ltda;RJ;Radley Studios;Estados Unidos;06;
Campanha Esportes;Obra Publicitária;04 a 12 de julho de 2016;Bossa Nova Films Criações e Produções S/A;SP;-;-;01;
Beyond Beauty Brazil;Documentário;27 de julho a 03 de agosto de 2016;Antares Comércio e Serviço Ltda;SP;Levelprint i-D;Reino Unido;04;
What on Earth;Documentário;15 a 25 de agosto de 2016;Davies & Luzzi Ltda;SP;Justine Faram - WAGTV;Reino Unido;02;
Porque nós existimops no Universo;Documentário;21 a 29 de agosto de 2016;The Amazon Touch Produções Ltda;GO;Nippon Hoso Kyokai (NHK) - Japan Boadcasting Corporation;Japão;07;
Schnäppchenjagd um die Welt;Documentário;21 de julho a 02 de agosto de 2016;AURA Filme Produções Ltda;RJ;Good Times;Alemanha;04;
A família Olímpica;Documentário;03 a 24 de agosto de 2016;Vison Produções Artísticas Ltda;RJ;Nomadic Films;Reino Unido;01;
Eros;Obra Publicitária;02 a 03 de agosto de 2016;Paranoid Brasil;SP;-;-;02;
House Hunters International ;Documentário;25 a 30 de setembro de 2016;Story Produções LTDA.;SP;Leopard USA Ltda;Estados Unidos;02;
Como se tornar o pior aluno da escola;Ficção;27 de julho a 10 de setembro de 2016;ClubTV Produções e Entretenimento Ltda-ME;SP;-;-;01;
Filming in Brazil HUMC;Ficção;28 de julho a 07 de agosto de 2016;Neon Rio LTDA;RJ;Hawk Universal Media & Culture Co. Ltd| A Subsidiary of T&B Group;China;09;
Rock in Rio Amazonia Live;Documentário;22 a 28 de agosto de 2016;BPS Produções Serviços EIRELI;RJ;Figura Media, LLC.;Estados Unidos;04;
Me, Myself & Rio;Documentário;10 a 24 de agosto de 2016;Sol Entertainment Ltda;RJ;South Fields;Holanda;03;
Game Vision;Documentário;19 a 24 de aosto de 2016;Brazil Media Base;SP;Beach House Pictures;Cingapura;02;
In the Pool with Ian Thorpe;Documentário;18 a 19 de agosto de 2016;Brazil Media Base;SP;Jungle Co Pty Ltd;Austrália;04;
"Vinhetas para o Programa ""Power Phrase""";Outro;01 a 10 de setembro de 2016;Xes Projetos Visuais LTDA (Native Brasil);SP;AX-ON, Inc;Japão;03;
Transamazônica: From Nothing to Nowhere;Documentário;09 de setembro a 06 de outubro de 2016;Embaúba Produções;RJ;Third Line Productions;Reino Unido;03;
Arts Games;Institucional;10 a 11 de agosto de 2016;Utopia Films Produção Artística Ltda;RJ;Arts Games;Canadá;08;
Toyota 5 Continentes;Documentário;10 de agosto a 11 de outubro de 2016;Ricardo Gonçalves Produções Cinematográficas ME;SP;Spoon Inc;Japão;06;
Inspiração;Obra Publicitária;12 a 18 de agosto de 2016;ALICEFILMES Ltda;SP;-;-;01;
Old Spice Urso;Obra Publicitária;05 a 06 de setembro de 2016;MOVIEART Produções Cinematográficas Ltda;SP;-;-;04;
Planet Spy - Animals Like Us;Documentário;21 a 30 de agosto de 2016;Neon Rio LTDA;RJ;John Downer Productions;Reino Unido;02;
The Wheel;Reality Show;01 de setembro a 14 de novembro de 2016;BPS Produções Serviços EIRELI;RJ;Figura Media, LLC.;Estados Unidos;51;
Columbia Shoot in Brazil;Institucional;11 a 27 de setembro de 2016;Blue Eye Empreendimentos e Produções Audiovisuais Ltda;RJ;Nevessa Production;Estados Unidos;02;
Gardens of Wonder (Jardins das Maravilhas);Documentário;26 a 29 de setembro de 2016;Brazil Media Base;SP;De Haaien B.V;Holanda;03;
Conquerors;Documentário;21 de outubro a 19 de dezembro de 2016;E da C Cardoso Publicidade - ME;AM;Global Set Shooting SL;Espanha;30;
Não se aceitam devoluçõs;Ficção;24 de agosto a 30 de setembro de 2016;Total Entertainment Ltda;RJ;-;-;01;
Jeep MP;Obra Publicitária;02 a 22 de setembro de 2016;DOMO Produções Ltda;SP;Accomplice Media;Estados Unidos;03;
Google Science Fair 2016 - Ispiring Educator;Documentário;05 a 11 de setembro de 2016;Dez e Vinte Produções Cinematográficas Ltda ME;SP;Across the Pond;Reino Unido;02;
Alchemy VR Brazil;Documentário;18 de setembro a 20 de novembro de 2016;Connection Filmes e Produções Artísticas Ltda;RJ;Alchemy VR Limited;Reino Unido;05;
Fish Martial Game;Documentário;01 a 09 de outubro de 2016;Amazon Touch Produções Ltda -ME;GO;Fishing Vision Tv Co Ltd;Japão;03;
Behind the Scene Rio 2016-7;Institucional;05 a 17 de setembro de 2016;WaSabi JB Comunicação;RJ;Panasonic Visuals;Japão;04;
Filming in Brazil HUMC - 2ª Part;Ficção;10 a 26 de setembro de 2016;Neon Rio LTDA;RJ;Hawk Universal Media & Culture Co. Ltd| A Subsidiary of T&B Group;China;20;
Shark Movers;Documentário;04 a 18 de setembro de 2016;Trincheira Filmes LTDA;PE;SeaLight Pictures;Austrália;02;
Casamento;Documentário;06 a 12 de setembro de 2016;AURA Filme Produções Ltda;RJ;Good Times;Alemanha;03;
Mulheres;Ficção;12 de setembro a 23 de outubro de 2016;Gullane Entretenimento S/A;SP;Stopline Films;Portugal;06;
Wild Life - Vida Selvagem ;Documentário;29 de setembro a 25 de novembro de 2016;Xes Projetos Visuais LTDA (Native Brasil);SP;WIN-K Corporation;Japão;03;
Cataratas do Iguaçu;Documentário;25 de setembro a 1 de outubro de 2016;AURA Filme Produções Ltda;RJ;Peter Clausen Film & TV Produktionsgesellschaft mbH;Alemanha;06;
Domino Effect;Documentário;05 a 09 de outubro de 2016;Viva Filmes Ltda;RJ;TVN AS UL;Polônia;05;
Vermisst;Reality Show;26 a 29 de setembro de 2016;AURA Filme Produções Ltda;RJ;Endemol Shine Germany GmbH;Alemanha;03;
Isolar - Make the Future;Institucional;23 de setembro a 2 de outubro de 2016;Maruti Blue Produções e Eventos;RJ;Colloquial;Londres;04;
Guerrero - La Película;Ficção;19 a 22 de setembro de 2016;Loma Filmes Ltda;SP;Producciones Tondero SAC;Peru;11;
We're on the side of Food;Obra Publicitária;20 de setembro a 20 de outubro de 2016;Cinnergia Produção Ltda-ME;SC;2am LTD;Reino Unido;02;
Armut als Markt;Documentário;02 a 17 de outubro de 2016;AURA Filme Produções Ltda;RJ;Sueddeutsche Tv GmbH;Alemanha;01;
Sparlost - Lost without a Trace;Documentário;26 de setembro a 02 de outubro de 2016;Story Produções LTDA.;SP;Monday Production AB;Suécia;05;
One Strange Rock - Uma Rocha Estranha;Documentário;23 de outubro a 14 de novembro de 2016;Neon Rio LTDA;RJ;Nutopia Ltd;Reino Unido;08;
Inhotim;Documentário;02 a 09 de outubro de 2016;AURA Filme Produções Ltda;RJ;Cinétévé;França;03;
Exploring the World Music - Bossa Nova, the poem of Saudade;Documentário;27 de setembro a 16 de outubro de 2016;HK Brasil Produtora Mídia e Eventos Ltda;SP;IMTV Co. Ltd;Coréia do Sul;04;
Uber Doc;Documentário;01 a 10 de outubro de 2016;Ricardo Gonçalves Produções Cinematográficas ME;SP;Vagabond Films;Estados Unidos;03;
Coração de Cowboy;Ficção;28 de outubro a 30 de novembro de 2016;Dodô Produções de Filmes Eireli;SP;-;-;04;
Guarana Harvest;Institucional;03 a 07 de outubro de 2016;JKR Produções Artísticas Ltda;RJ;Made for Digital;Holanda;03;
Shinnyo-E N , fiéis pelo mundo;Documentário;16 a 25 de outubro de 2016;Xes Projetos Visuais LTDA (Native Brasil);SP;Shinnyo-E N, Head Temple;Japão;03;
Sekai no mura de hakken, konna tokoro ni nihonjin!;Documentário;25 de outubro a 11 de novembro de 2016;Falls Produções LTDA.;SP;WAVE INC./Kazuhiko Kudo ppt;Japão;04;
Tomas Bata - O primeiro empreendedor global;Documentário;12 de outubro a 20 de outubro de 2016;Besouro Filmes Ltda;RS;Negativ;República Tcheca;05;
Bittle Melde Dich;Documentário;03 a 12 de novembro de 2016;AURA Filme Produções Ltda;RJ;Endemol Shine Germany GmbH;Alemanha;06;
Forever a Hunger;Documentário;18 de outubro a 06 de dezembro de 2016;Maruti Blue Produções e Eventos;RJ;Lumus Productions;Estados Unidos;02;
Sparlost - Episódio Recife (Lost Without a Trace);Documentário;23 a 29 de outubro de 2016;Story Produções LTDA.;SP;Monday Production AB;Suécia;05;
Vermisst - Bianca ;Documentário;05 a 12 de novembro de 2016;AURA Filme Produções Ltda;RJ;Endemol Shine Germany GmbH;Alemanha;05;
Miss High Security;Documentário;25 a 29 de outubro de 2016;Sol Entertainment Ltda;RJ;Maximus Film GmbH;Alemanha;02;
Chosensha Tati - Os Desafiadores;Documentário;18 de novembro  03 de dezembro de 2016;Xes Projetos Visuais LTDA (Native Brasil);SP;NHK Enterprises, INC;Japão;01;
Rotary Internatioal;Obra Publicitária;08 a 16 de novembro de 2016;Utopia Films Produção Artística Ltda;RJ;Little Village Films;Estados Unidos;04;
Turning Point/Painscale;Obra Publicitária;20 de outubro a 20 de novembro de 2016;Cinnergia Produções;SC;Lanterna Magica FilmProduktion GmbH;Alemanha;04;
Pullman Wallpapper Shoot São Paulo;Institucional;01 a 05 de novembro de 2016;BPS Produções Serviços EIRELI;RJ;Figura Media, LLC.;Estados Unidos;02;
Mato Seco em Chamas;Obra Não publicitária;02 de janeiro de 2016 a 30 de junho de 2018;Cinco da Norte Serviços Audiovisuais Ltda-ME;DF;-;-;01;
Rexona;Obra Publicitária;01 a 30 de novembro de 2016;Cinnergia Produções;SC;Cadence Films;Estados Unidos;02;
Sekai No Jikyo de Daihakken! Nihon Shokudo;Documentário;10 a 25 de novembro de 2016;TOWN Network filmagens LTDA.;SP;Zippy Production;Japão;02;
The Track Master;Obra Publicitária;01 a 12 de novembro de 2016;Zohar Cinema e Comunicação Ltda;RJ;Rogue Films;Reino Unido;04;
Messias (Working tittle of a documentary series;Documentário;20 a 26 de novembro de 2016;Illuminati Produções Cinematográficas Ltda;DF;NRK;Noruega;02;
Find New Roads ;Obra Publicitária;21 de novembro de 2016 a 06 de abril de 2017;Domo Produções Ltda;SP;M ss ng P eces;Estados Unidos;04;
Made in Japan 2016;Documentário;15 a 25 de novembro de 2016;Xes Projetos Visuais LTDA (Native Brasil);SP;Yellow Co. Ltd;Japão;02;
Rise Above;Obra Publicitária;20 a 29 de novembro de 2016;Piloto Filmes Prestação de Serviços em Produções;RJ;Encompass Films;Estados Unidos;01;
Rolex Mentors & Protégés: Literature;Documentário;16 a 19 de novembro de 2016;Alfixit Produções Culturais e Artísticas Ltda;SP;Proudfoot Limited;Reino Unido;03;
America Re(dis)covered;Documentário;18 a 23 de dezembro de 2016;Igor de Miranda Olszowski ME;RJ;Providence Pictures INC;Estados Unidos;06;
Buitenlandse Gevengenissen (Foreign Prisons);Documentário;03 a 11 de dezembro de 2016;Terra Vermelha Filmes LTDA;RJ;No Pictures Please;Holanda;04;
Sekai Yabai Hanashi;Documentário;24 a 30 de novembro de 2016;BDT Planejamento e Comunicação Ltda;SP;Net Web inc;Japão;03;
Carlos Henrique - O Kaiser - Fase 4;Documentário;24 de novembro a 07 de dezembro de 2016;Fernanda Rizzo Eventos e Produções Ltda;RJ;Refresh Films;Reino Unido;05;
Ouro Verde;Ficção;18 de novembro a 01 de dezembro de 2016;Urca Filmes Ltda;RJ;Plural Entertainment;Portugal;17;
The Greatest Crimes of All Time;Documentário;04 a 11 de dezembro de 2016;Sol Entertainment Ltda;RJ;Maximus Film GmbH;Alemanha;04;
Xtreme Waterparks;Reality Show;14 a 20 de dezembro de 2016;Brazil Media Base;SP;High Noon Productions LLC;Estados Unidos;04;
Volley;Obra Publicitária;05 a 31 de dezembro de 2016;Cinnergia Produções;SC;Lanterna Magica FilmProduktion GmbH;Alemanha;03;
Tribal Bootcamp - Brazil;Documentário;09 de janeiro a 09 de fevereiro de 2017;Neon Rio LTDA;RJ;Rumpus Media;Reino Unido;07;
Kids Vs Kids;Obra Publicitária;10 a 27 de dezembro de 2016;Vandalo Ltda - Epp;RJ;Boot Polissh Films;Índia;06;
Cinderella e Boxe;Obra Publicitária;11 a 14 de dezembro de 2016;MOVIEART Produções Cinematográficas Ltda;SP;-;-;06;
River Women;Documentário;15 de janeiro a 05 de fevereiro de 2017;DOMO Produções Ltda;SP;UCLA School of Theater, Film and Television;Estados Unidos;08;
Les Marseillais - Saison 6;Reality Show;09 a 11 de dezembro de 2016;Sol Entertainment Ltda;RJ;ICKS SRL;Argentina;11;
The World Reaches for Tokyo;Documentário;14 de dezembro de 2016 a 30 de janeiro de 2017;Urutau Filmes Ltda;SP;Documentary Japan, INC;Japão;02;
Gokujyo Cruise Kiko - Diários de Viagem do Melhor Cruzeiro do Mundo - Grand Amazon;Documentário;05 a 31 de janeiro de 2017;Xes Projetos Visuais LTDA (Native Brasil);SP;Panasonic Visuals;Japão;04;
Amazon Bouken Kiko - Diário de uma aventura no Amazonas;Documentário;13 a 31 de janeiro de 2017;Xes Projetos Visuais LTDA (Native Brasil);SP;Panasonic Visuals;Japão;03;
Viva a Diferença ;Obra Publicitária;08 a 15 de dezembro de 2016;ALICEFILMES Ltda;SP;-;-;01;
MB Trucks Footage Brasil;Institucional;10 a 23 de dezembro de 2016;Ocean Produção de Filmes LTDA;SC;MARK 13 - COM GmbH & Co. Kg;Alemanha;04;
Nespresso AAA Journey;Institucional;06 de janeiro a 06 de fevereiro de 2017;Igor de Miranda Olszowski ME;RJ;2222 Productions Afertemedia;França;04;
Scientists in the Wilderness;Documentário;03 a 09 de janeiro de 2017;Viva Filmes Ltda;RJ;Bross Nederland;Holanda;05;
Invitations Aux Voyages;Documentário;03 a 25 de janeiro de 2017;Igor de Miranda Olszowski ME;RJ;Elephant Doc;França;02;
Principes Felizes;Documentário;28 de dezembro de 2016 a 16 de janeiro de 2017;Produção Carioca Empreendimentos Artísticos e Culturais Ltda;RJ;Oxymoron Films;Grécia;03;
Dunus Table Water;Institucional;05 a 30 de janeiro de 2017;JKR Produções Artísticas Ltda;RJ;Ossytafano Internacional Co. Ltd;Nigeria;03;
Aventures de Médecine - les épidémies;Documentário;09 a 16 de janeiro de 2016;AURA Filme Produções Ltda;RJ;Pulsations;França;06;
Hawkeye;Institucional;05 a 08 de janeiro de 2017;Utopia Films Produção Artística Ltda;RJ;Magna Carta Media LLC;Estados Unidos;02;
Man Finds Food;Documentário;12 a 19 de fevereio de 2016;Francisco Ramalho Junior Filmes LTDA (Ramalho Filmes);SP;CDI Virtual Films, INC;Estados Unidos;07;
Race the World;Reality Show;01 a 20 de maio de 2016;MOVIE Makers Produções Cinematográficas Ltda.;RJ;Shenzhen Shine Entertainment CO. Ltd;China;93;
Google Adds;Obra Publicitária;05 a 20 de maio de 2016;Ocean Produção de Filmes LTDA;SC;Heist Projects;Estados Unidos;02;
Made From;Obra Publicitária;01 a 25 de Setembro de 2016;Cinnergia Produções;SC;Bunker New York;Estados Unidos;03;
Invitations Aux Voyages;Documentário;03 a 25 de janeiro 2017;Camelô Produções;RJ;ELEPHANT DOC;França;2;
Altura;Obra Publicitária;05 a 30 de janeiro de 2017;Cinnergia Produções LTDA-ME;SC;Nunchaku;Argentina;1;
Movies Around the World;Documentário / Institucional;19 a 22 de janeiro de 2017;Alo Video Ltda.;RJ;Mill Valley Group;Estados Unidos da América;2;
Tomato Production;Institucional;13 a 19 de janeiro de 2017;Brian Sewell Produções Cinematográficas;RJ;Stichting Omroep Venlo;Holanda;3;
Gatorade;Obra Publicitária;18 a 28 de janeiro de 2017;D+ Projetos Artísticos Ltda.;RJ;ALLDAYEVERYDAY PRODUCTIONS LLC;Estados Unidos da América;2;
Rio, la plage;Documentário;07 de janeiro a 05 de fevereiro de 2017;Aura Filme Produções Ltda.;RJ;CINÉTÉVÉ;França;5;
Samba;Documentário;14 a 16 de janeiro de 2017;Sol Entertainment Ltda.;RJ;Endemol Portugal Unipessoal Lda;Portugal;3;
A Single Origin;Documentário;19 de fevereiro a 05 de março de 2017;Illuminati Produções Cinematográficas Ltda;DF;Due B Srl;Itália;11;
Divas Hit The Road;Documentário;10 de fevereiro a 07 de março de 2017;Neon Rio Ltda;RJ;HUNAN BROADCASTING SYSTEM;China;22;
How Far;Ficção / Reality Show;20 de janeiro a 04 de fevereiro de 2017;Connection Filmes e produções artísticas LTDA.;RJ;Koda Entertainment;Israel;23;
Old Navy;Obra Publicitária;08 a 12 de fevereiro de 2017;Movi & Art Produções Cinematográficas LTDA;SP;The Directors Bureau;Estados Unidos da América;16;
Job Swap 1;Reality Show;21 de janeiro a 10 de fevereiro 2017;Sol Entertainment Ltda.;RJ;Constantin Entertainment;Alemanha;4;
Great Nature;Documentário;05 de fevereiro a 05 de março de 2017;Sango Productions Ltda.;SP;Nihon Denpa News Co. Ltd;Japão;2;
