Listagem dos Filmes Brasileiros Lançados Comercialmente em Salas de Exibição 1995 a 2024;;;;;;;;;;;;;
Ano de Lançamento;Certificado de Produto Brasileiro (CPB);Título;Direção;Gênero;Empresa Produtora Brasileira Majoritária;UF;Empresa Produtora Minoritária Brasileira ;UF2;Distribuidora;Máximo de Salas;Público acumulado;Renda (R$) acumulada;
2016;B1402307700000;A Luneta Do Tempo;Alceu Valença;Ficção;Focus Films;RJ;Canal Brasil;RJ;Fênix Filmes;22;7.370;80.134,00;
2016;B1600084400000;A Morte De J.P. Cuenca;João Paulo Cuenca;Ficção;Duas Mariola Filmes;RJ;João Paulo Cuenca/Canal Brasil;RJ/RJ;Dm Filmes;3;339;3.547,10;
2016;B1500404600000;A Vizinhança Do Tigre;Affonso Uchôa;Ficção;Affonso Uchôa;MG;Katásia Filmes;MG;Affonso Uchôa;11;1.959;16.904,19;
2016;B1600275900000;Abaixando A Máquina 2 – No Limite Da Linha;Guillermo Planel;Documentário;Ponto De Equilíbrio Imagens;RJ;Canal Brasil;RJ;Ponto De Equilíbrio;1;390;2.828,49;
2016;B1600032100000;Amor Em Sampa;Carlos Alberto Riccelli/Kim Riccelli;Ficção;Pulsar Cinema;SP;Coração Da Selva/Globo Filmes;SP/RJ;Elo Company;81;12.975;174.081,35;
2016;B1600070900000;Amores Urbanos;Vera Egito;Ficção;Paranoid Filmes;SP;Vera Egito;-;Europa;19;7.570;123.232,92;
2016;B1600096000000;Apaixonados - O Filme;Paulo Fontenelle;Ficção;Total Entertainment;RJ;-;-;H2O Films;128;26.445;338.752,20;
2016;B1600478600000;Aquarius;Kleber Mendonça Filho;Ficção;Cinemascópio;PE;Globo Filmes/Videofilmes/Maiomidia Comunicação;RJ/RJ/RJ;Vitrine Filmes;140;357.026;5.272.300,55;
2016;B1500711700000;Arminda Lopes — A Estética Além Da Dor;Luzimar Batista Stricher;Documentário;Stricher Comunicações;RS;-;-;Lança Filmes;1;91;723,00;
2016;B1500873900000;Através Da Sombra;Walter Lima Junior;Ficção;Casa Forte Produções Artísticas/Cinelândia Produções;RJ/RJ;Globo Filmes/Telecine;RJ/RJ;Europa;22;6.655;97.221,51;
2016;B1500392400000;Big Jato;Claudio Assis;Ficção;Perdidas Ilusões;PE;República Pureza Filmes/Canal Brasil;RJ/RJ;Arthouse;21;11.528;149.805,59;
2016;B1500798600000;Boi Neon;Gabriel Mascaro;Ficção;Desvia;PE;Canal Brasil;RJ;Imovision;37;34.761;410.235,72;
2016;B1600405900000;Br 716;Domingos De Oliveira;Ficção;Teatro Ilustre Produções Artísticas;RJ;Canal Brasil;RJ;Pipoca & Filmes/Forte Filmes;11;10.386;145.579,73;
2016;B1600750900000;Brasil Rico - Uma Discussão Sobre Prosperidade;Louise Sottomaior/Maílson Da Nóbrega;Documentário;Cultura Maior;SP;-;-;Cultura Maior;1;62;870,10;
2016;B1500169500000;Brasil S/A;Marcelo Pedroso;Ficção;Símio Filmes;PE;Vilarejo Filmes;PE;Inquieta Cinema Cultura E Comunicação;17;2.432;16.899,80;
2016;B1600342000000;Brasil: Dna África;Mônica Amorim Monteiro;Documentário;Cine Group;DF;Globo Filmes;RJ;Cine Group;3;698;5.801,88;
2016;B1500344800000;Campo Grande;Sandra Kogut;Ficção;Tambellini Filmes;RJ;Marola Filmes/Canal Brasil;RJ/RJ;Imovision;13;4.854;66.952,18;
2016;B1500542500000;Canção Da Volta;Gustavo Rosa De Moura;Ficção;Lauper Films;SP;Mira Filmes;SP;Pandora Filmes;14;2.404;34.189,81;
2016;B1600352700000;Carrossel 2 - O Sumiço De Maria Joaquina;Mauricio Eça;Ficção;Paris Produções;SP;-;-;Downtown/Paris;888;2.525.347;28.590.845,61;
2016;B1600306000000;Charlote Sp;Frank Mora;Ficção;Frank Mora;SP;-;-;Raiz Distribuidora;9;432;6.123,81;
2016;B1600640900000;Cinema Novo;Eryk Rocha;Documentário;Aruac Produções/Coqueirão Pictures;RJ/RJ;Canal Brasil/Fm Produções;RJ/RJ;Vitrine Filmes;20;6.958;90.543,39;
2016;B1600685500000;Coragem;Sebastião Braga;Documentário;Feel Filmes;SP;-;-;Boulevard Filmes;3;314;1.833,00;
2016;B1600651600000;Curumim;Marcos Prado;Documentário;Zazen Produções;RJ;Globosat/Globo Filmes/Horizonte;RJ/RJ/RJ;Zazen;13;2.663;42.132,53;
2016;B1600529400000;Cícero Dias, O Compadre De Picasso;Vladimir Carvalho;Documentário;Com Domínio Filmes;RJ;Canal Brasil;RJ;Com Domínio Filmes;4;1.206;17.546,91;
2016;B1600192300000;De Onde Eu Te Vejo;Luiz Villaça;Ficção;Bossa Nova Films;SP;Maiomidia Comunicação;RJ;Warner;79;32.763;501.934,00;
2016;B1600599600000;Deixe-Me Viver;Clóvis Vieira;Ficção;Cv&F;SP;-;-;Cv&F;64;53.837;724.116,79;
2016;B1600648800000;Dentro Da Caixinha;Guilherme Reis;Ficção;Postura Digital;MG;-;-;Cineart Filmes;3;1.601;17.491,50;
2016;B1600454400000;Desculpe O Transtorno;Tomas Portella;Ficção;Gullane;SP;-;-;Disney;323;153.234;1.935.131,00;
2016;B1600012800000;Do Pó Da Terra;Maurício Nahas;Documentário;Notorious Films;SP;-;-;O2 Play;12;1.357;19.172,65;
2016;B1402633700000;Ela Volta Na Quinta;André Novais Oliveira;Ficção;Filmes De Plástico;MG;-;-;Vitrine Filmes;10;1.669;18.140,71;
2016;B1600680100000;Elis;Hugo Prata;Ficção;Bravura Cinematográfica;SP;Globo Filmes/Academia De Filmes/Maiomidia Comunicação;RJ/SP/RJ;Downtown/Paris;282;559.896;8.493.069,23;
2016;B1600107600000;Em Nome Da Lei;Sergio Rezende;Ficção;Morena Filmes;RJ;Maiomidia Comunicação;RJ;Fox;389;226.978;3.196.720,00;
2016;B1600355900000;Entre Idas E Vindas;José Eduardo Belmonte;Ficção;Film Noise;SP;Imagem/Acere/Alex Gabassi Serviços;SC/SP/SP;Imagem;293;109.698;1.535.091,72;
2016;B1600305100000;Epidemia De Cores;Mário Eugênio Saretta;Documentário;Mário Eugênio Saretta;RS;-;-;Lança Filmes;3;1.556;16.442,33;
2016;B1600064700000;Espaço Além - Marina Abramovic E O Brasil;Marco Del Fiol;Documentário;Casa Redonda Produções;SP;-;-;Elo Company;17;20.147;318.116,34;
2016;B1500865900000;Estive Em Lisboa E Lembrei De Você;José Barahona;Ficção;Refinaria Filmes;RJ;Mutuca Filmes;RJ;Tucumán;9;3.834;40.132,90;
2016;B1402818800000;Eu Sou Carlos Imperial;Renato Terra/Ricardo Calil;Documentário;Afinal Filmes;RJ;-;-;Bretz Filmes/Videofilmes;8;3.187;48.018,21;
2016;B1402091800000;Exilados Do Vulcão;Paula Gaitán;Ficção;Aruac Produções/Franco Produções E Filmes;RJ/RJ;Paula Gaitán;-;Livres Filmes;6;1.208;10.739,23;
2016;B1500636700000;Fome;Cristiano Burlan;Ficção;Bela Filmes;SP;-;-;Vitrine Filmes;11;1.193;14.813,44;
2016;B1500699400000;Futuro Junho;Maria Augusta Ramos;Documentário;Nofoco Filmes;RJ;-;-;Arthouse;4;392;3.129,49;
2016;B1600736900000;Galinha Pintadinha Mini Na Telona;Juliano Prado/Marcos Luporini;Animação;Bromelia Produções;SP;-;-;Flix Media;172;24.832;358.359,07;
2016;B1500405100000;Geraldinos;Pedro Asbeg/Renato Martins;Documentário;Jacqueline Filmes/Palmares Produções E Jornalismo;RJ/RJ;-;-;Jacqueline Filmes/Livres Filmes;5;478;6.344,44;
2016;B1600116800000;Glauco Do Brasil;Zeca Brito;Documentário;Anti Filmes/Boulevard Filmes;RS/SP;-;-;Boulevard Filmes;4;241;1.951,00;
2016;B1500496500000;Hector;Edu Felistoque;Ficção;Felistoque Filmes;SP;Canal Brasil/Lucca Comunicação/Estricnina/Kinoosfera Filmes;RJ/SP/SP/SP;Polifilmes;2;150;1.180,00;
2016;B1500283900000;Henry Kayath: O Homem E Seu Tempo;Regina Jehá;Documentário;Lauper Films;SP;-;-;Lauper;1;18;282,73;
2016;B1600476600000;Hestórias Da Psicanálise - Leitores De Freud;Francisco Ronald;Documentário;Cabelo Duro;SP;-;-;Espaço Filmes;22;10.716;161.799,88;
2016;B1301956300000;Histórias De Alice;Oswaldo Caldeira;Ficção;Oswaldo Caldeira Produções Cinematográficas;RJ;-;-;Pipa Produções;3;392;4.791,27;
2016;B1301798200000;Invasores;Marcelo Freitas Toledo De Melo;Ficção;Raiz Produções;SP;-;-;Raiz Distribuidora;3;475;3.953,00;
2016;B1600187400000;Jaime Lerner - Uma História De Sonhos;Carlos Deiró;Documentário;Deiro Filmes;PR;-;-;Pandora Filmes;3;408;5.512,25;
2016;B1600421600000;Jonas;Lô Politi;Ficção;Lô Politi;SP;Mastershot Produções/Rede Record De Televisão;SP/SP;Elite Filmes;15;1.421;18.896,65;
2016;B1600564300000;Lua Em Sagitário;Márcia Paraíso;Ficção;Plural Filmes;SC;Canal Brasil;RJ;Elo Company;21;3.223;35.577,36;
2016;B1600442200000;Magal E Os Formigas;Michael Ruman/Newton Cannito;Ficção;Moonshot Pictures;SP;Globo Filmes/Xanadu;RJ/RJ;Europa;17;849;11.512,14;
2016;B1600294500000;Mais Forte Que O Mundo - A História De José Aldo;Afonso Poyart;Ficção;Black Maria/Paris Entretenimento;SP/SP;Globo Filmes/O2 Filmes;RJ/SP;Downtown/Paris;403;565.916;7.793.731,83;
2016;B1402855900000;Maresia;Marcos Guttmann;Ficção;Solar Filmes;RJ;Passaro Films/Canal Brasil/Guiza Produções Audiovisuais;RJ/RJ/RJ;E.H. Produções;8;891;10.153,18;
2016;B1600624200000;Marginal;Alex Miranda/Pedro Caldas;Documentário;Trator Filmes;SP;Globo Filmes;RJ;Trator Filmes;2;114;1.520,34;
2016;B1600314300000;Marias;Joana Mariani;Documentário;Primo Filmes;SP;-;-;Vitrine Filmes;17;1.708;22.312,56;
2016;B1500651700000;Mate-Me Por Favor;Anita Rocha Da Silveira;Ficção;Bananeira Filmes;RJ;Imovision;SP;Imovision;46;9.873;116.368,43;
2016;B1600280000000;Menino 23 - Infâncias Perdidas No Brasil;Belisario Franca;Documentário;Giros;RJ;Globo Filmes/Canal Brasil;RJ/RJ;Elo Company;12;7.102;94.626,80;
2016;B1600033400000;Meu Amigo Hindu;Hector Babenco;Ficção;Hb Filmes;SP;Globo Filmes/Maiomidia Comunicação;RJ/RJ;Europa;44;24.045;377.960,30;
2016;B1600200900000;Meu Nome É Jacque;Angela Zoé;Documentário;Documenta Filmes;RJ;Globo Filmes;RJ;Documenta Produções;1;515;4.627,77;
2016;B1600382500000;Miller & Fried - As Origens Do País Do Futebol;Luiz Ferraz;Documentário;Olé Produções;SP;Globo Filmes;RJ;Olé Produções;2;240;3.155,83;
2016;B1600716500000;Minha Mãe É Uma Peça 2;César Rodrigues;Ficção;Diamondback;RJ;Migdal Filmes/Downtown Filmes/Globo Filmes/Paris Filmes/Xanadu;RJ/RJ/RJ/SP/RJ;Downtown/Paris;1.217;9.235.798;124.695.648,82;
2016;B1600716200000;Muleque Té Doido 2: A Lenda De Dom Sebastião;Erlanes Duarte;Ficção;Rafaela Gonçalves;MA;-;-;Rafaela Gonçalves;17;69.753;893.822,57;
2016;B1500661200000;Mundo Cão;Marcos Jorge;Ficção;Zencrane Filmes;SP;Migdal Filmes/Globo Filmes/Lereby;RJ/RJ/RJ;Downtown/Paris;91;19.670;287.574,90;
2016;B1402347100000;Mundo Deserto De Almas Negras;Ruy Veridiano;Ficção;Heavybunker;SP;-;-;Heavy Bunker;4;533;8.447,55;
2016;B1600416100000;Mãe Só Há Uma;Anna Muylaert;Ficção;África Filmes;SP;Dezenove Som E Imagens/Canal Brasil;SP/RJ;Vitrine Filmes;51;33.461;434.613,08;
2016;B1600656600000;Nascida De Novo;Mary Grace Hughes;Ficção;Mary Grace Hughes;SP;Fabio Da Silva Leme/Bless Filmes/Starcine Audiovideo Produções;-/MG/MG;Maria Da Graça Hughes;5;3.049;40.147,00;
2016;B1500257400000;Nervos De Aço;Maurice Capovilla;Ficção;Saturna Produções;RJ;Canal Brasil/Atama Filmes;RJ/RS;Livres Filmes;1;127;2.042,07;
2016;B1402652900000;Nise - O Coração Da Loucura;Roberto Berliner;Ficção;Tv Zero Cinema/Tv Zero Produções;RJ/RJ;-;-;Imagem;80;154.238;2.227.284,34;
2016;B1600109200000;No Vermelho;Marcelo Reis;Documentário;Blest - Bagulium Loquo Est;MG;Postura Digital;MG;Blest;1;238;2.160,00;
2016;B1600047500000;Nos Passos Do Mestre;André Marouço;Documentário;Mundo Maior Filmes;SP;-;-;Vitrine Filmes;19;26.655;350.408,88;
2016;B1500899000000;Nós Duas Descendo A Escada;Fabiano De Souza;Ficção;Rainer Cine;RS;-;-;Lança Filmes;6;1.438;18.085,44;
2016;B1600585600000;O Amor De Catarina;Gil Baroni;Ficção;Beija Flor Filmes;PR;-;-;Europa;69;4.457;54.173,47;
2016;B1600690400000;O Amor No Divã;Alexandre Reinecke;Ficção;Tortuga Studios;SP;-;-;Vitrine Filmes;42;4.607;63.300,48;
2016;B1402130700000;O Ardor;Pablo Fendrik;Ficção;Bananeira Filmes;RJ;-;-;Imagem;3;234;3.710,42;
2016;B1600227000000;O Caseiro;Julio Santi;Ficção;Nexus Cinema;SP;Urano Films;SP;Europa;61;11.856;153.425,65;
2016;B1600094200000;O Começo Da Vida;Estela Renner;Documentário;Maria Farinha Filmes;SP;-;-;Maria Farinha Filmes;32;35.194;234.170,91;
2016;B1600041400000;O Diabo Mora Aqui;Dante Vescio/Rodrigo Gasparini;Ficção;Marlucco Visão;SP;-;-;Pandora Filmes;5;1.055;18.558,64;
2016;B1600100300000;O Escaravelho Do Diabo;Carlo Milani;Ficção;Dezenove Som E Imagens;SP;Globo Filmes/Lereby/Telecine;RJ/RJ/RJ;Downtown/Paris;363;82.634;1.024.437,54;
2016;B1600713100000;O Filho Eterno;Paulo Machline;Ficção;Camisa Treze Cultural;SP;Globo Filmes/Guel Produtora;RJ/RJ;Sony;60;22.007;348.365,26;
2016;B1402235800000;O Gigantesco Imã;Petrônio Lorena/Tiago Scorza;Documentário;Mont Serrat Filmes;PE;Aiuru Filmes/Nosotros & Los Demás Produções Artísticas;RJ/PE;Inquieta Cinema Cultura E Comunicação;6;390;2.776,00;
2016;B1301988900000;O Mestre E O Divino;Tiago Campos;Documentário;Vídeo Nas Aldeias;PE;-;-;Livres Filmes;7;728;7.703,95;
2016;B1500837400000;O Outro Lado Do Paraíso;André Ristum;Ficção;Mercado Filmes;DF;Geração Editorial/Sombumbo Filmes/Sincrocine/Telecine/Canal Brasil;SP/SP/RJ/RJ/RJ;Europa;21;7.331;94.102,19;
2016;B1600408200000;O Roubo Da Taça;Caito Ortiz;Ficção;Prodigo Films;SP;-;-;Downtown/Paris;192;30.209;397.360,64;
2016;B1600567900000;O Shaolin Do Sertão;Halder Gomes;Ficção;Atc Entretenimentos;CE;Globo Filmes/Telecine/Maiomidia Comunicação;RJ/RJ/RJ;Downtown/Paris;187;610.741;7.973.943,72;
2016;B1500150300000;O Signo Das Tetas;Frederico Machado;Ficção;Lume Filmes;MA;-;-;Lume Produções Cinematográficas;6;373;4.125,65;
2016;B1600500300000;O Silêncio Do Céu;Marco Dutra;Ficção;Camisa Treze Cultural;SP;Canal Brasil;RJ;Vitrine Filmes;25;11.236;142.259,09;
2016;B1500452100000;O Touro;Larissa Figueiredo;Documentário;Sto Lat Filmes;PR;-;-;Cazumbá Filmes;4;247;2.635,08;
2016;B1600710700000;O Vendedor De Sonhos;Jayme Monjardim;Ficção;Filmland Internacional;SP;-;-;Warner;418;673.269;9.148.523,00;
2016;B1500897000000;O Último Virgem;Felipe Bretas/Rilson Baco;Ficção;Patota Produções;RJ;Kliky/Multiphocus Arte & Comunicação/Paramount Pictures Brasil;RJ/RJ/RJ;Downtown/Paris;340;126.841;1.587.433,36;
2016;B1600514100000;Olympia 2016;Rodrigo Mac Niven;Ficção;Rodrigo Mac Niven;RJ;-;-;Fênix Filmes;3;578;8.598,65;
2016;B1600036400000;Os Dez Mandamentos - O Filme;Alexandre Avancini;Ficção;Rede Record De Televisão;SP;-;-;Downtown/Paris;1.127;11.305.479;116.833.026,88;
2016;B1402391300000;Os Inimigos Da Dor;Arauco Hernández;Ficção;Primo Filmes;SP;-;-;Primo Filmes;3;312;3.913,00;
2016;B1600341800000;Os Outros;Sandra Werneck;Documentário;Cineluz Produções;RJ;-;-;Cineluz Produções;12;592;7.139,27;
2016;B1600280100000;Os Senhores Da Guerra;Tabajara Ruas;Ficção;Walper Ruas Produções;RS;-;-;Walper Ruas;18;5.199;66.053,52;
2016;B1402524100000;Os Sonhos De Um Sonhador - A História De Frank Aguiar;Caco Milano;Ficção;Nation Filmes;SP;Caco Milano/Maristela Filmes;SP/SP;Elite Filmes;7;567;6.306,56;
2016;B1600602000000;Palmeiras, O Campeão Do Século;Kim Teixeira/Mauro Betting;Documentário;Canal Azul;SP;-;-;Conexão Cultural;8;5.336;76.393,14;
2016;B1500177200000;Para Minha Amada Morta;Aly Muritiba;Ficção;Grafo Audiovisual;PR;-;-;Vitrine Filmes;35;7.167;89.826,13;
2016;B1600358100000;Paratodos;Marcelo Mesquita;Documentário;Sala 12;SP;Barry Company;SP;O2 Play;14;3.146;38.233,51;
2016;B1600294100000;Paulina;Santiago Mitre;Ficção;Videofilmes;RJ;-;-;Esfera Produções;19;15.324;209.170,77;
2016;B1600530200000;Pequeno Segredo;David Schurman;Ficção;Schurmann Filmes;SP;Ocean Films/Instituto Kat Schurmann;SC/SC;Diamond Films;259;187.055;2.801.967,64;
2016;B1600494700000;Ponho A Mão No Fogo;André Amado;Ficção;2A Produções;RJ;-;-;2A Produções;1;59;320,00;
2016;B1600264400000;Ponto Zero;José Pedro Goulart;Ficção;Mínima;RS;Okna Produções;RS;Pandora Filmes;17;8.247;115.856,26;
2016;B1600368700000;Porta Dos Fundos - Contrato Vitalício;Ian Sbf;Ficção;Porta Dos Fundos;RJ;Telecine;RJ;Downtown/Paris;515;454.569;6.208.337,13;
2016;B1600517400000;Precisamos Falar Do Assédio;Paula Sacchetta;Documentário;Mira Filmes;SP;-;-;Mira Filmes;1;241;2.042,63;
2016;B1500399400000;Prova De Coragem;Roberto Gervitz;Ficção;M. Schmiedt Produções;RS;Globo Filmes/Maiomidia Comunicação/Telecine;RJ/RJ/RJ;Europa/Vinny Filmes;60;12.147;167.481,20;
2016;B1500562100000;Quanto Tempo O Tempo Tem;Adriana Dutra;Documentário;Inffinito;RJ;-;-;Infinito Produções;10;5.955;82.195,08;
2016;B1600466200000;Quem Você Quer Ser Nessa História?;Felipe Britto/Nelli Sampaio/Rodrigo Van Der Put;Documentário;Sant'Ana Filmes;RJ;-;-;Sant'Ana Filmes;1;319;3.761,76;
2016;B1600017500000;Ralé;Helena Ignez;Ficção;Mercúrio Produções;SP;Canal Brasil;RJ;Pandora Filmes;6;2.203;25.198,84;
2016;B1500899800000;Reza A Lenda;Homero Olivetto;Ficção;Biônica Filmes/Ouro 21;SP/SP;Globo Filmes/Guel Produtora;RJ/RJ;Imagem;382;377.670;4.979.716,42;
2016;B1500475400000;Rondon, O Desbravador;Marcelo Santiago/Rodrigo Piovezan;Ficção;Rondon Produções & Filmes;MT;Movimento Filmes/Canal Brasil;RJ/RJ;Europa;15;2.321;23.670,40;
2016;B1402254300000;Sinfonia Da Necrópole;Juliana Rojas;Ficção;Avoa Filmes;SP;-;-;Vitrine Filmes;11;2.288;29.250,81;
2016;B1600685000000;Sob Pressão;Andrucha Waddington;Ficção;Conspiração Filmes;RJ;Globo Filmes/Guel Produtora;RJ/RJ;H2O Films;76;39.237;542.520,79;
2016;B1600337700000;São Paulo Em Hi-Fi;Lufe Steffen;Documentário;Cigano Filmes/Lufe Steffen;SP/SP;-;-;Cigano Filmes;3;3.526;34.655,61;
2016;B1500866700000;São Sebastião Do Rio De Janeiro - A Formação De Uma Cidade;Juliana De Carvalho;Documentário;Bang Filmes;RJ;-;-;Bang Filmes;6;5.080;44.764,81;
2016;B1600603400000;Tamo Junto;Matheus Souza;Ficção;Zeugma Produções;RJ;Rt Features/Bruno Jourdan Blochas/Pedro Vitor Azevedo;SP/-/-;Downtown/Paris;355;84.051;1.028.742,48;
2016;B1500861900000;Teobaldo Morto, Romeu Exilado;Rodrigo De Oliveira;Ficção;Pique-Bandeira Filmes;ES;Rodrigo De Oliveira;-;Pique-Bandeira Filmes;3;473;2.936,00;
2016;B1600765000000;Teresinha;Victor Ribeiro;Documentário;Paris Entretenimento;SP;Victor Films;SP;Paris;5;1.323;20.999,47;
2016;B1500496600000;Toro;Edu Felistoque;Ficção;Felistoque Filmes;SP;Canal Brasil/Lucca Comunicação/Estricnina/Kinoosfera Filmes;RJ/SP/SP/SP;Polifilmes;1;105;660,00;
2016;B1500269700000;Trago Comigo;Tata Amaral;Ficção;Tangerina Entretenimento;SP;Primo Filmes/Manjericão Filmes;SP/SP;Pandora Filmes;12;3.023;36.371,93;
2016;B1500754900000;Travessias;Salete Paulina Machado Sirino;Ficção;Tigre Produções Cinematográficas;PR;-;-;Tigre Produções Cinematográficas;9;16.132;80.640,50;
2016;B1600083900000;Turbulência;Tiago Venâncio;Ficção;Arthur Vinciprova/Tiago Venâncio;RJ/RJ;-;-;Downtown/Paris;4;755;8.447,60;
2016;B1600043800000;Tô Ryca!;Pedro Antônio;Ficção;Glaz Entretenimento;RJ;Telecine;RJ;Downtown/Paris;420;1.121.570;14.835.057,90;
2016;B1402301100000;Um Homem Só;Cláudia Jouvin;Ficção;Giros;RJ;Globo Filmes/Guel Produtora/Telecine;RJ/RJ/RJ;Downtown/Paris;57;4.184;59.021,39;
2016;B1600436900000;Um Namorado Para Minha Mulher;Júlia Rezende;Ficção;Paris Entretenimento;SP;Globo Filmes/Maiomidia Comunicação;RJ/RJ;Downtown/Paris;435;665.999;9.028.755,59;
2016;B1600011000000;Um Suburbano Sortudo;Roberto Santucci;Ficção;Camisa Listrada;RJ;Panorama Filmes/Globo Filmes/Maiomidia Comunicação/Telecine;RJ/RJ/RJ/RJ;Downtown/Paris;472;1.070.434;14.245.429,85;
2016;B1600305700000;Uma Loucura De Mulher;Marcus Ligocki Júnior;Ficção;Ligocki Entretenimento;DF;Telecine;RJ;Imagem;274;103.351;1.354.911,48;
2016;B1600067600000;Uma Noite Em Sampa;Ugo Giorgetti;Ficção;Sp Filmes De São Paulo;SP;O Príncipe;SP;O2 Play;11;3.228;49.131,22;
2016;B1500870400000;Vai Que Dá Certo 2;Maurício Farias;Ficção;Fraiha Produções;RJ;Guel Produtora;RJ;Imagem;536;923.426;12.022.063,96;
2016;B1500489800000;Vampiro 40º;Marcelo Santiago;Ficção;Canal Brasil;RJ;Filmes Do Equador;RJ;Lc Barreto Filmes;2;204;2.919,50;
2016;B1600439700000;Vidas Partidas;Marcos Schetchman;Ficção;Voglia Produções;RJ;Guel Produtora;RJ;Europa;29;5.857;79.485,81;
2016;B1500407700000;Xingu Cariri Caruaru Carioca;Beth Formaggini;Documentário;4 Ventos Comunicação;RJ;-;-;4 Ventos Comunicação;7;583;5.888,15;
2016;B1402372200000;Yorimatã;Rafael Saar;Documentário;Dilúvio Produções;RJ;Tela Brasilis/Imagem-Tempo;RJ/RJ;Dilúvio Filmes;5;1.912;15.350,15;
2016;B1600036800000;Zoom;Pedro Morelli;Ficção;O2 Filmes;SP;-;-;Downtown/Paris;97;14.139;205.326,89;
2016;B1600019500000;Zé De Julião, Muito Além Do Cangaço;Hermano Penna;Documentário;Luz Xxi;SP;-;-;Luz Xxi;6;196;2.905,88;
2016;B1600532800000;É Fada!;Cris D'Amato;Ficção;Lereby;RJ;Globo Filmes/Imagem;RJ/SC;Imagem;732;1.722.069;21.240.910,24;
2017;B1700538300000;10 Centavos Para O Número Da Besta;Guillermo Planel;Documentário;Ponto De Equilíbrio Imagens;RJ;Canal Brasil;RJ;Ponto De Equilíbrio;1;7;63,00;
2017;B1600181500000;A Cidade Onde Envelheço;Marília Rocha;Ficção;Anavilhana;MG;-;-;Vitrine Filmes;30;9.101;70.409,30;
2017;B1600439300000;A Comédia Divina;Toni Venturi;Ficção;Olhar Imaginário;SP;Aurora Filmes/Globo Filmes/Maiomidia Comunicação;SP/RJ/RJ;Imagem;135;45.875;653.289,31;
2017;B1500334900000;A Família Dionti;Alan Minas;Ficção;Caraminhola Filmes;RJ;Canal Brasil;RJ;Arthouse;11;3.489;37.224,66;
2017;B1700505300000;A Filosofia Na Alcova;Ivam Cabral/Rodolfo García Vázquez;Ficção;Espaço Dos Satyros;SP;-;-;Espaço Dos Satyros;1;2.691;36.381,00;
2017;B1600630700000;A Finada Mãe Da Madame;Bernard Attal;Ficção;Santa Luzia Filmes;BA;-;-;Santa Luzia Filmes;3;461;5.858,28;
2017;B1402263600000;A Gente;Aly Muritiba;Documentário;Grafo Audiovisual;PR;Tv Paranaense;PR;Olhar Distribuição;12;576;6.124,66;
2017;B1600585400000;A Glória E A Graça;Flávio Ramos Tambellini;Ficção;Tambellini Filmes;RJ;Globo Filmes/Maiomidia Comunicação/Canal Brasil;RJ/RJ/RJ;H2O Films;30;5.403;81.674,69;
2017;B1700428000000;A Menina Índigo;Wagner De Assis;Ficção;Cinética Filmes;RJ;Inspired Camera/Naymar Brasil Cinematográfica;SP/RJ;Film Connection;82;41.967;583.354,91;
2017;B1600439400000;A Terra Vermelha;Diego Martinez Vignatti;Ficção;Panda Filmes;RS;Fm Produções;RJ;Imovision;6;1.621;23.140,46;
2017;B1700162000000;Altas Expectativas;Alvaro Campos/Pedro Antônio;Ficção;2 Moleques Produções;RJ;Globo Filmes/Xanadu/Telecine;RJ/RJ/RJ;Vitrine Filmes;105;6.696;92.334,69;
2017;B1700175000000;Amor.Com;Anita Barbosa;Ficção;Total Entertainment;RJ;-;-;H2O Films;346;92.873;1.192.785,62;
2017;B1600780500000;Animal Político;Tião;Ficção;Trincheira Filmes;PE;-;-;Vitrine Filmes;22;4.333;29.277,53;
2017;B1600245600000;Antes O Tempo Não Acabava;Fábio Baldo/Sergio Andrade;Ficção;Rio Tarumã Films;AM;3 Moinhos Produções;RJ;Livres Filmes;17;1.705;19.280,81;
2017;B1700255500000;Aqualoucos;Victor Ribeiro;Documentário;Paris Entretenimento;SP;Globo Filmes;RJ;Paris;2;118;2.238,32;
2017;B1500572900000;As Aventuras Do Pequeno Colombo;Rodrigo Gava;Animação;Indiana Produções;RJ;Gava Produções;RJ;Downtown/Paris;26;2.380;33.137,07;
2017;B1700054400000;As Duas Irenes;Fabio Meira;Ficção;Roseira Filmes;SP;Polana Filmes/Lacuna Filmes;SP/SP;Vitrine Filmes;36;13.064;97.207,34;
2017;B1500314300000;Asco;Ale Paschoalini;Ficção;Ale Paschoalini/Mosquito Project;SP/MG;-;-;Mosquito Project;1;43;1.137,50;
2017;B1600770800000;Axé: Canto Do Povo De Algum Lugar;Francisco Mascarenhas Kertesz;Documentário;Macaco Gordo;BA;-;-;Zahir Company;24;32.053;451.907,65;
2017;B1600752300000;Beduíno;Julio Bressane;Ficção;Tb Produções;RJ;-;-;Tb Produções;4;746;11.272,72;
2017;B1600750800000;Belo Monte - Um Mundo Onde Tudo É Possível;Alexandre Bouchet;Documentário;Globo Filmes;RJ;Indiana Produções;RJ;Indiana Produções Cinematográficas;1;91;1.469,42;
2017;B1700330100000;Bingo - O Rei Das Manhãs;Daniel Rezende;Ficção;Gullane;SP;Locall;SP;Warner;442;249.309;3.997.911,00;
2017;B1500464600000;Bruxarias;Virginia Curiá;Animação;Otto Desenhos Animados;RS;-;-;Vitrine Filmes;14;706;6.038,23;
